point_label,direction,scan_value,center_0,center_1,center_2,center_3
B,ky,0.6829268292682927,0.0026798005794254048,0.23075475865508274,0.7692452413449171,0.9973201994205745
B,ky,0.7073170731707318,0.0021592653252596435,0.2416780464933068,0.7583219535066934,0.9978407346747402
B,ky,0.7317073170731707,0.001729248867267124,0.25315132721277084,0.7468486727872294,0.998270751132733
B,ky,0.7560975609756098,0.0013781574946979348,0.265347391658538,0.7346526083414622,0.998621842505302
B,ky,0.7804878048780488,0.0010935243529394182,0.27848684789309147,0.7215131521069083,0.9989064756470605
B,ky,0.8048780487804879,0.0008633659250909611,0.2928499397332467,0.707150060266754,0.999136634074909
B,ky,0.8292682926829269,0.000677000290417148,0.30878973206323046,0.6912102679367701,0.9993229997095829
B,ky,0.8536585365853658,0.0005253397708854671,0.326743344689615,0.6732566553103848,0.9994746602291142
B,ky,0.8780487804878049,0.00040085208192106747,0.34723153819300656,0.6527684618069929,0.9995991479180792
B,ky,0.9024390243902439,0.0002973504887125145,0.3708243416066324,0.6291756583933679,0.9997026495112876
B,ky,0.926829268292683,0.00020970764041087603,0.39803148402370314,0.601968515976297,0.9997902923595895
B,ky,0.951219512195122,0.00013354021172448042,0.42906786146204645,0.5709321385379538,0.9998664597882754
B,ky,0.975609756097561,6.489685274016537e-05,0.4635037465668931,0.5364962534331069,0.9999351031472598
