point_label,direction,scan_value,center_0,center_1,center_2,center_3
C,kx,0.7073170731707318,3.1510949911267106e-06,3.1510949918881724e-06,0.9999968489050078,0.9999968489050091
C,kx,0.7317073170731707,3.1852991288371464e-06,3.1852991298487384e-06,0.9999968147008701,0.999996814700871
C,kx,0.7560975609756098,3.1437673194287605e-06,3.1437673203630505e-06,0.9999968562326794,0.9999968562326804
C,kx,0.7804878048780488,3.03162883199288e-06,3.0316288331149146e-06,0.9999969683711666,0.9999969683711681
C,kx,0.8048780487804879,2.8551606878393855e-06,2.8551606879741154e-06,0.9999971448393118,0.9999971448393119
C,kx,0.8292682926829269,2.6213657246264636e-06,2.621365725783835e-06,0.9999973786342744,0.9999973786342751
C,kx,0.8536585365853658,2.3376307862784027e-06,2.337630786963101e-06,0.9999976623692128,0.9999976623692138
C,kx,0.8780487804878049,2.011470606080301e-06,2.0114706070740505e-06,0.9999979885293928,0.9999979885293937
C,kx,0.9024390243902439,1.6503537751914896e-06,1.6503537754985065e-06,0.9999983496462244,0.9999983496462249
C,kx,0.926829268292683,1.2616014860680108e-06,1.2616014870166564e-06,0.9999987383985127,0.9999987383985142
C,kx,0.951219512195122,8.523469207465613e-07,8.523469213453377e-07,0.9999991476530787,0.9999991476530795
C,kx,0.975609756097561,4.2954219186121956e-07,4.2954219286839425e-07,0.9999995704578073,0.9999995704578079
C,ky,0.0,8.834874115176448e-18,3.9756933518294e-16,9.409140932662904e-16,0.9999999999999987
C,ky,0.024390243902439025,4.29542192435486e-07,4.295421925149989e-07,0.9999995704578074,0.9999995704578077
C,ky,0.04878048780487805,8.523469205639712e-07,8.523469213767781e-07,0.9999991476530787,0.9999991476530794
C,ky,0.07317073170731708,1.2616014856030778e-06,1.2616014877598905e-06,0.999998738398512,0.9999987383985145
C,ky,0.0975609756097561,1.650353775100933e-06,1.6503537757105436e-06,0.9999983496462245,0.9999983496462249
C,ky,0.12195121951219512,2.0114706063630206e-06,2.0114706068754403e-06,0.9999979885293929,0.9999979885293935
C,ky,0.14634146341463417,2.337630785695297e-06,2.3376307878863466e-06,0.9999976623692123,0.9999976623692142
C,ky,0.17073170731707318,2.6213657249533514e-06,2.6213657256314267e-06,0.9999973786342741,0.9999973786342755
C,ky,0.1951219512195122,2.8551606877598703e-06,2.8551606885285006e-06,0.9999971448393116,0.9999971448393122
C,ky,0.21951219512195122,3.031628831697043e-06,3.031628833353438e-06,0.9999969683711667,0.9999969683711686
C,ky,0.24390243902439024,3.1437673196408e-06,3.1437673205066116e-06,0.9999968562326798,0.9999968562326798
C,ky,0.2682926829268293,3.1852991287708856e-06,3.18529913002544e-06,0.9999968147008699,0.9999968147008712
C,ky,0.29268292682926833,3.151094990843996e-06,3.151094992522621e-06,0.9999968489050076,0.9999968489050094
C,ky,0.3170731707317073,3.0376568865055167e-06,3.0376568869583033e-06,0.9999969623431131,0.9999969623431135
C,ky,0.34146341463414637,2.8436284522388485e-06,2.8436284527733615e-06,0.9999971563715472,0.9999971563715477
C,ky,0.36585365853658536,2.570280520894905e-06,2.5702805227604446e-06,0.999997429719477,0.9999974297194789
C,ky,0.3902439024390244,2.2219054061477134e-06,2.221905407017673e-06,0.9999977780945926,0.9999977780945939
C,ky,0.41463414634146345,1.8060463473588712e-06,1.8060463487724504e-06,0.9999981939536513,0.9999981939536525
C,ky,0.43902439024390244,1.3334937115750299e-06,1.3334937135142851e-06,0.9999986665062869,0.9999986665062884
C,ky,0.4634146341463415,8.180003490977626e-07,8.180003494533663e-07,0.9999991819996503,0.999999181999651
C,ky,0.4878048780487805,2.757046028304209e-07,2.757046035858028e-07,0.999999724295397,0.9999997242953971
C,ky,0.5121951219512195,2.7570460268906303e-07,2.757046030907735e-07,0.9999997242953965,0.9999997242953973
C,ky,0.5365853658536586,8.180003490469635e-07,8.180003494312804e-07,0.9999991819996507,0.9999991819996508
C,ky,0.5609756097560976,1.3334937119386402e-06,1.3334937130018599e-06,0.999998666506287,0.9999986665062881
C,ky,0.5853658536585367,1.8060463474648812e-06,1.8060463482056303e-06,0.9999981939536514,0.9999981939536525
C,ky,0.6097560975609756,2.2219054065091182e-06,2.2219054070176743e-06,0.999997778094593,0.9999977780945937
C,ky,0.6341463414634146,2.5702805205163926e-06,2.5702805228576345e-06,0.9999974297194771,0.9999974297194792
C,ky,0.6585365853658537,2.843628452017973e-06,2.843628452799857e-06,0.999997156371547,0.9999971563715481
C,ky,0.6829268292682927,3.037656886530911e-06,3.0376568867175528e-06,0.999996962343113,0.9999969623431134
C,ky,0.7073170731707318,3.151094991533117e-06,3.1510949915728784e-06,0.9999968489050083,0.9999968489050085
C,ky,0.7317073170731707,3.185299129342941e-06,3.1852991295130046e-06,0.9999968147008705,0.9999968147008708
C,ky,0.7560975609756098,3.14376731958117e-06,3.1437673204359407e-06,0.9999968562326793,0.9999968562326804
C,ky,0.7804878048780488,3.031628832275589e-06,3.031628832587012e-06,0.9999969683711671,0.9999969683711675
C,ky,0.8048780487804879,2.8551606877598703e-06,2.8551606881473616e-06,0.9999971448393118,0.999997144839312
C,ky,0.8292682926829269,2.6213657243626654e-06,2.6213657265436304e-06,0.9999973786342737,0.9999973786342758
