point_label,direction,scan_value,center_0,center_1,center_2,center_3
A,kx,0.0,1.2368823761247028e-16,0.5,0.5000000000000002,0.9999999999999997
A,kx,0.024390243902439025,3.593594482496023e-05,0.49022850912938626,0.5097714908706135,0.999964064055175
A,kx,0.04878048780487805,7.368622731733657e-05,0.48036010570126597,0.519639894298734,0.9999263137726828
A,kx,0.07317073170731708,0.00011524098002111824,0.47029425241317585,0.5297057475868242,0.9998847590199791
A,kx,0.0975609756097561,0.00016296868711377434,0.4599229138808027,0.5400770861191972,0.9998370313128863
A,kx,0.12195121951219512,0.0002198779824955607,0.44912616767581115,0.5508738323241886,0.9997801220175044
A,kx,0.14634146341463417,0.00028998418444241844,0.4377669982410111,0.5622330017589892,0.9997100158155576
A,kx,0.17073170731707318,0.00037885006785917126,0.4256849300068274,0.5743150699931727,0.9996211499321409
A,kx,0.1951219512195122,0.0004944124475946455,0.41268812979961655,0.5873118702003838,0.9995055875524055
A,kx,0.21951219512195122,0.0006482793077595677,0.39854365925478596,0.6014563407452147,0.9993517206922404
A,kx,0.24390243902439024,0.0008578105418532264,0.38296583110988625,0.6170341688901135,0.9991421894581469
A,kx,0.2682926829268293,0.0011495248697307836,0.3656034446921871,0.634396555307813,0.998850475130269
A,kx,0.29268292682926833,0.0015648001235237209,0.34602871438727995,0.65397128561272,0.9984351998764762
A,kx,0.3170731707317073,0.0021696675238800493,0.32373514483071664,0.6762648551692834,0.9978303324761197
A,kx,0.34146341463414637,0.003072293220237025,0.2981599152588673,0.7018400847411326,0.9969277067797628
A,kx,0.36585365853658536,0.00445601526885892,0.268758267551588,0.731241732448412,0.9955439847311413
A,kx,0.3902439024390244,0.006646475028139057,0.23516545524998056,0.7648345447500193,0.9933535249718608
A,kx,0.41463414634146345,0.01025503700986359,0.19746895386214006,0.8025310461378601,0.9897449629901365
A,kx,0.43902439024390244,0.016469887417282385,0.15658860485669224,0.8434113951433078,0.9835301125827177
A,kx,0.4634146341463415,0.027498432596650902,0.11481155539511637,0.8851884446048837,0.9725015674033493
A,kx,0.4878048780487805,0.04665018075755455,0.07641120276762817,0.9235887972323716,0.9533498192424454
A,kx,0.5121951219512195,0.04665018075755465,0.0764112027676282,0.9235887972323717,0.9533498192424454
A,kx,0.5365853658536586,0.027498432596650933,0.11481155539511649,0.8851884446048837,0.9725015674033495
A,kx,0.5609756097560976,0.016469887417282118,0.15658860485669213,0.8434113951433075,0.9835301125827176
A,kx,0.5853658536585367,0.010255037009863582,0.19746895386214,0.8025310461378596,0.9897449629901364
A,kx,0.6097560975609756,0.0066464750281392355,0.23516545524998048,0.7648345447500192,0.9933535249718608
A,kx,0.6341463414634146,0.004456015268858826,0.2687582675515879,0.731241732448412,0.9955439847311414
A,kx,0.6585365853658537,0.0030722932202371105,0.2981599152588671,0.7018400847411326,0.9969277067797632
A,kx,0.6829268292682927,0.002169667523880107,0.3237351448307165,0.6762648551692834,0.9978303324761197
A,kx,0.7073170731707318,0.0015648001235233952,0.3460287143872801,0.6539712856127198,0.9984351998764767
A,kx,0.7317073170731707,0.001149524869730929,0.365603444692187,0.634396555307813,0.9988504751302695
A,kx,0.7560975609756098,0.0008578105418531107,0.38296583110988625,0.6170341688901138,0.9991421894581469
A,kx,0.7804878048780488,0.0006482793077596686,0.3985436592547856,0.6014563407452145,0.9993517206922403
A,kx,0.8048780487804879,0.0004944124475945095,0.4126881297996165,0.5873118702003837,0.9995055875524054
A,kx,0.8292682926829269,0.00037885006785912584,0.42568493000682706,0.5743150699931728,0.9996211499321409
A,kx,0.8536585365853658,0.00028998418444246387,0.4377669982410112,0.5622330017589889,0.9997100158155576
A,kx,0.8780487804878049,0.00021987798249563698,0.44912616767581137,0.5508738323241886,0.9997801220175043
A,kx,0.9024390243902439,0.00016296868711373607,0.45992291388080264,0.5400770861191972,0.9998370313128861
A,kx,0.926829268292683,0.00011524098002118935,0.4702942524131758,0.5297057475868241,0.9998847590199788
A,kx,0.951219512195122,7.368622731728262e-05,0.480360105701266,0.5196398942987341,0.9999263137726828
A,kx,0.975609756097561,3.593594482508953e-05,0.4902285091293863,0.5097714908706139,0.999964064055175
A,ky,0.0,3.908796312336759e-17,0.49999999999999994,0.5000000000000002,0.9999999999999999
A,ky,0.024390243902439025,3.593594482511048e-05,0.4902285091293861,0.5097714908706137,0.999964064055175
A,ky,0.04878048780487805,7.36862273174911e-05,0.4803601057012656,0.5196398942987344,0.9999263137726826
A,ky,0.07317073170731708,0.00011524098002108341,0.47029425241317585,0.5297057475868239,0.9998847590199789
A,ky,0.0975609756097561,0.00016296868711375252,0.45992291388080303,0.5400770861191974,0.9998370313128864
A,ky,0.12195121951219512,0.00021987798249568336,0.4491261676758115,0.5508738323241885,0.9997801220175042
A,ky,0.14634146341463417,0.00028998418444244463,0.4377669982410111,0.562233001758989,0.9997100158155577
A,ky,0.17073170731707318,0.0003788500678590873,0.42568493000682717,0.5743150699931729,0.9996211499321407
A,ky,0.1951219512195122,0.0004944124475945855,0.41268812979961633,0.5873118702003837,0.9995055875524057
A,ky,0.21951219512195122,0.0006482793077593129,0.3985436592547853,0.6014563407452145,0.9993517206922403
A,ky,0.24390243902439024,0.0008578105418533084,0.38296583110988647,0.6170341688901136,0.9991421894581468
A,ky,0.2682926829268293,0.0011495248697307604,0.3656034446921872,0.634396555307813,0.9988504751302693
A,ky,0.29268292682926833,0.0015648001235235587,0.34602871438727983,0.6539712856127201,0.9984351998764762
A,ky,0.3170731707317073,0.0021696675238804058,0.32373514483071675,0.6762648551692834,0.9978303324761197
A,ky,0.34146341463414637,0.0030722932202370008,0.29815991525886704,0.7018400847411326,0.9969277067797631
A,ky,0.36585365853658536,0.004456015268859025,0.2687582675515879,0.7312417324484121,0.9955439847311411
A,ky,0.3902439024390244,0.00664647502813934,0.23516545524998056,0.7648345447500192,0.9933535249718605
A,ky,0.41463414634146345,0.010255037009863632,0.19746895386214003,0.80253104613786,0.9897449629901364
A,ky,0.43902439024390244,0.016469887417282492,0.1565886048566921,0.843411395143308,0.9835301125827178
A,ky,0.4634146341463415,0.02749843259665068,0.1148115553951166,0.8851884446048837,0.9725015674033494
A,ky,0.4878048780487805,0.04665018075755442,0.07641120276762851,0.9235887972323719,0.9533498192424451
A,ky,0.5121951219512195,0.046650180757554276,0.07641120276762872,0.923588797232372,0.9533498192424448
A,ky,0.5365853658536586,0.027498432596651218,0.11481155539511627,0.8851884446048838,0.972501567403349
A,ky,0.5609756097560976,0.016469887417282225,0.15658860485669224,0.8434113951433075,0.9835301125827178
A,ky,0.5853658536585367,0.010255037009863681,0.1974689538621401,0.8025310461378599,0.9897449629901368
A,ky,0.6097560975609756,0.006646475028138867,0.2351654552499809,0.7648345447500194,0.9933535249718607
A,ky,0.6341463414634146,0.004456015268859012,0.268758267551588,0.7312417324484122,0.9955439847311413
A,ky,0.6585365853658537,0.003072293220236825,0.2981599152588671,0.7018400847411328,0.9969277067797631
A,ky,0.6829268292682927,0.002169667523880325,0.32373514483071647,0.6762648551692834,0.9978303324761197
A,ky,0.7073170731707318,0.0015648001235236656,0.34602871438728006,0.65397128561272,0.9984351998764764
A,ky,0.7317073170731707,0.001149524869730812,0.3656034446921872,0.6343965553078128,0.998850475130269
A,ky,0.7560975609756098,0.0008578105418533265,0.38296583110988663,0.6170341688901136,0.9991421894581467
A,ky,0.7804878048780488,0.0006482793077595333,0.39854365925478535,0.6014563407452147,0.9993517206922403
A,ky,0.8048780487804879,0.0004944124475945661,0.4126881297996162,0.5873118702003832,0.9995055875524054
A,ky,0.8292682926829269,0.00037885006785941516,0.4256849300068271,0.5743150699931727,0.9996211499321409
A,ky,0.8536585365853658,0.0002899841844423323,0.43776699824101095,0.5622330017589892,0.9997100158155577
A,ky,0.8780487804878049,0.00021987798249562546,0.4491261676758112,0.5508738323241886,0.9997801220175043
A,ky,0.9024390243902439,0.00016296868711373352,0.4599229138808027,0.5400770861191972,0.9998370313128861
A,ky,0.926829268292683,0.00011524098002126107,0.470294252413176,0.5297057475868241,0.9998847590199791
A,ky,0.951219512195122,7.368622731737641e-05,0.48036010570126597,0.5196398942987343,0.9999263137726827
A,ky,0.975609756097561,3.5935944825218864e-05,0.4902285091293863,0.5097714908706138,0.9999640640551749
