point_label,direction,scan_value,center_0,center_1,center_2,center_3
E_B,kx,0.0,1.547483419236369e-16,0.5,0.5000000000000002,0.9999999999999997
E_B,kx,0.024390243902439025,3.3130777931911666e-17,0.49999999999999994,0.5,0.9999999999999998
E_B,kx,0.04878048780487805,4.279392149538596e-18,5.5217963219852707e-17,0.49999999999999994,0.5
E_B,kx,0.07317073170731708,1.0601848938211794e-16,0.5,0.5000000000000002,0.9999999999999999
E_B,kx,0.0975609756097561,0.5,0.5000000000000002,0.9999999999999999,1.0
E_B,kx,0.12195121951219512,0.49999999999999983,0.5000000000000002,1.0,1.0
E_B,kx,0.14634146341463417,1.0601848938211415e-16,0.5,0.5000000000000002,1.0
E_B,kx,0.17073170731707318,2.6228532529430014e-17,0.4999999999999998,0.49999999999999994,1.0
E_B,kx,0.1951219512195122,0.0,0.4999999999999997,0.5000000000000002,0.9999999999999999
E_B,kx,0.21951219512195122,4.855112760691112e-31,1.1181637552020185e-16,0.5,0.5
E_B,kx,0.24390243902439024,5.521796321985268e-17,2.827159716856433e-16,0.5,0.5
E_B,kx,0.2682926829268293,2.8492469021444005e-16,0.49999999999999983,0.5,0.9999999999999999
E_B,kx,0.29268292682926833,0.5,0.5000000000000002,1.0,1.0
E_B,kx,0.3170731707317073,7.067899292141195e-17,0.4999999999999998,0.5000000000000002,1.0
E_B,kx,0.34146341463414637,3.835922882429141e-17,0.5,0.5,1.0
E_B,kx,0.36585365853658536,0.5,0.5,0.9999999999999999,1.0
E_B,kx,0.3902439024390244,1.3252311172764617e-17,0.5,0.5,0.9999999999999999
E_B,kx,0.41463414634146345,4.14089452643621e-31,0.49999999999999983,0.5,0.9999999999999999
E_B,kx,0.43902439024390244,1.0601848938211711e-16,0.4999999999999998,0.5000000000000002,0.9999999999999998
E_B,kx,0.4634146341463415,3.7216907210180743e-16,0.49999999999999906,0.5000000000000004,0.9999999999999996
E_B,kx,0.4878048780487805,1.5284332219255226e-15,0.4999999999999425,0.5000000000000285,0.9999999999999979
E_B,kx,0.5121951219512195,1.8774107494749928e-16,0.49999999999989114,0.500000000000007,0.9999999999999974
E_B,kx,0.5365853658536586,0.0,2.5029267390748886e-16,0.49999999999999956,0.5000000000000003
E_B,kx,0.5609756097560976,4.0640420929811504e-16,0.4999999999999998,0.5000000000000007,0.9999999999999999
E_B,kx,0.5853658536585367,5.300924469105872e-17,0.49999999999999994,0.5,0.9999999999999999
E_B,kx,0.6097560975609756,8.834874115176431e-18,0.49999999999999994,0.5000000000000002,1.0
E_B,kx,0.6341463414634146,1.4135798584282282e-16,0.5,0.5,0.9999999999999999
E_B,kx,0.6585365853658537,1.5902773407317527e-16,0.5,0.5,0.9999999999999998
E_B,kx,0.6829268292682927,1.2147951908367583e-17,1.5902773407317625e-16,0.5,0.5000000000000002
E_B,kx,0.7073170731707318,4.1655051003976426e-17,1.192708005548817e-16,0.49999999999999983,0.49999999999999994
E_B,kx,0.7317073170731707,9.939233379573496e-17,0.5,0.5000000000000002,0.9999999999999996
E_B,kx,0.7560975609756098,2.297067269945873e-16,0.5,0.5000000000000002,0.9999999999999999
E_B,kx,0.7804878048780488,2.297067269945882e-16,0.5,0.5,0.9999999999999999
E_B,kx,0.8048780487804879,1.1927080055488192e-16,0.4999999999999997,0.5000000000000002,0.9999999999999997
E_B,kx,0.8292682926829269,2.1673050563792124e-17,3.092205940311754e-17,0.49999999999999983,0.49999999999999994
E_B,kx,0.8536585365853658,1.537820275672898e-16,0.49999999999999994,0.5000000000000002,0.9999999999999999
E_B,kx,0.8780487804878049,1.407367837566004e-16,0.5,0.5,1.0
E_B,kx,0.9024390243902439,9.71836152669405e-17,1.1071201625580453e-16,0.4999999999999998,0.5000000000000002
E_B,kx,0.926829268292683,0.5,0.5000000000000002,0.9999999999999998,1.0
E_B,kx,0.951219512195122,8.834874115176457e-17,0.5,0.5,0.9999999999999998
E_B,kx,0.975609756097561,1.0601848938228654e-16,2.0196401437998728e-16,0.4999999999999998,0.5000000000000002
E_B,ky,0.0,3.533949646070573e-16,0.49999999999999944,0.5000000000000004,0.9999999999999997
E_B,ky,0.024390243902439025,1.888454342118958e-16,0.49999999999999994,0.5000000000000002,0.9999999999999998
E_B,ky,0.04878048780487805,1.2879589921030664e-16,0.5,0.5,0.9999999999999999
E_B,ky,0.07317073170731708,3.2909906079032265e-16,0.49999999999999983,0.5,0.9999999999999999
E_B,ky,0.0975609756097561,3.0038571991599856e-16,0.5,0.5000000000000002,0.9999999999999997
E_B,ky,0.12195121951219512,9.442271710594835e-17,0.4999999999999997,0.5000000000000002,1.0
E_B,ky,0.14634146341463417,1.2472357442284215e-16,1.7669748230352855e-16,0.49999999999999994,0.5
E_B,ky,0.17073170731707318,3.003857199159986e-16,0.5,0.5000000000000002,0.9999999999999999
E_B,ky,0.1951219512195122,9.718361526694109e-17,0.5,0.5000000000000002,0.9999999999999998
E_B,ky,0.21951219512195122,1.7669748230352892e-16,0.4999999999999998,0.5000000000000002,0.9999999999999999
E_B,ky,0.24390243902439024,4.417437057588221e-17,7.330184617435447e-17,0.4999999999999998,0.5000000000000002
E_B,ky,0.2682926829268293,0.4999999999999998,0.5000000000000002,1.0,1.0
E_B,ky,0.29268292682926833,1.6454953039516083e-16,0.49999999999999994,0.5000000000000002,0.9999999999999998
E_B,ky,0.3170731707317073,3.6968426375691367e-16,0.49999999999999983,0.5,1.0
E_B,ky,0.34146341463414637,3.5339496460705843e-16,0.4999999999999998,0.5,0.9999999999999998
E_B,ky,0.36585365853658536,3.092205940311761e-17,1.1485336349729555e-16,0.4999999999999998,0.5
