v,Lx,Ly,state_index,energy,abs_energy,W_corner,W_edge,W_bulk,max_position_x,max_position_y,classification,in_gap_window,bulk_gap_used,window_status
0.4,10,10,413,0.02251950673435734,0.02251950673435734,0.3366358460715618,0.6520720465459195,0.01129210738251827,0,0,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,414,0.035525602756414615,0.035525602756414615,0.34492028138553077,0.6226670743047409,0.03241264430972811,9,5,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,415,0.03552560275641479,0.03552560275641479,0.3449202813855309,0.6226670743047414,0.032412644309728074,5,9,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,416,0.07175168169718414,0.07175168169718414,0.1415397641788042,0.7882223659863647,0.07023786983483062,3,0,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,417,0.07175168169718421,0.07175168169718421,0.14153976417880348,0.7882223659863645,0.07023786983483059,0,3,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,418,0.07430679178322973,0.07430679178322973,0.28631578843031863,0.6961793002343184,0.01750491133536248,9,9,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,419,0.07430679178323002,0.07430679178323002,0.2863157884303187,0.6961793002343182,0.01750491133536252,9,9,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,420,0.09739645079498058,0.09739645079498058,0.3159799416030734,0.6617305289278359,0.022289529469090207,9,0,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,421,0.09739645079498128,0.09739645079498128,0.3159799416030744,0.661730528927835,0.022289529469090224,0,0,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,422,0.11025750173208292,0.11025750173208292,0.2610723728976828,0.6590908025828724,0.07983682451944434,9,2,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,423,0.11025750173208326,0.11025750173208326,0.2610723728976831,0.6590908025828717,0.07983682451944427,2,9,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,424,0.14961608188467626,0.14961608188467626,0.114282948315225,0.7864956656110156,0.09922138607375856,4,9,edge_state,0.15999999999999975,0.39999999999999936,ok
0.4,10,10,425,0.14961608188467673,0.14961608188467673,0.11428294831522476,0.786495665611016,0.09922138607375888,0,4,edge_state,0.15999999999999975,0.39999999999999936,ok
0.5,10,10,396,-0.07608066721529842,0.07608066721529842,0.3929426272264761,0.5898113856438969,0.01724598712962728,9,8,bulk_or_mixed_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,397,-0.0760806672152983,0.0760806672152983,0.3929426272264748,0.589811385643898,0.017245987129627566,0,8,bulk_or_mixed_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,398,-0.0743761135153384,0.0743761135153384,0.3885063389467554,0.5600010774663775,0.05149258358686752,0,8,bulk_or_mixed_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,399,-0.07437611351533804,0.07437611351533804,0.38850633894675407,0.5600010774663786,0.051492583586867834,9,1,bulk_or_mixed_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,400,-0.05260152309881487,0.05260152309881487,0.35129922465118435,0.589890081179133,0.05881069416968268,8,9,bulk_or_mixed_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,401,-0.05260152309881476,0.05260152309881476,0.35129922465118263,0.589890081179135,0.058810694169682716,0,8,bulk_or_mixed_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,402,-0.05010998921779151,0.05010998921779151,0.36679501009623466,0.6154250997623171,0.017779890141448172,9,9,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,403,-0.0501099892177915,0.0501099892177915,0.36679501009623694,0.6154250997623152,0.01777989014144822,9,0,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,404,-0.04069667134394088,0.04069667134394088,0.37042394877139934,0.6112686036305164,0.018307447598084316,0,0,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,405,-0.040696671343940824,0.040696671343940824,0.3704239487713975,0.6112686036305177,0.018307447598084364,9,0,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,406,-0.03889492712934513,0.03889492712934513,0.34528046645412097,0.6053415315417019,0.04937800200417633,0,1,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,407,-0.038894927129344836,0.038894927129344836,0.34528046645411986,0.6053415315417036,0.049378002004176434,9,8,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,408,-0.014058189895961146,0.014058189895961146,0.24077252333729637,0.7113982725099822,0.047829204152721114,9,7,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,409,-0.014058189895960551,0.014058189895960551,0.24077252333729302,0.7113982725099852,0.04782920415272126,7,0,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,410,-0.006589351488483965,0.006589351488483965,0.3109483526949583,0.664483501389401,0.02456814591564095,0,0,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,411,-0.006589351488483416,0.006589351488483416,0.31094835269495713,0.664483501389402,0.024568145915640806,0,9,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,412,0.0076116908880065354,0.0076116908880065354,0.3382423988004388,0.6364130178513584,0.025344583348202738,9,9,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,413,0.007611690888006863,0.007611690888006863,0.3382423988004372,0.6364130178513612,0.025344583348202773,9,0,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,414,0.0143113539028606,0.0143113539028606,0.3039884517543846,0.61414558472132,0.08186596352429644,5,0,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,415,0.014311353902861071,0.014311353902861071,0.3039884517543855,0.61414558472132,0.08186596352429541,5,9,edge_state,0.07999999999999981,0.1999999999999995,ok
0.5,10,10,416,0.04467038261622797,0.04467038261622797,0.1636329175771209,0.7408958977477418,0.09547118467513813,0,6,edge_state,0.07999999999999981,0.1999999999999995,ok
