v,direction,scan_param,center_index,wannier_center
0.1,x,1.6677590630168035,0,0.22076058494721598
0.1,x,1.6677590630168035,1,0.31293361110451884
0.1,x,1.6677590630168035,2,0.6959662535277038
0.1,x,1.6677590630168035,3,0.7703395504205613
0.1,x,1.7453292519943293,0,0.17319222694977282
0.1,x,1.7453292519943293,1,0.2921228426218463
0.1,x,1.7453292519943293,2,0.7072223324154299
0.1,x,1.7453292519943293,3,0.8274625980129507
0.1,x,1.822899440971855,0,0.14959210339634071
0.1,x,1.822899440971855,1,0.19442588765693816
0.1,x,1.822899440971855,2,0.8082225466315089
0.1,x,1.822899440971855,3,0.8477594623152116
0.1,x,1.9004696299493808,0,0.13020532781653638
0.1,x,1.9004696299493808,1,0.21767616466113932
0.1,x,1.9004696299493808,2,0.780887748520573
0.1,x,1.9004696299493808,3,0.8712307590017511
0.1,x,1.9780398189269066,0,0.13914333758822356
0.1,x,1.9780398189269066,1,0.23768370623099705
0.1,x,1.9780398189269066,2,0.790163378584247
0.1,x,1.9780398189269066,3,0.8330095775965322
0.1,x,2.0556100079044324,0,0.15123814034694855
0.1,x,2.0556100079044324,1,0.2766536699320317
0.1,x,2.0556100079044324,2,0.7268560634325938
0.1,x,2.0556100079044324,3,0.8452521262884258
0.1,x,2.133180196881958,0,0.37231334831599316
0.1,x,2.133180196881958,1,0.4347285855521429
0.1,x,2.133180196881958,2,0.5686434824538685
0.1,x,2.133180196881958,3,0.6243145836779957
0.1,x,2.210750385859484,0,0.23521453944941625
0.1,x,2.210750385859484,1,0.3619228081570691
0.1,x,2.210750385859484,2,0.6563210085450918
0.1,x,2.210750385859484,3,0.7465416438484227
0.1,x,2.2883205748370097,0,0.14364814592057348
0.1,x,2.2883205748370097,1,0.2684847950771871
0.1,x,2.2883205748370097,2,0.7284822732122882
0.1,x,2.2883205748370097,3,0.8593847857899514
0.1,x,2.3658907638145354,0,0.1351363859241238
0.1,x,2.3658907638145354,1,0.3231219480030531
0.1,x,2.3658907638145354,2,0.6781079583009106
0.1,x,2.3658907638145354,3,0.863633707771912
0.1,x,2.443460952792061,0,0.21082745304818262
0.1,x,2.443460952792061,1,0.2972870870482622
0.1,x,2.443460952792061,2,0.6877502168342358
0.1,x,2.443460952792061,3,0.8041352430693195
0.1,x,2.521031141769587,0,0.10553546060537948
0.1,x,2.521031141769587,1,0.22288428446940767
0.1,x,2.521031141769587,2,0.764707232193088
0.1,x,2.521031141769587,3,0.9068730227321252
0.1,x,2.5986013307471127,0,0.33790715249987063
0.1,x,2.5986013307471127,1,0.39440321418667157
0.1,x,2.5986013307471127,2,0.58766519418771
0.1,x,2.5986013307471127,3,0.6800244391257481
0.1,x,2.6761715197246385,0,0.09693835366085668
0.1,x,2.6761715197246385,1,0.3485188800679199
0.1,x,2.6761715197246385,2,0.6479694953922409
0.1,x,2.6761715197246385,3,0.9065732708789824
0.1,x,2.7537417087021643,0,0.16937441786915647
