v,nkx,nky,n_occ,p_y_nu_x,p_x_nu_y,qxy,wannier_gap_x,wannier_gap_y,min_sector_overlap_x,min_sector_overlap_y,reliable
0.1,81,81,4,0.12434947485712998,0.32281931897245647,0.22358439691479323,0.09292768920267924,0.08539531070088374,0.2647980776357901,0.5489504401683063,0
0.2,81,81,4,0.34584110195219847,0.14734745476534222,0.24659427835877035,0.06944545019398071,0.049830853463193936,0.4827551325094525,0.09911087059425894,0
0.3,81,81,4,0.5362551837263336,0.44139311236041046,0.48882414804337204,0.07001201612880681,0.08725761732568726,0.2035555510786147,0.4416964422271403,0
0.4,81,81,4,0.5713867485939226,0.5216640891790294,0.546525418886476,0.10562971054738635,0.012868129220849067,0.5740096885513442,0.3405670294195837,0
0.5,81,81,4,0.35868909934025883,0.9323350827533656,0.6455120910468122,0.11096719204326788,0.08065508586442183,0.48228338974135254,0.09835225085340335,0
0.6,81,81,4,0.6703099796320539,0.7358642777540418,0.7030871286930478,0.03515733473633287,0.0932307513686963,0.4523279434335658,0.480107885163752,0
0.7,81,81,4,0.642143868434814,0.39789757538496634,0.5200207219098901,0.06233180457881271,0.10293727269643671,0.15744053685217332,0.5233169807907612,0
0.8,81,81,4,0.019938493789944833,0.42839346460389666,0.22416597919692074,0.019253063359832345,0.09675271252910489,0.4912543934917191,0.47749583803865064,0
