ky,nu_x_1,nu_x_2,nu_x_3,nu_x_4
-3.141592653589793,0.2787802845754416,0.3553511664091787,0.43185016666723186,0.9320512844174237
-3.0793828980731637,0.04409908198462815,0.2825375865902708,0.7320594220415244,0.9393756002762561
-3.017173142556534,0.2849455361668307,0.4079523579584772,0.5253583439519196,0.7799280394260776
-2.9549633870399044,0.07567275898234258,0.3524804268178217,0.6176899114199335,0.9525169573017158
-2.892753631523275,0.001651040756191047,0.06681083263376696,0.24116598003840412,0.6889556956977136
-2.8305438760066455,0.016067624396625194,0.22842557718496057,0.26306544045765323,0.4912783795614115
-2.7683341204900156,0.0948604808147896,0.1706326885727399,0.1932216202471918,0.5403882190057687
-2.706124364973386,0.39596280975058346,0.7801652289119398,0.8948936206702767,0.9283446198060212
-2.6439146094567567,0.09242401620756416,0.3377768440880481,0.635553363768456,0.9338607378464809
-2.581704853940127,0.05241589481943402,0.33420099100839457,0.7680744805930675,0.8451495135719976
-2.5194950984234974,0.0003740571282305678,0.14708179265141663,0.28641908402252547,0.5661643607118847
-2.457285342906868,0.12022829194541389,0.2599906771503129,0.705390963552196,0.9145983773641011
-2.395075587390238,0.12042841312799901,0.4224915303618185,0.6846663783044005,0.7727618373356365
-2.3328658318736086,0.2354578489418725,0.3496221325781792,0.6434359834054035,0.7719445505155094
-2.270656076356979,0.23812426927337835,0.3602761073168187,0.439798317314375,0.9623492200064023
-2.2084463208403498,0.041616194975581985,0.5173605985143745,0.5672932579116827,0.874343254768339
-2.1462365653237203,0.030694003819958984,0.42401419306178134,0.6847436743856614,0.8612078743771394
-2.0840268098070904,0.016185701609690024,0.1783605322794088,0.3842147486437048,0.4219291994860971
-2.021817054290461,0.05826224772729239,0.49263931472580175,0.5816052127358556,0.8682005646860051
-1.9596072987738313,0.034893840792874005,0.22347895478741742,0.3550654643706108,0.38727539783454673
-1.897397543257202,0.28554097873233053,0.3861725173096702,0.3976288481650498,0.9313689239697077
-1.8351877877405722,0.11857830094370307,0.163954387304476,0.22637084799354099,0.4917984666714354
-1.7729780322239428,0.07200197551869283,0.26035458733848155,0.7092040965726181,0.9591267543469466
-1.7107682767073131,0.4071327351019549,0.6842284832203136,0.9368943344390152,0.9724132476846941
-1.6485585211906835,0.014083473054843355,0.5982465933296303,0.6289872306676458,0.759329944113636
-1.586348765674054,0.5556480216325737,0.6430637925449818,0.8198726554063615,0.9820391535739109
-1.5241390101574244,0.13968304057004793,0.20473682866920573,0.7066006906504547,0.9495781112047389
-1.461929254640795,0.25454962802170916,0.4095833324213829,0.413305872365,0.92313413999011
-1.3997194991241653,0.17779411814967208,0.4066558773235549,0.4446018473172057,0.971495159072135
-1.3375097436075358,0.01942847279562089,0.2618411267362084,0.8260288966527752,0.8932226410224904
-1.2752999880909062,0.23545224747056898,0.3116861078149535,0.5958727957333636,0.8574845287408213
-1.2130902325742767,0.026700248250724968,0.11003579165443296,0.15621279351694614,0.7075220331242436
-1.150880477057647,0.23323126790117407,0.4656701731028089,0.6127844797198538,0.6887609617760171
-1.0886707215410176,0.24019033815399493,0.47910456802868656,0.5564123397100612,0.724716624405535
-1.0264609660243877,0.26668338735883035,0.5074777561639177,0.5762436709227388,0.6499971240774304
-0.9642512105077583,0.2404126144698622,0.31375542425164177,0.626688165883617,0.8195249637924822
-0.9020414549911289,0.23103012206828064,0.3063925584633198,0.6391280416400851,0.8238108971671881
-0.8398316994744994,0.2735065567876041,0.3934749222397419,0.5192661828224858,0.8140956716653363
-0.7776219439578695,0.14505009198363392,0.43824221850594147,0.6279393497043863,0.789094679389735
-0.7154121884412401,0.2965651964521546,0.3208145930599798,0.6033896790801037,0.7795411871549465
-0.6532024329246107,0.1797888268073676,0.3841366450355531,0.5392499496332375,0.8971208707732756
-0.5909926774079808,0.12378494410663964,0.22813946696655912,0.8105575220059237,0.83780132032954
-0.5287829218913513,0.11087143104162238,0.12711420744404814,0.8257614806917625,0.9365244200930102
-0.4665731663747219,0.09147889089581854,0.2240375086340185,0.7803763074269506,0.9043684399908931
-0.40436341085809246,0.1442673520841967,0.32019453603308834,0.7229442088290916,0.8128459747565254
-0.3421536553414626,0.2645925291871595,0.5330792276592813,0.5377582699433834,0.6648142810281394
-0.27994389982483314,0.016141023604174153,0.10067216948501322,0.8942177178529689,0.9892069383456153
-0.2177341443082037,0.05854277355220407,0.24788139364041528,0.7117641749916336,0.9820443481831563
-0.15552438879157382,0.07407902257834255,0.22971953349473714,0.8434164986368037,0.8530137712862021
-0.09331463327494438,0.1876154693283715,0.30984892990988927,0.7487126957753902,0.7540491571024615
-0.03110487775831494,0.11681020192992053,0.42876484361671285,0.506142567425911,0.9485073529282004
0.031104877758314498,0.09398781682061376,0.19995389181396517,0.7467206550087233,0.9595626022574433
0.09331463327494438,0.2537203449499492,0.33318444428446803,0.6245129662069956,0.7888084966747007
0.15552438879157382,0.2415544738331205,0.39856970009033205,0.6594727653746639,0.7006318866979686
0.21773414430820326,0.0729496059333715,0.27381893260336865,0.6655288634239498,0.9879352884067191
0.2799438998248327,0.08370352869033096,0.326830626756858,0.5951301701762524,0.9945735236643307
0.3421536553414626,0.16404723449932984,0.5316716406677444,0.5383944018869047,0.766131030763985
0.404363410858092,0.10580458138055523,0.26525591487120864,0.6693483429260376,0.9598432325251004
0.46657316637472146,0.1425279775250389,0.30256381183319114,0.7557294744888445,0.7994398831006058
0.5287829218913513,0.10668349490649365,0.40320649436378214,0.5309914830860113,0.959390066914156
0.5909926774079808,0.27025607740431196,0.32827542597392145,0.5978069688483667,0.8039447811820615
0.6532024329246102,0.21317585128380695,0.2504308889251916,0.6821026642926713,0.854586887747764
0.7154121884412397,0.29687411362598304,0.41772244331181246,0.5301842078266974,0.7555298909826917
0.7776219439578695,0.355402581997763,0.6899501052282309,0.9594246183347007,0.9955490340230025
0.839831699474499,0.3460110980222227,0.49594682823695363,0.5262660079590374,0.6321193992969544
0.9020414549911289,0.33580762010452553,0.5056732472708705,0.5617448139454388,0.597135938018039
0.9642512105077579,0.09859690886476676,0.33705270824365974,0.7360192431688624,0.828712308120314
1.0264609660243877,0.10101025971761843,0.251498551031792,0.7666407955342616,0.8812523322392443
1.0886707215410176,0.00034195405409036847,0.2287149277961467,0.8794326022507265,0.8919343861973134
1.1508804770576466,0.1892391361824791,0.4845585896810691,0.5963899718696302,0.7302591847666753
1.2130902325742765,0.2265849080668564,0.3395578498651201,0.5752365641816911,0.8590915444326794
1.2752999880909055,0.10849326093537025,0.22969116396564468,0.7116371188434942,0.9506741360151987
1.3375097436075354,0.3569324462045329,0.3911278151596039,0.5082316797531209,0.7442291960898375
1.3997194991241653,0.16003523507569353,0.32417196243865,0.6753431347532524,0.8409966695949711
1.4619292546407943,0.06783361839886477,0.5409335127505117,0.6219189911850648,0.7698868504637607
1.5241390101574241,0.34996770915275294,0.4039063155383084,0.5064077220814951,0.7403169243218908
1.586348765674054,0.10079454907971541,0.12911856980414302,0.7944529019910468,0.9762576022829232
1.648558521190683,0.0786720305679948,0.5880367698103622,0.6113777917604779,0.7225606490269216
1.710768276707313,0.2513160631852084,0.4452062115034391,0.5238314355748497,0.780315090182481
1.7729780322239428,0.5341609554128794,0.690445072962405,0.879180102742501,0.896901282658954
1.8351877877405718,0.020743873876826028,0.15738889128253156,0.2201362520576619,0.6024329856961361
1.8973975432572017,0.25801679530464355,0.28182080835904877,0.5772544366590335,0.8836192278540328
1.9596072987738316,0.1895889381747661,0.3487185024557816,0.5464602709597739,0.9159459461951274
2.0218170542904605,0.23991097604665795,0.2816395620578161,0.5572700003940522,0.9218868013764283
2.0840268098070904,0.0017380175158489422,0.4950566648705298,0.6117831363544064,0.8921123632781152
2.1462365653237194,0.08345665301281402,0.4583809880138003,0.5150883645292751,0.9437337400886516
2.2084463208403493,0.23705021415521604,0.29310546543713667,0.6226403071017461,0.8478173194758792
2.270656076356979,0.10175606572376873,0.4679557562174096,0.6018159973532686,0.8290200946165275
2.332865831873608,0.4347577379822868,0.6686433733111488,0.9223685728496627,0.9746908312978665
2.395075587390238,0.1283338181911333,0.25768383912414283,0.7359285378506435,0.8784019639639354
2.457285342906868,0.6239758538639538,0.7185184890183238,0.7630385422103307,0.8946754249194154
2.519495098423497,0.022936704605959004,0.328342971263155,0.7564681970804273,0.8922914215645162
2.581704853940127,0.4819100791754512,0.6917258595839296,0.8659713347255769,0.9602336065079358
2.6439146094567567,0.08079241347319319,0.5532164503968378,0.6283126175426643,0.7372934804978534
2.7061243649733857,0.011566508103815024,0.2814025770018485,0.31528771402938893,0.39110948000376816
2.7683341204900156,0.1165665686061763,0.5466451127848962,0.5589960920300854,0.7768952352193322
