transition_id,stage,lm,v,kx,ky,val_major_component,con_major_component,val_spin_up_weight,val_spin_down_weight,con_spin_up_weight,con_spin_down_weight,transition_type
T3,before,0.1,1.062,6.283185307179586,3.141592653589793,3,5,0.15657287372011802,0.8434271262798819,4.851624171416219e-05,0.9999514837582859,ordinary_gap_reopening
T3,critical,0.1,1.092,6.283185307179586,3.141592653589793,5,3,0.0035634923135136037,0.9964365076864864,0.002809658511200196,0.9971903414887997,ordinary_gap_reopening
T3,after,0.1,1.1,6.283185307179586,3.141592653589793,2,5,0.7169685354800632,0.28303146451993677,0.0024372764873524483,0.9975627235126476,ordinary_gap_reopening
T3,summary,0.1,1.092,6.283185307179586,3.141592653589793,3,5,0.15657287372011802,0.8434271262798819,0.0024372764873524483,0.9975627235126476,no_clear_band_inversion
