v,spin_gap_up,spin_gap_down,spin_degeneracy_error,edge_spin_locking_indicator,comment
0.5,0.0003484499454657509,0.0003484499454657509,0.15019278856763807,1.0,v=0.5 remains non-QSH candidate (check edge-localized SSH-like states via wavefunctions)
0.8,0.0007745504275457546,0.0007745504275457546,0.16110832457220187,1.0,v=0.8 expected QSH-like region if C_spin and Z2 remain nontrivial
