center_label,v,lm,t,w,bulk_gap,direct_gap,indirect_gap,min_direct_gap,kx_min,ky_min,chern,z2,wilson,occupied_band_index,unoccupied_band_index,distance_to_center
B,1.02,0.1,0.5,0.98,0.22019998000399799,0.34541312597485746,0.22019998000399799,0.34541312597485746,0.3333333333333333,0.5,-1.917328739846564e-17,0,-0.39809682623700243,3,4,0.12806248474865703
B,1.02,0.11,0.5,0.98,0.24439036235917716,0.3618051838362175,0.24439036235917716,0.3618051838362175,0.5,0.75,8.584519804710915e-17,1,-0.9464556366732515,3,4,0.12041594578792301
B,1.02,0.12,0.5,0.98,0.26895986045035425,0.36910271030532454,0.26895986045035425,0.36910271030532454,1.0,0.5,-1.1000143781955825e-17,1,-0.6702489297650227,3,4,0.11313708498984766
B,1.02,0.13,0.5,0.98,0.2939033484509247,0.3740461983058958,0.2939033484509247,0.3740461983058958,0.0,0.5,-3.07644759148959e-17,0,-0.39120012550433086,3,4,0.10630145812734655
B,1.02,0.13999999999999999,0.5,0.98,0.3192153844992706,0.3793582343542409,0.3192153844992706,0.3793582343542409,0.0,0.5,6.472262154455883e-17,0,1.9056209181262094,3,4,0.10000000000000007
B,1.02,0.14999999999999997,0.5,0.98,0.3448902380255153,0.3850330878804867,0.3448902380255153,0.3850330878804867,0.0,0.5,-6.867584900394093e-17,1,-0.9910261564941163,3,4,0.09433981132056612
B,1.02,0.15999999999999998,0.5,0.98,0.3709219175087897,0.39106476736375817,0.3709219175087897,0.39106476736375817,1.0,0.5,-7.513681713077933e-17,1,-0.7388249019016495,3,4,0.08944271909999167
B,1.02,0.16999999999999998,0.5,0.98,0.39730419839119496,0.39744704824616556,0.39730419839119496,0.39744704824616556,0.5,0.0,-5.997302812481671e-17,1,0.6517027211915657,3,4,0.08544003745317538
B,1.02,0.17999999999999997,0.5,0.98,0.4041735007460245,0.4041735007460249,0.4041735007460245,0.4041735007460249,0.0,0.5,-1.2065123098326463e-17,0,-1.8861755293442992,3,4,0.08246211251235329
B,1.02,0.18999999999999995,0.5,0.98,0.41123751733264335,0.4112375173326437,0.41123751733264335,0.4112375173326437,0.5,1.0,3.7966092995334334e-17,0,-0.16125379624184688,3,4,0.08062257748298557
B,1.02,0.19999999999999996,0.5,0.98,0.4186323396469091,0.4186323396469096,0.4186323396469091,0.4186323396469096,0.0,0.5,1.0284706460090784e-16,1,-0.6507150086660759,3,4,0.08000000000000007
B,1.02,0.20999999999999996,0.5,0.98,0.42635108467591676,0.42635108467591715,0.42635108467591676,0.42635108467591715,1.0,0.5,1.6226412085495657e-16,1,-0.766298168983175,3,4,0.08062257748298556
B,1.02,0.21999999999999995,0.5,0.98,0.43438677001463133,0.43438677001463133,0.43438677001463133,0.43438677001463133,0.0,0.5,-1.442066838956619e-16,1,-0.9999836185836258,3,4,0.08246211251235326
B,1.02,0.22999999999999995,0.5,0.98,0.4427323380729182,0.4427323380729182,0.4427323380729182,0.4427323380729182,0.0,0.5,7.063133059298309e-17,1,0.8416643459394824,3,4,0.08544003745317535
B,1.02,0.23999999999999994,0.5,0.98,0.45138067911126867,0.4513806791112691,0.45138067911126867,0.4513806791112691,0.0,0.5,-2.5231453054688596e-17,1,-0.9384989651108007,3,4,0.08944271909999162
B,1.02,0.24999999999999992,0.5,0.98,0.46032465301297465,0.46032465301297465,0.46032465301297465,0.46032465301297465,0.0,0.5,-4.628753931488996e-18,0,0.2260763985017468,3,4,0.09433981132056604
B,1.02,0.2599999999999999,0.5,0.98,0.46955710972366294,0.46955710972366294,0.46955710972366294,0.46955710972366294,1.0,0.5,-7.757133860913846e-17,0,0.014257020049833672,3,4,0.09999999999999999
B,1.02,0.2699999999999999,0.5,0.98,0.4790709083109187,0.4790709083109187,0.4790709083109187,0.4790709083109187,0.0,0.5,-6.170179699199848e-17,1,-0.8435876466174088,3,4,0.10630145812734648
B,1.02,0.2799999999999999,0.5,0.98,0.488858934616767,0.488858934616767,0.488858934616767,0.488858934616767,1.0,0.5,4.422531274533633e-17,1,0.7933407182123031,3,4,0.11313708498984759
B,1.02,0.2899999999999999,0.5,0.98,0.49891411749391,0.4989141174939103,0.49891411749391,0.4989141174939103,1.0,0.5,-1.0236171915205656e-17,1,0.6192916084529421,3,4,0.12041594578792293
B,1.02,0.29999999999999993,0.5,0.98,0.5092294436328275,0.5092294436328275,0.5092294436328275,0.5092294436328275,1.0,0.5,-4.319233914462151e-17,1,0.6915725936000151,3,4,0.12806248474865695
B,1.03,0.1,0.5,0.97,0.22040395798885942,0.32272930376510034,0.22040395798885942,0.32272930376510034,0.8333333333333334,0.5,1.7736653609010765e-17,1,0.7026720975678774,3,4,0.12206555615733707
B,1.03,0.11,0.5,0.97,0.24463561166891554,0.32779748309664003,0.24463561166891554,0.32779748309664003,1.0,0.5,5.939009054762253e-18,0,-0.11974771081516297,3,4,0.11401754250991385
B,1.03,0.12,0.5,0.97,0.26924971853886315,0.3324115899665883,0.26924971853886315,0.3324115899665883,1.0,0.5,8.87411741553148e-17,1,0.9527405180409237,3,4,0.10630145812734655
B,1.03,0.13,0.5,0.97,0.2942410069301089,0.33740287835783356,0.2942410069301089,0.33740287835783356,0.5,1.0,-3.0221080325026905e-17,0,0.35536733486296157,3,4,0.0989949493661167
B,1.03,0.13999999999999999,0.5,0.97,0.3196038827183643,0.34276575414608834,0.3196038827183643,0.34276575414608834,1.0,0.5,7.450262050269297e-17,1,-0.5611253552608221,3,4,0.09219544457292894
B,1.03,0.14999999999999997,0.5,0.97,0.34533245786786426,0.34849432929558893,0.34533245786786426,0.34849432929558893,1.0,0.5,-2.993477827999362e-17,0,0.4406857214050084,3,4,0.08602325267042635
B,1.03,0.15999999999999998,0.5,0.97,0.35458245081703715,0.3545824508170374,0.35458245081703715,0.3545824508170374,0.5,0.0,8.780232605296185e-17,1,-0.6383946904980259,3,4,0.08062257748298557
B,1.03,0.16999999999999998,0.5,0.97,0.36102372985034253,0.3610237298503428,0.36102372985034253,0.3610237298503428,0.5,0.0,2.7383221584959557e-17,0,0.2618118113609508,3,4,0.07615773105863916
B,1.03,0.17999999999999997,0.5,0.97,0.36781157060131187,0.367811570601313,0.36781157060131187,0.367811570601313,1.0,0.5,5.023109365018565e-17,1,1.366712204562743,3,4,0.07280109889280525
B,1.03,0.18999999999999995,0.5,0.97,0.37493919888306787,0.3749391988830683,0.37493919888306787,0.3749391988830683,0.0,0.5,6.261693321233377e-17,1,-0.6783459643362205,3,4,0.07071067811865482
B,1.03,0.19999999999999996,0.5,0.97,0.38239969003702223,0.38239969003702234,0.38239969003702223,0.38239969003702234,1.0,0.5,-5.490243877252551e-17,0,-2.1521547183551277,3,4,0.07000000000000006
B,1.03,0.20999999999999996,0.5,0.97,0.39018599603415793,0.39018599603415804,0.39018599603415793,0.39018599603415804,0.0,0.5,-1.1682197752112664e-16,0,0.04001674618652253,3,4,0.07071067811865481
B,1.03,0.21999999999999995,0.5,0.97,0.3982909715841319,0.3982909715841321,0.3982909715841319,0.3982909715841321,1.0,0.5,-7.490056060164674e-17,0,0.4543527231217426,3,4,0.07280109889280523
B,1.03,0.22999999999999995,0.5,0.97,0.40670739910691883,0.40670739910691883,0.40670739910691883,0.40670739910691883,0.5,1.0,1.0536340142479969e-16,0,-0.15668624941536716,3,4,0.07615773105863911
B,1.03,0.23999999999999994,0.5,0.97,0.41542801244849886,0.415428012448499,0.41542801244849886,0.415428012448499,1.0,0.5,-1.0479336481722732e-16,0,-0.23025904751294707,3,4,0.08062257748298551
B,1.03,0.24999999999999992,0.5,0.97,0.42444551924803203,0.42444551924803203,0.42444551924803203,0.42444551924803203,0.0,0.5,-2.9152475491062297e-17,1,-0.6515866146839989,3,4,0.08602325267042626
