v,t,w,lm,E_valence_M,E_conduction_M,Delta_M,m_M,2abs_m_M
0.5730000000000001,0.3,1.0,0.0,0.17300000000000001,0.427,0.254,-0.127,0.254
0.5740000000000001,0.3,1.0,0.0,0.17399999999999993,0.42599999999999966,0.2519999999999997,-0.1259999999999999,0.2519999999999998
0.5750000000000001,0.3,1.0,0.0,0.17499999999999974,0.4249999999999998,0.2500000000000001,-0.125,0.25
0.5760000000000001,0.3,1.0,0.0,0.1760000000000003,0.42400000000000027,0.24799999999999997,-0.12399999999999989,0.24799999999999978
0.5770000000000001,0.3,1.0,0.0,0.17699999999999985,0.42299999999999993,0.24600000000000008,-0.123,0.246
0.5780000000000001,0.3,1.0,0.0,0.17800000000000027,0.422,0.24399999999999972,-0.12199999999999989,0.24399999999999977
0.5790000000000001,0.3,1.0,0.0,0.17900000000000013,0.4209999999999998,0.2419999999999997,-0.121,0.242
0.5800000000000001,0.3,1.0,0.0,0.18000000000000022,0.42,0.23999999999999977,-0.11999999999999988,0.23999999999999977
0.5810000000000001,0.3,1.0,0.0,0.1810000000000004,0.41900000000000004,0.23799999999999963,-0.119,0.238
0.5820000000000001,0.3,1.0,0.0,0.18199999999999988,0.4179999999999999,0.23600000000000004,-0.11799999999999988,0.23599999999999977
0.5830000000000001,0.3,1.0,0.0,0.18299999999999986,0.4169999999999997,0.23399999999999985,-0.11699999999999999,0.23399999999999999
0.5840000000000001,0.3,1.0,0.0,0.18399999999999977,0.41599999999999976,0.23199999999999998,-0.11599999999999988,0.23199999999999976
0.5850000000000001,0.3,1.0,0.0,0.18499999999999975,0.41499999999999965,0.2299999999999999,-0.11499999999999999,0.22999999999999998
0.5860000000000001,0.3,1.0,0.0,0.18599999999999972,0.41399999999999987,0.22800000000000015,-0.11399999999999988,0.22799999999999976
0.5870000000000001,0.3,1.0,0.0,0.18699999999999992,0.4129999999999999,0.226,-0.11299999999999999,0.22599999999999998
0.5880000000000001,0.3,1.0,0.0,0.1880000000000002,0.4120000000000001,0.2239999999999999,-0.11199999999999988,0.22399999999999975
0.5890000000000001,0.3,1.0,0.0,0.18899999999999975,0.41099999999999987,0.22200000000000011,-0.11099999999999999,0.22199999999999998
0.5900000000000001,0.3,1.0,0.0,0.18999999999999992,0.4099999999999999,0.22,-0.10999999999999988,0.21999999999999975
0.5910000000000001,0.3,1.0,0.0,0.19099999999999998,0.4089999999999999,0.21799999999999994,-0.10899999999999999,0.21799999999999997
0.5920000000000001,0.3,1.0,0.0,0.19200000000000012,0.408,0.21599999999999986,-0.10799999999999987,0.21599999999999975
0.5930000000000001,0.3,1.0,0.0,0.1930000000000002,0.4069999999999999,0.21399999999999972,-0.10699999999999998,0.21399999999999997
0.5940000000000001,0.3,1.0,0.0,0.1940000000000002,0.40600000000000025,0.21200000000000005,-0.10599999999999987,0.21199999999999974
0.5950000000000001,0.3,1.0,0.0,0.1949999999999999,0.4049999999999998,0.2099999999999999,-0.10499999999999998,0.20999999999999996
0.5960000000000001,0.3,1.0,0.0,0.1960000000000001,0.4039999999999999,0.20799999999999982,-0.10399999999999987,0.20799999999999974
0.5970000000000001,0.3,1.0,0.0,0.1969999999999997,0.40299999999999986,0.20600000000000016,-0.10299999999999998,0.20599999999999996
0.5980000000000001,0.3,1.0,0.0,0.19800000000000006,0.40199999999999997,0.2039999999999999,-0.10199999999999987,0.20399999999999974
0.5990000000000001,0.3,1.0,0.0,0.19899999999999993,0.4009999999999999,0.20199999999999999,-0.10099999999999998,0.20199999999999996
