point_id,v,t,lm,gap,chern,z2,edge_state,corner_state,Wilson_loop,category
v_0p30_t_0p70_lm_0p90,0.3,0.7,0.9,0.5999999999999988,2.3798933003238404e-16,1,0,0,-0.5347914052805283,robust_nontrivial
v_0p30_t_0p70_lm_1p00,0.3,0.7,1.0,0.7999999999999983,1.3612074508374894e-16,1,0,0,-1.2393820525164068,robust_nontrivial
v_0p30_t_0p80_lm_0p50,0.3,0.8,0.5,-1.27675647831893e-15,7.067899292141149e-17,1,1,0,1.2199050762308403,near_transition
v_0p30_t_0p80_lm_0p60,0.3,0.8,0.6,0.19999999999999798,1.4818527464287775e-16,1,0,0,-0.5660862125307586,robust_nontrivial
v_0p30_t_0p80_lm_1p00,0.3,0.8,1.0,0.9999999999999976,1.177886354869151e-16,1,0,0,1.118235420443595,robust_nontrivial
v_0p30_t_0p90_lm_0p50,0.3,0.9,0.5,-2.275957200481571e-15,7.589034542727004e-17,1,1,0,0.7735597633505746,near_transition
v_0p30_t_0p90_lm_1p00,0.3,0.9,1.0,1.1999999999999973,2.3326358453832686e-16,1,0,0,-0.9722302773139413,robust_nontrivial
v_0p30_t_1p00_lm_0p50,0.3,1.0,0.5,-9.43689570931383e-16,1.112805853144054e-16,1,1,0,-1.1153891488804317,near_transition
v_0p30_t_1p00_lm_0p60,0.3,1.0,0.6,0.39999999999999836,-4.955871265491422e-16,1,0,0,-1.274019345562389,robust_nontrivial
v_0p30_t_1p00_lm_0p70,0.3,1.0,0.7,0.7999999999999992,-2.1639913754539284e-16,1,0,0,-0.5742241646311819,robust_nontrivial
v_0p30_t_1p00_lm_0p80,0.3,1.0,0.8,0.9999999999999984,-8.301750507505288e-17,1,0,0,-0.8428569796048796,robust_nontrivial
v_0p30_t_1p00_lm_1p00,0.3,1.0,1.0,1.3999999999999984,1.2193857965122862e-16,1,0,0,-1.1367575714209217,robust_nontrivial
v_0p40_t_0p00_lm_0p50,0.4,0.0,0.5,-1.1102230246251565e-15,-3.116190225049886e-16,0,1,0,1.8433302081291278,near_transition
v_0p40_t_0p10_lm_0p10,0.4,0.1,0.1,0.7999999999999998,-1.1290823889201988e-16,1,0,0,0.7595199479647049,robust_nontrivial
v_0p40_t_0p10_lm_0p40,0.4,0.1,0.4,0.1999999999999999,3.811770881855726e-17,1,0,0,1.3372006912150385,robust_nontrivial
v_0p40_t_0p10_lm_0p50,0.4,0.1,0.5,-8.326672684688674e-16,3.1446600126624076e-17,0,1,0,0.2996164096698077,near_transition
v_0p40_t_0p20_lm_0p00,0.4,0.2,0.0,0.7999999999999993,2.7303954907846297e-16,1,0,0,0.767064538929646,robust_nontrivial
v_0p40_t_0p20_lm_0p10,0.4,0.2,0.1,0.5999999999999992,-4.363959568524147e-17,1,0,0,1.0047961038701825,robust_nontrivial
v_0p40_t_0p20_lm_0p20,0.4,0.2,0.2,0.3999999999999991,2.1457817681125371e-16,1,0,0,1.1433457945002752,robust_nontrivial
v_0p40_t_0p20_lm_0p30,0.4,0.2,0.3,0.19999999999999973,-6.659478517677304e-17,1,0,0,0.9575266532585436,robust_nontrivial
v_0p40_t_0p20_lm_0p40,0.4,0.2,0.4,1.1102230246251565e-16,2.406449387673243e-16,0,1,0,-0.2562393273945573,near_transition
v_0p40_t_0p20_lm_0p60,0.4,0.2,0.6,-6.38378239159465e-16,5.891632148507643e-17,1,1,0,0.7291962211098763,near_transition
v_0p40_t_0p30_lm_0p00,0.4,0.3,0.0,0.5999999999999989,2.2538939354356137e-17,1,0,0,1.049618388889667,robust_nontrivial
v_0p40_t_0p30_lm_0p10,0.4,0.3,0.1,0.3999999999999997,5.629068119440225e-17,1,0,0,-0.9603566031305021,robust_nontrivial
v_0p40_t_0p30_lm_0p20,0.4,0.3,0.2,0.19999999999999976,-8.736088169867735e-17,1,0,0,0.8087163052386921,robust_nontrivial
v_0p40_t_0p30_lm_0p30,0.4,0.3,0.3,2.950490619412211e-16,5.947447562510847e-17,0,1,0,-2.130266955731679,near_transition
v_0p40_t_0p30_lm_0p50,0.4,0.3,0.5,0.39999999999999786,1.4985829799565858e-16,1,0,0,1.0535267598537745,robust_nontrivial
v_0p40_t_0p30_lm_0p60,0.4,0.3,0.6,0.1999999999999995,-1.1100878076226396e-16,1,0,0,-0.5403680273141436,robust_nontrivial
v_0p40_t_0p30_lm_0p70,0.4,0.3,0.7,-7.65016663117172e-16,-3.733478774808171e-16,1,1,0,0.5934676069315863,near_transition
v_0p40_t_0p40_lm_0p00,0.4,0.4,0.0,0.3999999999999985,2.863984230554048e-19,1,0,0,1.1440570851917755,robust_nontrivial
v_0p40_t_0p40_lm_0p10,0.4,0.4,0.1,0.19999999999999982,1.904638058236507e-18,1,0,0,-0.980652011649871,robust_nontrivial
v_0p40_t_0p40_lm_0p20,0.4,0.4,0.2,1.1102230246251565e-16,1.261131178990691e-16,0,1,0,0.3544773235488544,near_transition
v_0p40_t_0p40_lm_0p40,0.4,0.4,0.4,0.3999999999999998,-2.9308121528001875e-17,1,0,0,0.786738113858191,robust_nontrivial
v_0p40_t_0p40_lm_0p50,0.4,0.4,0.5,0.5999999999999985,-1.5702780711534798e-16,1,0,0,-0.5418431476804789,robust_nontrivial
v_0p40_t_0p40_lm_0p70,0.4,0.4,0.7,0.19999999999999912,-2.631979822026442e-17,1,0,0,-1.0428990219910717,robust_nontrivial
v_0p40_t_0p40_lm_0p80,0.4,0.4,0.8,-1.1657341758564144e-15,2.561753218815583e-16,0,1,0,-1.6702621169498082,near_transition
v_0p40_t_0p50_lm_0p00,0.4,0.5,0.0,-3.885780586188048e-16,3.4132473153224273e-16,1,1,0,1.0347392008077563,near_transition
v_0p40_t_0p50_lm_0p10,0.4,0.5,0.1,-7.771561172376096e-16,1.3094420160338974e-16,0,1,0,2.322689583831778,near_transition
v_0p40_t_0p50_lm_0p20,0.4,0.5,0.2,0.19999999999999837,-2.2722791923663072e-17,1,0,0,-0.5365865848515035,robust_nontrivial
v_0p40_t_0p50_lm_0p30,0.4,0.5,0.3,0.3999999999999984,8.370827476264138e-17,1,0,0,0.8450663596511993,robust_nontrivial
v_0p40_t_0p50_lm_0p40,0.4,0.5,0.4,0.5999999999999986,6.9058019538596054e-18,1,0,0,-0.9540158377362796,robust_nontrivial
v_0p40_t_0p50_lm_0p50,0.4,0.5,0.5,0.7999999999999978,-4.305592330709825e-17,1,0,0,1.1503283591112032,robust_nontrivial
v_0p40_t_0p50_lm_0p60,0.4,0.5,0.6,0.5999999999999981,-1.9830179341739638e-16,1,0,0,-0.8516203539536611,robust_nontrivial
v_0p40_t_0p50_lm_0p80,0.4,0.5,0.8,0.199999999999998,-1.2909925678728065e-17,1,0,0,-0.6810403305494481,robust_nontrivial
v_0p40_t_0p50_lm_0p90,0.4,0.5,0.9,-2.220446049250313e-16,7.067899292141149e-17,0,1,0,-0.26217602953270847,near_transition
v_0p40_t_0p50_lm_1p00,0.4,0.5,1.0,-7.771561172376096e-16,3.218937041792704e-16,0,1,0,-0.33061058242857216,near_transition
v_0p40_t_0p60_lm_0p20,0.4,0.6,0.2,-8.049116928532385e-16,2.2599908447384106e-16,0,1,0,2.2393857872870395,near_transition
v_0p40_t_0p60_lm_0p30,0.4,0.6,0.3,0.19999999999999912,-5.332932907390569e-17,1,0,0,-1.337729582310111,robust_nontrivial
v_0p40_t_0p60_lm_0p50,0.4,0.6,0.5,0.5999999999999982,-1.1471651508107056e-17,1,0,0,-1.1949021569245772,robust_nontrivial
v_0p40_t_0p60_lm_0p80,0.4,0.6,0.8,8.326672684688674e-17,-7.067899292141149e-17,0,1,0,0.008134410195230481,near_transition
v_0p40_t_0p60_lm_1p00,0.4,0.6,1.0,0.3999999999999984,3.071464729364428e-16,1,0,0,-1.125356012411365,robust_nontrivial
v_0p40_t_0p70_lm_0p30,0.4,0.7,0.3,-8.590740071537415e-16,1.0983866187932783e-16,1,1,0,-1.0577514245905837,near_transition
v_0p40_t_0p70_lm_0p50,0.4,0.7,0.5,0.39999999999999813,-7.50332094798171e-17,1,0,0,0.9462232335801282,robust_nontrivial
v_0p40_t_0p70_lm_0p60,0.4,0.7,0.6,0.19999999999999757,-4.2385351488377015e-16,1,0,0,1.1822024333023513,robust_nontrivial
v_0p40_t_0p70_lm_0p70,0.4,0.7,0.7,-1.3442792967232145e-16,-6.361109362927033e-16,0,1,0,-0.2363389414252106,near_transition
v_0p40_t_0p70_lm_1p00,0.4,0.7,1.0,0.5999999999999973,9.527905728919074e-17,1,0,0,-0.6819684895214551,robust_nontrivial
v_0p40_t_0p80_lm_0p40,0.4,0.8,0.4,-1.1102230246251565e-15,-1.7894703218588315e-16,0,1,0,0.45637712212532466,near_transition
v_0p40_t_0p80_lm_0p60,0.4,0.8,0.6,-2.498001805406602e-16,-2.385416011097638e-16,0,1,0,-2.1256060706164512,near_transition
v_0p40_t_0p80_lm_0p70,0.4,0.8,0.7,0.19999999999999887,-5.4222426297667497e-17,1,0,0,1.3321810264724234,robust_nontrivial
v_0p40_t_0p90_lm_0p50,0.4,0.9,0.5,-1.6653345369377348e-16,7.067899292141149e-17,1,1,0,-1.180336481840644,near_transition
v_0p40_t_0p90_lm_0p90,0.4,0.9,0.9,0.7999999999999983,-8.575578411553229e-17,1,0,0,-0.894975317133518,robust_nontrivial
v_0p40_t_1p00_lm_0p50,0.4,1.0,0.5,-1.0547118733938987e-15,7.13136420945417e-17,0,1,0,-0.23046501168412517,near_transition
v_0p40_t_1p00_lm_0p60,0.4,1.0,0.6,0.39999999999999625,-1.9268301979605816e-16,1,0,0,1.402433694543699,robust_nontrivial
v_0p40_t_1p00_lm_0p70,0.4,1.0,0.7,0.599999999999998,2.0974013963407694e-16,1,0,0,1.4748510785685747,robust_nontrivial
v_0p40_t_1p00_lm_1p00,0.4,1.0,1.0,1.1999999999999973,-7.800189243328315e-17,1,0,0,-1.273987065945609,robust_nontrivial
v_0p50_t_0p00_lm_0p10,0.5,0.0,0.1,0.7999999999999994,-1.327758367435468e-16,1,0,0,0.6463539038040691,robust_nontrivial
v_0p50_t_0p00_lm_0p20,0.5,0.0,0.2,0.5999999999999993,1.8217133202678068e-16,1,0,0,1.4782454854408982,robust_nontrivial
v_0p50_t_0p00_lm_0p30,0.5,0.0,0.3,0.3999999999999991,-2.674841370729856e-16,1,0,0,-0.8385505275861003,robust_nontrivial
v_0p50_t_0p00_lm_0p50,0.5,0.0,0.5,-1.9984014443252818e-15,-1.5316387846172212e-16,1,1,0,-1.3044925234943616,near_transition
v_0p50_t_0p10_lm_0p00,0.5,0.1,0.0,0.7999999999999993,-2.629981150525016e-16,1,0,0,-1.0717568448926589,robust_nontrivial
v_0p50_t_0p10_lm_0p20,0.5,0.1,0.2,0.3999999999999997,2.0478208898366776e-16,1,0,0,-1.0550210859505713,robust_nontrivial
v_0p50_t_0p10_lm_0p40,0.5,0.1,0.4,2.220446049250313e-16,-2.6916257036774837e-16,1,1,0,-0.6987653628472861,near_transition
v_0p50_t_0p10_lm_0p60,0.5,0.1,0.6,-2.1094237467877974e-15,2.614035874424359e-17,1,1,0,0.8990340248873413,near_transition
v_0p50_t_0p20_lm_0p10,0.5,0.2,0.1,0.3999999999999999,2.15060489779365e-17,1,0,0,1.0150421899757742,robust_nontrivial
v_0p50_t_0p20_lm_0p20,0.5,0.2,0.2,0.19999999999999957,5.422120476295327e-17,1,0,0,-1.299939580399231,robust_nontrivial
v_0p50_t_0p20_lm_0p30,0.5,0.2,0.3,2.7755575615628914e-17,-1.1060780177414608e-16,1,1,0,0.5520326995030914,near_transition
v_0p50_t_0p20_lm_0p50,0.5,0.2,0.5,0.3999999999999994,3.5185668079800027e-16,1,0,0,-1.068997447640071,robust_nontrivial
v_0p50_t_0p20_lm_0p70,0.5,0.2,0.7,-1.5404344466674047e-15,-3.528187870408246e-17,0,1,0,1.7148612208827747,near_transition
v_0p50_t_0p30_lm_0p10,0.5,0.3,0.1,0.20000000000000015,1.2494934476721884e-16,1,0,0,-2.994177462078252,robust_nontrivial
v_0p50_t_0p30_lm_0p20,0.5,0.3,0.2,2.914335439641036e-16,-9.202493152311813e-17,0,1,0,0.4945837492228634,near_transition
v_0p50_t_0p30_lm_0p30,0.5,0.3,0.3,0.19999999999999957,3.368329747685951e-17,1,0,0,-0.834274069137687,robust_nontrivial
v_0p50_t_0p30_lm_0p50,0.5,0.3,0.5,0.5999999999999985,-2.645754061078015e-16,1,0,0,-0.8851617944271435,robust_nontrivial
v_0p50_t_0p30_lm_0p60,0.5,0.3,0.6,0.3999999999999988,-2.2801241021819897e-16,1,0,0,-0.76315042693618,robust_nontrivial
v_0p50_t_0p30_lm_0p80,0.5,0.3,0.8,-1.6237011735142914e-15,2.2748441955288497e-16,0,1,0,0.249629025203964,near_transition
v_0p50_t_0p40_lm_0p10,0.5,0.4,0.1,1.1102230246251565e-16,1.3382646628713727e-16,1,1,0,-0.7557267445470695,near_transition
v_0p50_t_0p40_lm_0p40,0.5,0.4,0.4,0.5999999999999985,-4.39630178179546e-17,1,0,0,0.5838950166050799,robust_nontrivial
v_0p50_t_0p40_lm_0p60,0.5,0.4,0.6,0.5999999999999985,-1.2086219669386627e-16,1,0,0,-0.6076908283675819,robust_nontrivial
v_0p50_t_0p40_lm_0p70,0.5,0.4,0.7,0.39999999999999886,-2.626150724916729e-16,1,0,0,-0.5447199765998146,robust_nontrivial
v_0p50_t_0p40_lm_0p90,0.5,0.4,0.9,-1.5543122344752192e-15,2.0394030872462908e-16,0,1,0,-0.4793440915609755,near_transition
v_0p50_t_0p50_lm_0p00,0.5,0.5,0.0,-1.4988010832439613e-15,-6.349772908322263e-18,0,1,0,-0.44543741545110804,near_transition
v_0p50_t_0p50_lm_0p20,0.5,0.5,0.2,0.39999999999999913,-3.7245846759993075e-16,1,0,0,-0.6289991820286476,robust_nontrivial
v_0p50_t_0p50_lm_0p30,0.5,0.5,0.3,0.5999999999999994,6.656250522729663e-17,1,0,0,-0.5068966313901239,robust_nontrivial
v_0p50_t_0p50_lm_0p40,0.5,0.5,0.4,0.7999999999999989,8.026185355873154e-17,1,0,0,-1.353103541023288,robust_nontrivial
v_0p50_t_0p50_lm_0p50,0.5,0.5,0.5,0.9999999999999987,-5.011656994544653e-17,1,0,0,0.5257284731659742,robust_nontrivial
v_0p50_t_0p50_lm_0p70,0.5,0.5,0.7,0.599999999999997,-4.0069241603737474e-17,1,0,0,-1.4278618921532726,robust_nontrivial
v_0p50_t_0p50_lm_1p00,0.5,0.5,1.0,5.551115123125783e-17,2.1203697876423444e-16,1,1,0,-1.0583402352592561,near_transition
v_0p50_t_0p60_lm_0p10,0.5,0.6,0.1,-1.6653345369377348e-16,3.4502769078347676e-16,1,1,0,-1.4126511715908705,near_transition
v_0p50_t_0p60_lm_0p50,0.5,0.6,0.5,0.799999999999998,6.000329608163856e-17,1,0,0,0.6406144181766006,robust_nontrivial
v_0p50_t_0p60_lm_0p70,0.5,0.6,0.7,0.3999999999999987,1.452659372391162e-16,1,0,0,-1.29662705693404,robust_nontrivial
v_0p50_t_0p60_lm_0p80,0.5,0.6,0.8,0.19999999999999835,-1.1974237442712888e-16,1,0,0,0.6881022570485952,robust_nontrivial
v_0p50_t_0p60_lm_0p90,0.5,0.6,0.9,0.0,7.067899292141149e-17,1,1,0,-1.093240447172733,near_transition
v_0p50_t_0p70_lm_0p20,0.5,0.7,0.2,-5.551115123125783e-16,2.4888170245711664e-16,1,1,0,-0.6757940086615499,near_transition
v_0p50_t_0p70_lm_0p30,0.5,0.7,0.3,0.19999999999999885,2.791276849212175e-16,1,0,0,0.7209858030781771,robust_nontrivial
v_0p50_t_0p70_lm_0p60,0.5,0.7,0.6,0.3999999999999986,4.117059609794552e-17,1,0,0,1.1216743555932491,robust_nontrivial
v_0p50_t_0p70_lm_0p80,0.5,0.7,0.8,6.938893903907228e-17,-1.9436723053388158e-16,0,1,0,0.4822992354935185,near_transition
v_0p50_t_0p70_lm_1p00,0.5,0.7,1.0,0.3999999999999979,-1.1099640441894953e-16,1,0,0,-1.485333479176632,robust_nontrivial
v_0p50_t_0p80_lm_0p30,0.5,0.8,0.3,-1.3461454173580023e-15,2.3177807924600156e-16,1,1,0,0.8950118805798943,near_transition
v_0p50_t_0p80_lm_0p50,0.5,0.8,0.5,0.3999999999999986,2.8285405732555723e-16,1,0,0,-1.1026646162305753,robust_nontrivial
v_0p50_t_0p80_lm_0p60,0.5,0.8,0.6,0.19999999999999885,-1.3060317130447604e-16,1,1,0,-0.5376534524416473,robust_nontrivial
v_0p50_t_0p80_lm_0p70,0.5,0.8,0.7,-9.71445146547012e-17,2.297067269945873e-16,0,1,0,-0.2321418709209519,near_transition
v_0p50_t_0p80_lm_1p00,0.5,0.8,1.0,0.5999999999999981,9.200795823525028e-17,1,0,0,-0.5034509815573343,robust_nontrivial
v_0p50_t_0p90_lm_0p40,0.5,0.9,0.4,-1.2212453270876722e-15,-1.9979299618053088e-16,0,1,0,0.0041840114324002585,near_transition
v_0p50_t_0p90_lm_0p50,0.5,0.9,0.5,0.1999999999999975,1.0481437479979159e-16,1,1,0,0.5794919220244567,robust_nontrivial
v_0p50_t_0p90_lm_0p60,0.5,0.9,0.6,-2.220446049250313e-16,-1.0,0,1,1,0.010834125745029085,near_transition
v_0p50_t_0p90_lm_0p70,0.5,0.9,0.7,0.1999999999999966,2.004032611990889e-16,1,1,0,0.824902881347778,robust_nontrivial
v_0p50_t_0p90_lm_0p80,0.5,0.9,0.8,0.3999999999999975,-2.345669867346923e-16,1,0,0,0.7370009946602911,robust_nontrivial
v_0p50_t_1p00_lm_0p50,0.5,1.0,0.5,-5.551115123125783e-17,3.5339496460705744e-16,1,1,0,-0.6047292642315102,near_transition
v_0p50_t_1p00_lm_0p60,0.5,1.0,0.6,0.19999999999999873,-8.637025225398801e-17,0,1,1,0.21761199174074025,robust_nontrivial
v_0p50_t_1p00_lm_0p80,0.5,1.0,0.8,0.5999999999999975,8.091563622070139e-17,1,0,0,-0.513486186005765,robust_nontrivial
v_0p50_t_1p00_lm_0p90,0.5,1.0,0.9,0.799999999999998,-1.870489829740625e-16,1,0,0,-0.769961856544774,robust_nontrivial
v_0p60_t_0p00_lm_0p20,0.6,0.0,0.2,0.39999999999999913,4.19034652937601e-17,1,0,0,-1.4174366494578758,robust_nontrivial
v_0p60_t_0p00_lm_0p30,0.6,0.0,0.3,0.19999999999999915,-3.072012228024428e-16,1,0,0,0.5693637718783917,robust_nontrivial
v_0p60_t_0p00_lm_0p40,0.6,0.0,0.4,-7.216449660063518e-16,6.089842630104714e-17,1,1,0,-1.3139180271876187,near_transition
v_0p60_t_0p00_lm_0p50,0.6,0.0,0.5,-8.326672684688674e-16,-1.3364897445869176e-16,1,1,0,-0.6985283529373678,near_transition
v_0p60_t_0p00_lm_0p60,0.6,0.0,0.6,-1.942890293094024e-15,2.8783968312496186e-17,0,1,0,-0.04019143878079431,near_transition
v_0p60_t_0p10_lm_0p00,0.6,0.1,0.0,0.5999999999999996,-6.956658963840184e-17,1,0,0,-0.553613335542769,robust_nontrivial
v_0p60_t_0p10_lm_0p10,0.6,0.1,0.1,0.39999999999999963,-9.427616825452496e-17,1,0,0,-1.429800364638796,robust_nontrivial
v_0p60_t_0p10_lm_0p30,0.6,0.1,0.3,1.1102230246251565e-16,-1.9486629753119255e-16,1,1,0,-1.0324628329373455,near_transition
v_0p60_t_0p10_lm_0p50,0.6,0.1,0.5,0.2198039027185556,2.051378308501512e-16,1,0,0,0.7723769947156881,robust_nontrivial
v_0p60_t_0p10_lm_0p60,0.6,0.1,0.6,0.19999999999999948,6.166791892471916e-17,1,0,0,-0.9249034903878229,robust_nontrivial
v_0p60_t_0p10_lm_0p70,0.6,0.1,0.7,-1.1379786002407855e-15,-3.595741462779921e-17,1,1,0,1.0767589139917104,near_transition
v_0p60_t_0p20_lm_0p10,0.6,0.2,0.1,0.1999999999999997,-5.514721480867878e-17,1,0,0,-0.918325413662265,robust_nontrivial
v_0p60_t_0p20_lm_0p20,0.6,0.2,0.2,1.1670718467565813e-16,1.09744905118678e-18,0,1,0,-0.3733067769577014,near_transition
v_0p60_t_0p20_lm_0p30,0.6,0.2,0.3,0.19999999999999984,-1.15638856311216e-16,1,0,0,0.9346361651750208,robust_nontrivial
v_0p60_t_0p20_lm_0p40,0.6,0.2,0.4,0.39999999999999986,-2.7305133324352904e-16,1,0,0,-0.9711230353895628,robust_nontrivial
v_0p60_t_0p20_lm_0p50,0.6,0.2,0.5,0.4770329614268998,-1.2260004843162104e-16,1,0,0,-1.0402897803255748,robust_nontrivial
v_0p60_t_0p20_lm_0p60,0.6,0.2,0.6,0.39999999999999925,-2.810164226142605e-16,1,0,0,-1.2042497659238598,robust_nontrivial
v_0p60_t_0p20_lm_0p80,0.6,0.2,0.8,-5.351373934042006e-16,2.1013071836417448e-17,0,1,0,-1.9182556177447136,near_transition
v_0p60_t_0p30_lm_0p10,0.6,0.3,0.1,1.3877787807814457e-16,5.332961463617704e-17,0,1,0,-0.4069149256249225,near_transition
v_0p60_t_0p30_lm_0p30,0.6,0.3,0.3,0.39999999999999936,-4.5931987224608936e-17,1,0,0,0.5404293904956085,robust_nontrivial
v_0p60_t_0p30_lm_0p50,0.6,0.3,0.5,0.7661903789690592,1.620484626518529e-16,1,0,0,-0.9090440091116945,robust_nontrivial
v_0p60_t_0p30_lm_0p60,0.6,0.3,0.6,0.5999999999999994,-7.256028097665051e-17,1,0,0,0.9957607946119528,robust_nontrivial
v_0p60_t_0p30_lm_0p90,0.6,0.3,0.9,-1.1934897514720433e-15,-5.205369807900991e-17,1,1,0,3.228180645570984,near_transition
v_0p60_t_0p40_lm_0p00,0.6,0.4,0.0,-4.440892098500626e-16,6.051487780080031e-17,1,1,0,0.7593616784527636,near_transition
v_0p60_t_0p40_lm_0p10,0.6,0.4,0.1,0.19999999999999993,1.74365413217077e-17,1,0,0,-0.5286273172720433,robust_nontrivial
v_0p60_t_0p40_lm_0p40,0.6,0.4,0.4,0.7999999999999996,2.6612035785884487e-17,1,0,0,-0.5224888797335681,robust_nontrivial
v_0p60_t_0p40_lm_0p60,0.6,0.4,0.6,0.7999999999999987,-9.517136696356457e-17,1,0,0,-0.8418025283800766,robust_nontrivial
v_0p60_t_0p40_lm_0p70,0.6,0.4,0.7,0.5999999999999992,-3.2374124597951986e-17,1,0,0,0.759752058430934,robust_nontrivial
v_0p60_t_0p40_lm_0p80,0.6,0.4,0.8,0.39999999999999947,-1.564588429236691e-16,1,0,0,-1.4580087046044095,robust_nontrivial
v_0p60_t_0p40_lm_0p90,0.6,0.4,0.9,0.19999999999999857,-2.8148109353647433e-16,1,0,0,1.3385861529887537,robust_nontrivial
v_0p60_t_0p40_lm_1p00,0.6,0.4,1.0,-1.3877787807814457e-15,-1.1513303492395867e-16,1,1,0,-0.5165862314902585,near_transition
v_0p60_t_0p50_lm_0p00,0.6,0.5,0.0,-4.996003610813204e-16,-2.4514437564389e-16,0,1,0,-0.42169001340661405,near_transition
v_0p60_t_0p50_lm_0p10,0.6,0.5,0.1,0.21980390271855516,-8.419965748556982e-18,1,0,0,-0.6790388941782332,robust_nontrivial
v_0p60_t_0p50_lm_0p20,0.6,0.5,0.2,0.4770329614268995,1.2096020034714175e-16,1,0,0,0.6523086575420957,robust_nontrivial
v_0p60_t_0p50_lm_0p30,0.6,0.5,0.3,0.7661903789690597,1.2686432296998969e-16,1,0,0,-0.7630782322649544,robust_nontrivial
v_0p60_t_0p50_lm_0p40,0.6,0.5,0.4,0.9999999999999989,-3.3307005440573017e-16,1,0,0,1.3641176639885861,robust_nontrivial
v_0p60_t_0p50_lm_0p50,0.6,0.5,0.5,1.1999999999999984,-4.131231907214504e-17,1,0,0,-0.7066886704525362,robust_nontrivial
v_0p60_t_0p50_lm_0p70,0.6,0.5,0.7,0.799999999999999,-2.7940976836183584e-16,1,0,0,0.9042436309337022,robust_nontrivial
v_0p60_t_0p50_lm_0p90,0.6,0.5,0.9,0.39999999999999847,-2.1440000694821807e-16,1,0,0,-1.0561960310278826,robust_nontrivial
v_0p60_t_0p50_lm_1p00,0.6,0.5,1.0,0.1999999999999979,-2.1295795647900796e-16,1,0,0,1.1827964097916528,robust_nontrivial
v_0p60_t_0p60_lm_0p00,0.6,0.6,0.0,-1.3877787807814457e-15,-2.6171372035029086e-16,0,1,0,0.45365071444897404,near_transition
v_0p60_t_0p60_lm_0p30,0.6,0.6,0.3,0.5999999999999992,2.2133815833430477e-16,1,0,0,0.7132608791321953,robust_nontrivial
v_0p60_t_0p60_lm_0p40,0.6,0.6,0.4,0.7999999999999974,-2.0040948550740996e-16,1,0,0,0.9136145577996299,robust_nontrivial
v_0p60_t_0p60_lm_0p70,0.6,0.6,0.7,0.599999999999998,-3.1141679522501505e-16,1,0,0,0.9050906814616495,robust_nontrivial
v_0p60_t_0p60_lm_1p00,0.6,0.6,1.0,-9.43689570931383e-16,0.0,1,1,0,0.8551648141889268,near_transition
v_0p60_t_0p70_lm_0p10,0.6,0.7,0.1,-9.159339953157541e-16,1.936427217662501e-16,0,1,0,0.38538699645335966,near_transition
v_0p60_t_0p70_lm_0p20,0.6,0.7,0.2,0.1999999999999991,2.769459423604445e-16,1,0,0,1.0193492228791938,robust_nontrivial
v_0p60_t_0p70_lm_0p70,0.6,0.7,0.7,0.39999999999999825,-2.7447529945361684e-17,1,0,0,0.5870686225829936,robust_nontrivial
v_0p60_t_0p70_lm_0p80,0.6,0.7,0.8,0.19999999999999818,-1.085612355553791e-16,1,1,0,-2.593442676710203,robust_nontrivial
v_0p60_t_0p70_lm_0p90,0.6,0.7,0.9,-4.440892098500626e-16,0.0,1,1,0,3.1816010872945792,near_transition
v_0p60_t_0p70_lm_1p00,0.6,0.7,1.0,0.1999999999999976,-4.1715413891841863e-16,1,0,0,0.6842183889631201,robust_nontrivial
v_0p60_t_0p80_lm_0p20,0.6,0.8,0.2,-9.37134072845097e-16,1.7713859267096528e-16,1,1,0,-1.1321708640158634,near_transition
v_0p60_t_0p80_lm_0p30,0.6,0.8,0.3,0.19999999999999993,-3.412509305883573e-16,1,0,0,-0.6285803799875087,robust_nontrivial
v_0p60_t_0p80_lm_0p40,0.6,0.8,0.4,0.3999999999999987,1.0395152197774466e-16,1,0,0,1.100507833961049,robust_nontrivial
v_0p60_t_0p80_lm_0p70,0.6,0.8,0.7,0.19999999999999915,-3.1971525503537066e-16,1,1,0,0.6610045921129727,robust_nontrivial
v_0p60_t_0p80_lm_0p80,0.6,0.8,0.8,-6.220887844026741e-17,-1.0,0,1,1,0.45801966592985316,near_transition
v_0p60_t_0p80_lm_1p00,0.6,0.8,1.0,0.39999999999999697,-2.4023781180971095e-16,1,0,0,-0.6391637596869544,robust_nontrivial
v_0p60_t_0p90_lm_0p30,0.6,0.9,0.3,-7.771561172376096e-16,-1.9869455938283346e-16,0,1,0,0.054533664760822005,near_transition
v_0p60_t_0p90_lm_0p40,0.6,0.9,0.4,0.19999999999999887,-2.2720264884471196e-16,1,0,0,1.414879818757097,robust_nontrivial
v_0p60_t_0p90_lm_0p60,0.6,0.9,0.6,0.1999999999999981,-9.818978985465882e-17,0,1,1,-0.45607014261663154,robust_nontrivial
v_0p60_t_0p90_lm_0p70,0.6,0.9,0.7,-2.220446049250313e-16,5.300924469105861e-17,1,1,0,-1.4596657037973344,near_transition
v_0p60_t_0p90_lm_0p80,0.6,0.9,0.8,0.1999999999999992,9.16608158838692e-17,1,1,0,2.625927065950196,robust_nontrivial
v_0p60_t_0p90_lm_1p00,0.6,0.9,1.0,0.5999999999999953,-2.1007898727530492e-16,1,0,0,-1.2033153613861098,robust_nontrivial
v_0p60_t_1p00_lm_0p40,0.6,1.0,0.4,-1.27675647831893e-15,1.1826235604156152e-16,0,1,0,-0.12003683498304722,near_transition
