kz_frac,chern_slice,gap_slice,wilson_winding,z2
0.000000000000000000e+00,-6.126353175913975344e-17,4.770329614269001040e-01,1.510405379240586710e+00,0.000000000000000000e+00
4.761904761904761640e-02,-1.547849080305937875e-16,4.709140415410099645e-01,-1.772312225425361376e+00,0.000000000000000000e+00
9.523809523809523281e-02,-8.613584699726293986e-17,4.527893036892717271e-01,5.945963987222696590e-01,1.000000000000000000e+00
1.428571428571428492e-01,-1.757527804338653515e-16,4.233452999191365529e-01,-6.037433534652301148e-01,1.000000000000000000e+00
1.904761904761904656e-01,1.362344678200357971e-16,3.836941054097142700e-01,1.164629312494871449e+00,1.000000000000000000e+00
2.380952380952380820e-01,7.430619906713837889e-17,3.353236263245946702e-01,2.959349780439362587e-01,0.000000000000000000e+00
2.857142857142856984e-01,-1.692015305695763720e-16,2.800259830274801631e-01,1.096914783688372141e+00,1.000000000000000000e+00
3.333333333333333148e-01,8.665459090603507452e-17,2.198039027185563765e-01,-1.758800254241624339e+00,0.000000000000000000e+00
3.809523809523809312e-01,-8.387340057694222307e-17,1.567579265636173669e-01,5.323975707979066163e-01,1.000000000000000000e+00
4.285714285714285476e-01,-6.699475930031441969e-17,4.396650566989673825e-02,1.884156948381304320e+00,0.000000000000000000e+00
4.761904761904761640e-01,1.660216704360974239e-16,2.804318502617209052e-01,2.722970724581879609e-01,0.000000000000000000e+00
5.238095238095237249e-01,8.283802598275058159e-17,2.804318502617218489e-01,1.155283438648770700e+00,1.000000000000000000e+00
5.714285714285713969e-01,-1.632389413757659093e-16,4.396650566989684927e-02,7.271895504646526120e-01,1.000000000000000000e+00
6.190476190476190688e-01,-1.644710977389329832e-17,1.567579265636168673e-01,1.217219090236329126e+00,1.000000000000000000e+00
6.666666666666666297e-01,-6.774046040666550853e-17,2.198039027185564598e-01,1.859446248075250940e+00,0.000000000000000000e+00
7.142857142857141906e-01,5.524063927572112864e-17,2.800259830274800521e-01,-2.151189253237642263e-01,0.000000000000000000e+00
7.619047619047618625e-01,6.103954755836140591e-17,3.353236263245952253e-01,1.104811425354069065e+00,1.000000000000000000e+00
8.095238095238095344e-01,-2.634228403624399048e-16,3.836941054097144366e-01,5.123528941276130899e-01,1.000000000000000000e+00
8.571428571428570953e-01,2.419489919947091011e-16,4.233452999191366084e-01,1.964678146556179561e+00,0.000000000000000000e+00
9.047619047619046562e-01,-3.376221744217104185e-17,4.527893036892716161e-01,4.369151245464166777e-01,0.000000000000000000e+00
9.523809523809523281e-01,-5.205628388189258749e-17,4.709140415410104086e-01,-8.984554592587763455e-01,1.000000000000000000e+00
