v,wannier_gap_x,wannier_gap_y,q_xy,reliability
0.3,0.11532291311731552,0.11302618953000149,0.5149981266167243,unreliable
0.4,0.1164858272265844,0.012868129220849067,0.23986533270639035,unreliable
0.5,0.14245686650457867,0.09307815206274228,0.25479849164439344,unreliable
