v,edge_gap_x,edge_gap_y,has_gapless_edge_states,edge_localized_energy_min_x,edge_localized_energy_max_x,edge_localized_energy_min_y,edge_localized_energy_max_y
0.3,0.004973596580633457,0.004973596580631989,1,-1.3183842254607596,1.083440120637983,-1.31838422546076,1.0834401206379827
0.4,0.004581594174911317,0.0045815941749103445,1,-1.4063809454831366,0.9764454680894318,-1.4063809454831364,0.9764454680894321
0.5,0.002351751652812011,0.002351751652811596,1,-1.480650355670129,0.8533738999793004,-1.4806503556701285,0.8533738999793008
