kz_frac,chern_slice,gap_slice,wilson_winding,z2
0.000000000000000000e+00,-9.887740515540269209e-17,-8.875109174831279727e-16,-5.037041323606156196e-01,1.000000000000000000e+00
4.761904761904761640e-02,3.956634211243960795e-17,-9.432629515901311143e-16,1.945210442679984553e+00,0.000000000000000000e+00
9.523809523809523281e-02,2.468770349393693062e-16,-2.907104301562084280e-16,5.356632523339953655e-01,1.000000000000000000e+00
1.428571428571428492e-01,-3.150429326481269287e-16,-2.468351136624110735e-16,-2.949550991457434643e-02,0.000000000000000000e+00
1.904761904761904656e-01,-4.204642913473872568e-17,-8.714655248527304723e-16,1.189490777455342041e+00,1.000000000000000000e+00
2.380952380952380820e-01,7.348594752229220037e-17,-7.737106236639995575e-16,1.483399950678397916e+00,1.000000000000000000e+00
2.857142857142856984e-01,1.695395703466338322e-16,-8.385820782481230744e-16,2.309178910277703556e-01,0.000000000000000000e+00
3.333333333333333148e-01,-1.567286881977949989e-16,-4.553207632788620261e-16,3.816756335310956816e-01,0.000000000000000000e+00
3.809523809523809312e-01,-1.289975722314632863e-16,-7.806566520395361305e-16,1.400635769902661254e+00,1.000000000000000000e+00
4.285714285714285476e-01,-8.774922300805241886e-17,-5.166734358905363441e-16,7.604804354613826645e-01,1.000000000000000000e+00
4.761904761904761640e-01,9.231699113231493332e-17,-7.335934432464225809e-16,1.378563890001096137e+00,1.000000000000000000e+00
5.238095238095237249e-01,7.163192796011234569e-17,-3.480870298509818522e-16,-5.142879315344333069e-01,1.000000000000000000e+00
5.714285714285713969e-01,-8.094186661855699727e-17,-8.389123367803887873e-16,1.232544141511147773e+00,1.000000000000000000e+00
6.190476190476190688e-01,-1.100146374232587879e-16,-9.000484591662929271e-16,1.557590041135962888e+00,0.000000000000000000e+00
6.666666666666666297e-01,3.875999039090813522e-17,-5.165505409217124610e-16,1.281296912823919998e+00,1.000000000000000000e+00
7.142857142857141906e-01,-4.787841117421644787e-19,-4.683231424611345110e-16,-1.178743757564342909e+00,1.000000000000000000e+00
7.619047619047618625e-01,-2.547036420199960176e-17,-1.328285091279213325e-15,-1.010999456837760185e-01,0.000000000000000000e+00
8.095238095238095344e-01,1.626039878505171953e-16,-9.143092903994111137e-16,-1.494299453756580132e+00,1.000000000000000000e+00
8.571428571428570953e-01,-1.617822772174695872e-16,-7.846957742511876720e-16,2.308586717301657210e+00,0.000000000000000000e+00
9.047619047619046562e-01,-9.249936795889653781e-17,-5.169041373617137901e-16,-5.006221625142324300e-02,0.000000000000000000e+00
9.523809523809523281e-01,6.829761855621564591e-17,-9.042436681380141411e-16,5.462922422479188356e-01,1.000000000000000000e+00
