v,termination,Lx,Ly,state_index,energy,abs_energy,W_corner,W_edge,W_bulk,classification,bulk_gap_used,in_gap_window
0.5,A,10,10,423,0.03133648593486874,0.03133648593486874,0.34838149329621604,0.6179932767434115,0.033625229960373954,edge_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,424,0.04243802504709161,0.04243802504709161,0.22305582913661792,0.7382397518497048,0.03870441901367701,edge_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,425,0.04243802504709177,0.04243802504709177,0.22305582913661778,0.7382397518497043,0.038704419013677,edge_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,426,0.044598138381876234,0.044598138381876234,0.24566975743926978,0.7155250727174499,0.03880516984328018,edge_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,427,0.0445981383818763,0.0445981383818763,0.24566975743927336,0.7155250727174464,0.038805169843279995,edge_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,428,0.054972691906209445,0.054972691906209445,0.08188054679388404,0.8735754251253528,0.04454402808076249,edge_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,429,0.05497269190620965,0.05497269190620965,0.08188054679388324,0.8735754251253542,0.04454402808076264,edge_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,430,0.05596229112335252,0.05596229112335252,0.09604227682654662,0.8593235468142928,0.04463417635916048,edge_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,431,0.055962291123352825,0.055962291123352825,0.09604227682654817,0.8593235468142904,0.04463417635916048,edge_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,432,0.09994157067825162,0.09994157067825162,0.9306205388061732,0.0682415172753081,0.0011379439185179782,corner_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,433,0.09994157067825238,0.09994157067825238,0.9306205388064919,0.068241517274998,0.0011379439185096737,corner_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,434,0.10000001254987904,0.10000001254987904,0.913511587006149,0.08488852690631027,0.0015998860875422636,corner_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,435,0.1000000125498791,0.1000000125498791,0.913511587006147,0.0848885269063111,0.0015998860875422326,corner_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,436,0.10005809227295226,0.10005809227295226,0.9323803289301896,0.06650405530231851,0.0011156157674918445,corner_state,0.6254680554388378,0.25018722217553513
0.5,A,10,10,437,0.1000580922729526,0.1000580922729526,0.9323803289305109,0.06650405530200373,0.0011156157674833205,corner_state,0.6254680554388378,0.25018722217553513
