v,Lx,Ly,state_index,energy,abs_energy,W_corner,W_edge,W_bulk,max_position_x,max_position_y,classification,bulk_gap_used,in_gap_window
0.4,10,10,422,0.03152532906753489,0.03152532906753489,0.36273483170008475,0.6241010458269829,0.013164122472933455,8,9,edge_state,0.817874845550107,0.32714993822004285
0.4,10,10,423,0.03152532906753505,0.03152532906753505,0.36273483170008314,0.6241010458269829,0.013164122472933505,9,8,edge_state,0.817874845550107,0.32714993822004285
0.4,10,10,424,0.042670037261673364,0.042670037261673364,0.2079794740761296,0.7764266576639901,0.015593868259879894,2,9,edge_state,0.817874845550107,0.32714993822004285
0.4,10,10,425,0.042670037261673434,0.042670037261673434,0.20797947407613515,0.7764266576639832,0.015593868259879564,2,9,edge_state,0.817874845550107,0.32714993822004285
0.4,10,10,426,0.04442225210199449,0.04442225210199449,0.2441125873653041,0.7406912792797282,0.015196133354968059,9,7,edge_state,0.817874845550107,0.32714993822004285
0.4,10,10,427,0.044422252101994616,0.044422252101994616,0.24411258736529423,0.7406912792797358,0.01519613335496847,9,7,edge_state,0.817874845550107,0.32714993822004285
0.4,10,10,428,0.05357651799556687,0.05357651799556687,0.06784269337045715,0.9146151368136157,0.017542169815927756,9,5,edge_state,0.817874845550107,0.32714993822004285
0.4,10,10,429,0.05357651799556719,0.05357651799556719,0.06784269337045423,0.9146151368136168,0.017542169815927905,5,9,edge_state,0.817874845550107,0.32714993822004285
0.4,10,10,430,0.05423622669500262,0.05423622669500262,0.08665990428659129,0.8959094684618929,0.01743062725151483,9,5,edge_state,0.817874845550107,0.32714993822004285
0.4,10,10,431,0.054236226695002714,0.054236226695002714,0.0866599042865876,0.8959094684618976,0.017430627251514945,5,9,edge_state,0.817874845550107,0.32714993822004285
0.4,10,10,432,0.09999641068224921,0.09999641068224921,0.9717437267361266,0.028092244632302827,0.00016402863156939038,0,0,corner_state,0.817874845550107,0.32714993822004285
0.4,10,10,433,0.0999964106822502,0.0999964106822502,0.9717437267359479,0.028092244632481257,0.00016402863157086885,0,0,corner_state,0.817874845550107,0.32714993822004285
0.4,10,10,434,0.09999997688151809,0.09999997688151809,0.9597653813997784,0.03997221713704047,0.0002624014631818566,0,9,corner_state,0.817874845550107,0.32714993822004285
0.4,10,10,435,0.09999997688151818,0.09999997688151818,0.9597653813997792,0.039972217137039995,0.0002624014631818426,9,0,corner_state,0.817874845550107,0.32714993822004285
0.4,10,10,436,0.1000035893150125,0.1000035893150125,0.9718850259086905,0.027950954740148477,0.00016401935116068945,0,0,corner_state,0.817874845550107,0.32714993822004285
0.4,10,10,437,0.10000358931501266,0.10000358931501266,0.9718850259080651,0.027950954740767878,0.00016401935116577916,0,0,corner_state,0.817874845550107,0.32714993822004285
0.4,10,10,438,0.3162277761902836,0.3162277761902836,0.9585616679597628,0.040999914105188745,0.0004384179350477919,9,9,corner_state,0.817874845550107,0.32714993822004285
0.4,10,10,439,0.31622777619028386,0.31622777619028386,0.9585616679597642,0.040999914105188745,0.00043841793504779535,9,9,corner_state,0.817874845550107,0.32714993822004285
0.5,10,10,362,-0.10236952240056787,0.10236952240056787,0.715661682066214,0.26193967932392764,0.022398638609859158,0,0,corner_state,0.6254680554388378,0.25018722217553513
0.5,10,10,363,-0.10236952240056754,0.10236952240056754,0.7156616820662144,0.26193967932392526,0.022398638609858832,0,0,corner_state,0.6254680554388378,0.25018722217553513
0.5,10,10,364,-0.0999819968955812,0.0999819968955812,0.6994044385005153,0.27478206794446475,0.02581349355501953,0,9,corner_state,0.6254680554388378,0.25018722217553513
0.5,10,10,365,-0.09998199689558064,0.09998199689558064,0.6994044385005193,0.2747820679444644,0.02581349355501935,0,9,corner_state,0.6254680554388378,0.25018722217553513
0.5,10,10,366,-0.09747532928843199,0.09747532928843199,0.7408208590958069,0.23943004673257576,0.019749094171617302,0,0,corner_state,0.6254680554388378,0.25018722217553513
0.5,10,10,367,-0.0974753292884316,0.0974753292884316,0.740820859095805,0.23943004673257706,0.019749094171617614,0,0,corner_state,0.6254680554388378,0.25018722217553513
