v,p_y_nu_x,p_x_nu_y,qxy,wannier_gap_x,wannier_gap_y,min_sector_overlap_x,min_sector_overlap_y,nested_reliable,nested_supports_hoti,reason
0.1,0.16389280810224466,0.7743218328103825,0.46910732045631354,0.2764358280094177,0.25673812147004815,0.33808543296430177,0.24512350027518418,0,0,Wannier sector tracking overlap too small
0.2,0.6057706929517279,0.7969034216404162,0.701337057296072,0.26376055440140367,0.28321064710950483,0.3849577346595623,0.4248615629914426,0,0,Wannier sector tracking overlap too small
0.3,0.400449474694145,0.03269265456288826,0.21657106462851664,0.2833772163174876,0.25657585865837784,0.5122516744553284,0.4234787852628504,0,0,Wannier sector tracking overlap too small
0.4,0.7947362828601827,0.5337971111010311,0.6642666969806069,0.279033207461745,0.2728843621577781,0.32231197691675995,0.26866883749809434,0,0,Wannier sector tracking overlap too small
0.5,0.3288336775347893,0.8280540424896735,0.5784438600122315,0.275907116573088,0.26107706393076335,0.16848613523031208,0.5574358725724651,0,0,Wannier sector tracking overlap too small
