model,v,bulk_gap,energy_window_raw,energy_window_cap,energy_window,num_states_summed,min_abs_energy_in_window,max_abs_energy_in_window,W_corner_sum,W_edge_sum,W_bulk_sum,selection_mode
model_a_full_t_full_soc,0.1,1.5999999999999988,0.3519999999999997,0.12,0.02,24,0.0010300536066070551,0.008153605798108995,0.3910315936069736,0.6089020577979494,6.634859507710333e-05,window
model_a_full_t_full_soc,0.2,1.3999999999999995,0.3079999999999999,0.12,0.02,24,0.0013918373667442853,0.007208311833162876,0.3856179988375368,0.6134018155827023,0.0009801855797607767,window
model_a_full_t_full_soc,0.3,1.1999999999999997,0.26399999999999996,0.12,0.02,24,0.003311534695278229,0.008500326702905067,0.3803338949766687,0.6148188245532327,0.004847280470098556,window
model_a_full_t_full_soc,0.4,0.9999999999999998,0.21999999999999995,0.12,0.02,24,0.00035720383903327667,0.009452733600305036,0.3731762570626557,0.6116774104141123,0.01514633252323182,window
model_a_full_t_full_soc,0.5,0.7999999999999998,0.17599999999999996,0.12,0.02,24,0.0016715222528794669,0.007797133588549264,0.2642194271797361,0.6909570113522738,0.044823561467990235,window
model_a_full_t_full_soc,0.6,0.5999999999999996,0.13199999999999992,0.12,0.02,24,0.0013018120499400242,0.008091800113393879,0.2903149165194074,0.6254760170947524,0.08420906638584048,window
model_a_full_t_full_soc,0.7,0.39999999999999986,0.08799999999999997,0.08799999999999997,0.02,24,0.0008851375632036597,0.0036858184436888573,0.25267264265029576,0.5948629230183515,0.15246443433135268,window
model_a_full_t_full_soc,0.8,0.19999999999999982,0.04399999999999996,0.04399999999999996,0.028086488869481833,24,0.014211548937882316,0.028086488869481833,0.2330742555691873,0.5423336277199136,0.22459211671089893,window
model_a_full_t_full_soc,0.9,6.938893903907228e-17,0.02,0.02,0.02,2,0.04946018717284764,0.049460187172848266,0.30206014971719614,0.5591811109261227,0.13875873935668118,fallback_two_closest
model_a_full_t_full_soc,1.0,1.719231358062773e-17,0.02,0.02,0.02,2,0.014211548937882455,0.014211548937883099,0.20221359903914018,0.49891186454204983,0.29887453641881007,window
model_a_full_t_full_soc,1.1,1.6653345369377348e-16,0.02,0.02,0.02,2,0.04946018717284818,0.04946018717284865,0.12763370629301632,0.46220075650952064,0.4101655371974631,fallback_two_closest
model_a_full_t_full_soc,1.2,0.19999999999999982,0.04399999999999996,0.04399999999999996,0.04399999999999996,2,0.125601709303621,0.1256017093036216,0.08895777824381347,0.4204431525637057,0.4905990691924809,fallback_two_closest
model_a_full_t_full_soc,1.3,0.39999999999999986,0.08799999999999997,0.08799999999999997,0.08799999999999997,2,0.20950353805151775,0.20950353805151894,0.06785772301444248,0.3863804919555054,0.5457617850300521,fallback_two_closest
model_a_full_t_full_soc,1.4,0.5999999999999995,0.1319999999999999,0.12,0.12,2,0.29818564038098716,0.2981856403809873,0.05540718577004787,0.3606323840529686,0.5839604301769834,fallback_two_closest
model_a_full_t_full_soc,1.5,0.7999999999999998,0.17599999999999996,0.12,0.12,2,0.38990074799067687,0.389900747990677,0.047493480064892894,0.3412945125820951,0.611212007353012,fallback_two_closest
model_a_full_t_full_soc,1.6,0.9999999999999993,0.21999999999999986,0.12,0.12,2,0.48361878873176417,0.48361878873176645,0.04213976968432065,0.3265536434740762,0.6313065868416032,fallback_two_closest
