point_id,v,t,lm,w,band_lower_edge,band_upper_edge,band_window_width,classification,has_edge_state,has_isolated_state,has_connecting_edge_branch,in_window_edge_state_count,ky_coverage,touches_lower,touches_upper,span_ratio,reason
v_1p80_t_0p50_lm_0p40,1.8,0.5,0.4,0.19999999999999996,-0.8000000000000004,0.6000000000000003,1.4000000000000008,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p80_t_0p50_lm_0p50,1.8,0.5,0.5,0.19999999999999996,-0.5999999999999996,0.6000000000000003,1.2,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p90_t_0p50_lm_0p00,1.9,0.5,0.0,0.10000000000000009,-1.7999999999999992,0.7999999999999995,2.5999999999999988,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p90_t_0p50_lm_0p10,1.9,0.5,0.1,0.10000000000000009,-1.5999999999999994,0.7999999999999996,2.399999999999999,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p90_t_0p50_lm_0p20,1.9,0.5,0.2,0.10000000000000009,-1.3999999999999992,0.7999999999999986,2.199999999999998,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p90_t_0p50_lm_0p30,1.9,0.5,0.3,0.10000000000000009,-1.1999999999999993,0.7999999999999988,1.9999999999999982,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p90_t_0p50_lm_0p40,1.9,0.5,0.4,0.10000000000000009,-0.9999999999999993,0.7999999999999979,1.7999999999999972,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p90_t_0p50_lm_0p50,1.9,0.5,0.5,0.10000000000000009,-0.7999999999999996,0.7999999999999998,1.5999999999999994,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_2p00_t_0p50_lm_0p00,2.0,0.5,0.0,0.0,-1.9999999999999987,0.9999999999999999,2.9999999999999987,connecting_edge_branch,1,0,1,484,1.0,1,1,0.9999999999999997,touches_both_band_edges_with_large_span
v_2p00_t_0p50_lm_0p10,2.0,0.5,0.1,0.0,-1.8,0.9999999999999989,2.799999999999999,connecting_edge_branch,1,0,1,363,1.0,1,1,0.9999999999999993,touches_both_band_edges_with_large_span
v_2p00_t_0p50_lm_0p20,2.0,0.5,0.2,0.0,-1.6,0.9999999999999994,2.5999999999999996,connecting_edge_branch,1,0,1,847,1.0,1,1,0.9999999999999997,touches_both_band_edges_with_large_span
v_2p00_t_0p50_lm_0p30,2.0,0.5,0.3,0.0,-1.3999999999999992,0.9999999999999998,2.399999999999999,isolated_midgap_state,1,1,0,242,1.0,0,1,0.0,edge_states_exist_but_not_connecting_band4_and_band5
v_2p00_t_0p50_lm_0p40,2.0,0.5,0.4,0.0,-1.1999999999999993,0.9999999999999973,2.1999999999999966,isolated_midgap_state,1,1,0,242,1.0,1,0,0.0,edge_states_exist_but_not_connecting_band4_and_band5
v_2p00_t_0p50_lm_0p50,2.0,0.5,0.5,0.0,-1.0000000000000004,1.0000000000000002,2.000000000000001,connecting_edge_branch,1,0,1,1089,1.0,1,1,0.9999999999999996,touches_both_band_edges_with_large_span
