point_id,v,t,lm,w,band_lower_edge,band_upper_edge,band_window_width,classification,has_edge_state,has_isolated_state,has_connecting_edge_branch,in_window_edge_state_count,ky_coverage,touches_lower,touches_upper,span_ratio,reason
v_1p60_t_0p50_lm_0p30,1.6,0.5,0.3,0.3999999999999999,-0.6,0.1999999999999997,0.7999999999999997,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p60_t_0p50_lm_0p40,1.6,0.5,0.4,0.3999999999999999,-0.4000000000000002,0.19999999999999937,0.5999999999999995,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p60_t_0p50_lm_0p50,1.6,0.5,0.5,0.3999999999999999,-0.19999999999999982,0.2000000000000001,0.3999999999999999,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p70_t_0p50_lm_0p00,1.7,0.5,0.0,0.30000000000000004,-1.3999999999999992,0.3999999999999996,1.799999999999999,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p70_t_0p50_lm_0p10,1.7,0.5,0.1,0.30000000000000004,-1.1999999999999997,0.3999999999999993,1.599999999999999,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p70_t_0p50_lm_0p20,1.7,0.5,0.2,0.30000000000000004,-1.0,0.40000000000000036,1.4000000000000004,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p70_t_0p50_lm_0p30,1.7,0.5,0.3,0.30000000000000004,-0.7999999999999995,0.39999999999999974,1.1999999999999993,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p70_t_0p50_lm_0p40,1.7,0.5,0.4,0.30000000000000004,-0.5999999999999989,0.3999999999999989,0.9999999999999978,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p70_t_0p50_lm_0p50,1.7,0.5,0.5,0.30000000000000004,-0.3999999999999993,0.39999999999999974,0.799999999999999,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p80_t_0p50_lm_0p00,1.8,0.5,0.0,0.19999999999999996,-1.5999999999999988,0.6000000000000003,2.1999999999999993,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p80_t_0p50_lm_0p10,1.8,0.5,0.1,0.19999999999999996,-1.4000000000000004,0.5999999999999988,1.9999999999999991,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p80_t_0p50_lm_0p20,1.8,0.5,0.2,0.19999999999999996,-1.2000000000000002,0.6000000000000001,1.8000000000000003,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
v_1p80_t_0p50_lm_0p30,1.8,0.5,0.3,0.19999999999999996,-1.0000000000000004,0.6000000000000001,1.6000000000000005,empty_gap,0,0,0,0,0.0,0,0,0.0,no_edge_like_state_inside_band23_window
