v,bulk_gap,ribbon_gap,middle_isolated_exists,middle_band_max_edge_weight,middle_band_merged_into_bulk
0.2,0.7999999999999998,0.005412551380887729,1,0.9999999919960197,0
0.4,0.39999999999999936,0.004581594174910369,1,0.9996557101625211,0
0.5,0.1999999999999995,0.0023517516528124612,1,0.9973041549898665,0
0.6,1.1102230246251565e-16,0.0012817916857925586,1,0.9862934927884304,0
0.8,0.219804746299641,0.0034698345439515303,1,0.8895656071637074,0
1.0,0.18599975132917312,0.0029073309591589537,1,0.9999944548798759,0
1.2,0.18019795463292368,0.001596460965962367,1,0.9412328907383679,0
