point_id,v,t,w,lm,target_energy,selected_index,selected_energy,abs_delta,nx,ny,wavefunction_path,spectrum_path
v_0.10_soc_on,0.1,0.3,1.0,0.1,0.0,1604,0.0025431535428393176,0.0025431535428393176,20,20,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_wavefunction_target_E0p000.png,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_spectrum_e_vs_index_marked_E0p000.png
v_0.10_soc_on,0.1,0.3,1.0,0.1,0.1,1632,0.10306476045308448,0.0030647604530844724,20,20,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_wavefunction_target_E0p100.png,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_spectrum_e_vs_index_marked_E0p100.png
v_0.10_soc_on,0.1,0.3,1.0,0.1,0.2,1671,0.1789290773712324,0.021070922628767613,20,20,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_wavefunction_target_E0p200.png,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_spectrum_e_vs_index_marked_E0p200.png
v_0.10_soc_on,0.1,0.3,1.0,0.1,0.3,1672,0.3162277572915903,0.016227757291590317,20,20,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_wavefunction_target_E0p300.png,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_spectrum_e_vs_index_marked_E0p300.png
v_0.10_soc_on,0.1,0.3,1.0,0.1,0.4,1679,0.316227774742078,0.083772225257922,20,20,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_wavefunction_target_E0p400.png,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_spectrum_e_vs_index_marked_E0p400.png
v_0.10_soc_on,0.1,0.3,1.0,0.1,0.5,1680,0.5034034156408161,0.003403415640816143,20,20,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_wavefunction_target_E0p500.png,energy_sweep_user_spec_v1_neg_rest_pos_soc_on_lm0p1/v_0.10_soc_on/obc_spectrum_e_vs_index_marked_E0p500.png
