v,t,lm,gap,chern,edge_state,corner_state,Wilson_loop,Z2_topology
0.0,0.3,0.1,0.3999999999999996,0.0,0,0,0.0,0
0.0,0.3,0.0,1.1102230246251565e-16,0.0,0,0,0.0,0
