v,t,w,lm,E_valence_M_global,E_conduction_M_global,Delta_M_global,state_a_band_index,state_b_band_index,E_state_a,E_state_b,Delta_pair,band_character_sign,signed_m_M
0.11800000000000001,0.1,1.0,0.0,-0.6820000000000002,0.8819999999999999,1.564,1,3,-0.682,0.8820000000000002,1.5640000000000003,-1.0,-0.7820000000000001
0.12,0.1,1.0,0.0,-0.6799999999999997,0.8799999999999996,1.5599999999999992,1,2,-0.6800000000000003,0.8799999999999998,1.56,-1.0,-0.78
0.122,0.1,1.0,0.0,-0.6779999999999995,0.8779999999999998,1.5559999999999992,1,3,-0.6780000000000004,0.8780000000000001,1.5560000000000005,-1.0,-0.7780000000000002
0.124,0.1,1.0,0.0,-0.6759999999999995,0.8759999999999994,1.551999999999999,1,2,-0.6760000000000007,0.8760000000000001,1.552000000000001,-1.0,-0.7760000000000005
0.126,0.1,1.0,0.0,-0.674,0.8739999999999999,1.548,1,2,-0.674,0.8740000000000001,1.548,-1.0,-0.774
0.128,0.1,1.0,0.0,-0.6720000000000003,0.872,1.5440000000000003,1,3,-0.672,0.8720000000000002,1.5440000000000003,-1.0,-0.7720000000000001
0.13,0.1,1.0,0.0,-0.67,0.8699999999999999,1.54,1,3,-0.67,0.8700000000000003,1.5400000000000005,-1.0,-0.7700000000000002
0.132,0.1,1.0,0.0,-0.6679999999999999,0.8679999999999998,1.5359999999999996,1,3,-0.6679999999999997,0.868,1.5359999999999996,-1.0,-0.7679999999999998
0.134,0.1,1.0,0.0,-0.6659999999999998,0.8659999999999999,1.5319999999999996,1,2,-0.6659999999999996,0.8659999999999993,1.531999999999999,-1.0,-0.7659999999999995
0.136,0.1,1.0,0.0,-0.6639999999999998,0.8639999999999999,1.5279999999999996,1,2,-0.6640000000000005,0.864,1.5280000000000005,-1.0,-0.7640000000000002
0.138,0.1,1.0,0.0,-0.6619999999999998,0.8619999999999997,1.5239999999999996,1,3,-0.6620000000000001,0.8620000000000003,1.5240000000000005,-1.0,-0.7620000000000002
0.14,0.1,1.0,0.0,-0.6599999999999996,0.8599999999999995,1.5199999999999991,1,3,-0.6600000000000005,0.8600000000000005,1.520000000000001,-1.0,-0.7600000000000005
0.14200000000000002,0.1,1.0,0.0,-0.6579999999999999,0.8579999999999995,1.5159999999999996,1,2,-0.6579999999999997,0.8580000000000001,1.5159999999999998,-1.0,-0.7579999999999999
0.14400000000000002,0.1,1.0,0.0,-0.6559999999999999,0.8559999999999995,1.5119999999999996,1,3,-0.6559999999999999,0.8560000000000006,1.5120000000000005,-1.0,-0.7560000000000002
0.146,0.1,1.0,0.0,-0.654,0.8539999999999999,1.508,1,2,-0.6539999999999999,0.8539999999999999,1.5079999999999998,-1.0,-0.7539999999999999
0.148,0.1,1.0,0.0,-0.6519999999999999,0.8519999999999994,1.5039999999999993,1,2,-0.6519999999999998,0.8519999999999998,1.5039999999999996,-1.0,-0.7519999999999998
0.15,0.1,1.0,0.0,-0.65,0.85,1.5,1,3,-0.6500000000000001,0.85,1.5,-1.0,-0.75
0.152,0.1,1.0,0.0,-0.6479999999999999,0.8479999999999998,1.4959999999999996,1,2,-0.6480000000000002,0.8479999999999999,1.496,-1.0,-0.748
0.154,0.1,1.0,0.0,-0.6459999999999996,0.8459999999999995,1.491999999999999,1,3,-0.6459999999999999,0.846,1.492,-1.0,-0.746
0.156,0.1,1.0,0.0,-0.6439999999999998,0.8439999999999995,1.4879999999999993,1,3,-0.6439999999999999,0.844,1.488,-1.0,-0.744
0.158,0.1,1.0,0.0,-0.6419999999999999,0.8419999999999997,1.4839999999999995,1,2,-0.6419999999999995,0.8419999999999995,1.483999999999999,-1.0,-0.7419999999999995
0.16,0.1,1.0,0.0,-0.6399999999999997,0.8399999999999996,1.4799999999999993,1,3,-0.6399999999999999,0.8400000000000002,1.48,-1.0,-0.74
0.162,0.1,1.0,0.0,-0.6379999999999999,0.838,1.476,1,3,-0.638,0.8380000000000003,1.4760000000000004,-1.0,-0.7380000000000002
0.164,0.1,1.0,0.0,-0.6359999999999998,0.8359999999999997,1.4719999999999995,1,3,-0.6359999999999999,0.8360000000000005,1.4720000000000004,-1.0,-0.7360000000000002
0.166,0.1,1.0,0.0,-0.6339999999999999,0.8339999999999999,1.4679999999999997,1,3,-0.6340000000000007,0.8340000000000006,1.4680000000000013,-1.0,-0.7340000000000007
0.168,0.1,1.0,0.0,-0.6320000000000001,0.832,1.464,1,2,-0.6319999999999998,0.8320000000000001,1.464,-1.0,-0.732
0.17,0.1,1.0,0.0,-0.6299999999999999,0.8299999999999997,1.4599999999999995,1,2,-0.6299999999999999,0.8299999999999997,1.4599999999999995,-1.0,-0.7299999999999998
0.17200000000000001,0.1,1.0,0.0,-0.6279999999999999,0.8279999999999994,1.4559999999999993,1,2,-0.6280000000000002,0.828,1.4560000000000002,-1.0,-0.7280000000000001
0.17400000000000002,0.1,1.0,0.0,-0.6259999999999997,0.8259999999999995,1.451999999999999,1,3,-0.6259999999999998,0.826,1.4519999999999997,-1.0,-0.7259999999999999
0.176,0.1,1.0,0.0,-0.6240000000000001,0.8239999999999993,1.4479999999999995,1,3,-0.624,0.8240000000000003,1.4480000000000004,-1.0,-0.7240000000000002
0.178,0.1,1.0,0.0,-0.6220000000000001,0.8219999999999994,1.4439999999999995,1,3,-0.6220000000000003,0.8220000000000005,1.4440000000000008,-1.0,-0.7220000000000004
0.18,0.1,1.0,0.0,-0.62,0.8200000000000002,1.4400000000000002,1,2,-0.6199999999999998,0.8199999999999997,1.4399999999999995,-1.0,-0.7199999999999998
0.182,0.1,1.0,0.0,-0.6180000000000001,0.8180000000000001,1.4360000000000002,1,2,-0.6180000000000001,0.8180000000000001,1.4360000000000002,-1.0,-0.7180000000000001
0.184,0.1,1.0,0.0,-0.6160000000000002,0.816,1.4320000000000002,1,3,-0.616,0.8160000000000001,1.432,-1.0,-0.716
0.186,0.1,1.0,0.0,-0.6139999999999998,0.8139999999999998,1.4279999999999995,1,2,-0.6140000000000001,0.8139999999999998,1.428,-1.0,-0.714
0.188,0.1,1.0,0.0,-0.6119999999999999,0.8119999999999998,1.4239999999999997,1,3,-0.612,0.8120000000000002,1.4240000000000002,-1.0,-0.7120000000000001
0.19,0.1,1.0,0.0,-0.6099999999999998,0.8099999999999992,1.419999999999999,1,2,-0.61,0.81,1.42,-1.0,-0.71
0.192,0.1,1.0,0.0,-0.6079999999999999,0.8079999999999998,1.4159999999999997,1,2,-0.6080000000000001,0.8079999999999999,1.416,-1.0,-0.708
0.194,0.1,1.0,0.0,-0.6059999999999995,0.8059999999999999,1.4119999999999995,1,2,-0.6060000000000003,0.8059999999999999,1.4120000000000004,-1.0,-0.7060000000000002
0.196,0.1,1.0,0.0,-0.6039999999999999,0.8039999999999999,1.408,1,2,-0.6040000000000002,0.804,1.4080000000000004,-1.0,-0.7040000000000002
0.198,0.1,1.0,0.0,-0.6019999999999999,0.8019999999999999,1.404,1,3,-0.602,0.802,1.404,-1.0,-0.702
0.2,0.1,1.0,0.0,-0.6,0.7999999999999998,1.4,1,3,-0.6000000000000001,0.8000000000000003,1.4000000000000004,-1.0,-0.7000000000000002
0.202,0.1,1.0,0.0,-0.5980000000000001,0.7979999999999997,1.396,1,3,-0.598,0.7980000000000004,1.3960000000000004,-1.0,-0.6980000000000002
0.20400000000000001,0.1,1.0,0.0,-0.5959999999999999,0.7959999999999996,1.3919999999999995,1,2,-0.5960000000000001,0.796,1.3920000000000001,-1.0,-0.6960000000000001
0.20600000000000002,0.1,1.0,0.0,-0.5939999999999999,0.7939999999999998,1.3879999999999997,1,2,-0.594,0.794,1.388,-1.0,-0.694
0.20800000000000002,0.1,1.0,0.0,-0.5919999999999996,0.792,1.3839999999999997,1,3,-0.5919999999999997,0.7920000000000001,1.384,-1.0,-0.692
0.21,0.1,1.0,0.0,-0.59,0.79,1.38,1,2,-0.5900000000000002,0.7899999999999997,1.38,-1.0,-0.69
0.212,0.1,1.0,0.0,-0.5880000000000002,0.7879999999999996,1.376,1,3,-0.5879999999999995,0.7880000000000001,1.3759999999999997,-1.0,-0.6879999999999998
0.214,0.1,1.0,0.0,-0.5860000000000001,0.7859999999999997,1.3719999999999999,1,3,-0.5860000000000006,0.7860000000000004,1.372000000000001,-1.0,-0.6860000000000005
0.216,0.1,1.0,0.0,-0.584,0.7839999999999998,1.3679999999999999,1,2,-0.5840000000000002,0.7839999999999999,1.368,-1.0,-0.684
0.218,0.1,1.0,0.0,-0.582,0.7819999999999997,1.3639999999999997,1,2,-0.5820000000000008,0.7819999999999997,1.3640000000000005,-1.0,-0.6820000000000003
0.22,0.1,1.0,0.0,-0.58,0.78,1.3599999999999999,1,3,-0.5800000000000002,0.7800000000000001,1.3600000000000003,-1.0,-0.6800000000000002
0.222,0.1,1.0,0.0,-0.578,0.7779999999999998,1.3559999999999999,1,3,-0.578,0.7780000000000001,1.356,-1.0,-0.678
0.224,0.1,1.0,0.0,-0.576,0.7759999999999999,1.3519999999999999,1,3,-0.5760000000000003,0.7760000000000004,1.3520000000000008,-1.0,-0.6760000000000004
0.226,0.1,1.0,0.0,-0.5739999999999996,0.7739999999999999,1.3479999999999994,1,3,-0.5739999999999997,0.7740000000000001,1.3479999999999999,-1.0,-0.6739999999999999
0.228,0.1,1.0,0.0,-0.5720000000000001,0.7719999999999999,1.3439999999999999,1,3,-0.5720000000000002,0.7720000000000002,1.3440000000000003,-1.0,-0.6720000000000002
0.23,0.1,1.0,0.0,-0.5699999999999998,0.7699999999999998,1.3399999999999996,1,2,-0.5700000000000003,0.7700000000000002,1.3400000000000005,-1.0,-0.6700000000000003
0.232,0.1,1.0,0.0,-0.5679999999999996,0.7679999999999998,1.3359999999999994,1,3,-0.568,0.7680000000000002,1.3360000000000003,-1.0,-0.6680000000000001
0.234,0.1,1.0,0.0,-0.5659999999999997,0.7659999999999996,1.3319999999999994,1,3,-0.5660000000000002,0.7660000000000002,1.3320000000000003,-1.0,-0.6660000000000001
0.23600000000000002,0.1,1.0,0.0,-0.5640000000000001,0.7639999999999999,1.3279999999999998,1,2,-0.5640000000000002,0.764,1.3280000000000003,-1.0,-0.6640000000000001
0.23800000000000002,0.1,1.0,0.0,-0.5619999999999996,0.7619999999999999,1.3239999999999994,1,3,-0.5620000000000006,0.762000000000001,1.3240000000000016,-1.0,-0.6620000000000008
0.24,0.1,1.0,0.0,-0.5599999999999999,0.7599999999999997,1.3199999999999996,1,3,-0.5599999999999998,0.7599999999999999,1.3199999999999998,-1.0,-0.6599999999999999
0.242,0.1,1.0,0.0,-0.5579999999999999,0.7579999999999999,1.3159999999999998,1,2,-0.5580000000000002,0.7579999999999998,1.3159999999999998,-1.0,-0.6579999999999999
0.244,0.1,1.0,0.0,-0.556,0.7559999999999999,1.3119999999999998,1,3,-0.556,0.7560000000000001,1.3120000000000003,-1.0,-0.6560000000000001
0.246,0.1,1.0,0.0,-0.554,0.7539999999999998,1.3079999999999998,1,3,-0.5540000000000002,0.7540000000000002,1.3080000000000003,-1.0,-0.6540000000000001
0.248,0.1,1.0,0.0,-0.5519999999999999,0.7519999999999996,1.3039999999999994,1,2,-0.552,0.7519999999999996,1.3039999999999996,-1.0,-0.6519999999999998
0.25,0.1,1.0,0.0,-0.55,0.7499999999999997,1.2999999999999998,1,2,-0.5500000000000002,0.7499999999999999,1.3,-1.0,-0.65
0.252,0.1,1.0,0.0,-0.5479999999999999,0.7479999999999999,1.2959999999999998,1,3,-0.5479999999999999,0.7480000000000004,1.2960000000000003,-1.0,-0.6480000000000001
0.254,0.1,1.0,0.0,-0.5459999999999994,0.7459999999999994,1.291999999999999,1,2,-0.546,0.7459999999999999,1.2919999999999998,-1.0,-0.6459999999999999
0.256,0.1,1.0,0.0,-0.5439999999999997,0.7439999999999999,1.2879999999999996,1,2,-0.5440000000000002,0.744,1.2880000000000003,-1.0,-0.6440000000000001
0.258,0.1,1.0,0.0,-0.5419999999999999,0.7419999999999999,1.2839999999999998,1,2,-0.5420000000000003,0.7420000000000001,1.2840000000000003,-1.0,-0.6420000000000001
0.26,0.1,1.0,0.0,-0.54,0.7399999999999991,1.2799999999999991,1,3,-0.5399999999999998,0.7400000000000002,1.28,-1.0,-0.64
0.262,0.1,1.0,0.0,-0.5379999999999999,0.7379999999999995,1.2759999999999994,1,3,-0.5379999999999998,0.7379999999999998,1.2759999999999996,-1.0,-0.6379999999999998
0.264,0.1,1.0,0.0,-0.5359999999999999,0.7359999999999998,1.2719999999999998,1,3,-0.5359999999999999,0.736,1.2719999999999998,-1.0,-0.6359999999999999
0.266,0.1,1.0,0.0,-0.5339999999999998,0.7339999999999997,1.2679999999999993,1,2,-0.534,0.7339999999999998,1.2679999999999998,-1.0,-0.6339999999999999
0.268,0.1,1.0,0.0,-0.5319999999999998,0.732,1.2639999999999998,1,3,-0.5319999999999997,0.7320000000000003,1.264,-1.0,-0.632
0.27,0.1,1.0,0.0,-0.53,0.7299999999999998,1.2599999999999998,1,3,-0.5300000000000001,0.7300000000000002,1.2600000000000002,-1.0,-0.6300000000000001
0.272,0.1,1.0,0.0,-0.5279999999999998,0.7279999999999998,1.2559999999999996,1,2,-0.5279999999999996,0.7279999999999998,1.2559999999999993,-1.0,-0.6279999999999997
0.274,0.1,1.0,0.0,-0.5259999999999998,0.7259999999999995,1.2519999999999993,1,2,-0.526,0.726,1.252,-1.0,-0.626
0.276,0.1,1.0,0.0,-0.5239999999999999,0.7239999999999996,1.2479999999999996,1,2,-0.5240000000000001,0.724,1.2480000000000002,-1.0,-0.6240000000000001
0.278,0.1,1.0,0.0,-0.5219999999999997,0.7219999999999994,1.243999999999999,1,3,-0.5219999999999997,0.7219999999999996,1.2439999999999993,-1.0,-0.6219999999999997
0.28,0.1,1.0,0.0,-0.5199999999999999,0.7199999999999999,1.2399999999999998,1,2,-0.5200000000000002,0.7199999999999998,1.24,-1.0,-0.62
0.28200000000000003,0.1,1.0,0.0,-0.518,0.7179999999999992,1.2359999999999993,1,2,-0.5179999999999997,0.7179999999999996,1.2359999999999993,-1.0,-0.6179999999999997
0.28400000000000003,0.1,1.0,0.0,-0.516,0.7159999999999999,1.2319999999999998,1,2,-0.5160000000000002,0.7160000000000001,1.2320000000000002,-1.0,-0.6160000000000001
0.28600000000000003,0.1,1.0,0.0,-0.514,0.7139999999999999,1.2279999999999998,1,2,-0.514,0.7139999999999996,1.2279999999999998,-1.0,-0.6139999999999999
0.28800000000000003,0.1,1.0,0.0,-0.5119999999999999,0.7119999999999993,1.2239999999999993,1,3,-0.5119999999999997,0.712,1.2239999999999998,-1.0,-0.6119999999999999
0.29,0.1,1.0,0.0,-0.5100000000000001,0.7099999999999999,1.22,1,2,-0.5099999999999999,0.7099999999999996,1.2199999999999995,-1.0,-0.6099999999999998
0.292,0.1,1.0,0.0,-0.508,0.7079999999999996,1.2159999999999997,1,3,-0.508,0.7080000000000003,1.2160000000000002,-1.0,-0.6080000000000001
0.294,0.1,1.0,0.0,-0.506,0.7059999999999994,1.2119999999999993,1,3,-0.5059999999999996,0.7059999999999998,1.2119999999999993,-1.0,-0.6059999999999997
0.296,0.1,1.0,0.0,-0.5039999999999997,0.7039999999999995,1.2079999999999993,1,2,-0.5040000000000003,0.704,1.2080000000000002,-1.0,-0.6040000000000001
0.298,0.1,1.0,0.0,-0.5019999999999997,0.702,1.2039999999999997,1,3,-0.5019999999999999,0.702,1.2039999999999997,-1.0,-0.6019999999999999
0.3,0.1,1.0,0.0,-0.5000000000000001,0.6999999999999997,1.1999999999999997,1,2,-0.49999999999999983,0.6999999999999998,1.1999999999999997,-1.0,-0.5999999999999999
0.302,0.1,1.0,0.0,-0.49799999999999967,0.698,1.1959999999999997,1,2,-0.4980000000000001,0.6979999999999998,1.196,-1.0,-0.598
0.304,0.1,1.0,0.0,-0.49599999999999983,0.6959999999999994,1.1919999999999993,1,3,-0.496,0.696,1.192,-1.0,-0.596
0.306,0.1,1.0,0.0,-0.4939999999999995,0.6939999999999997,1.1879999999999993,1,2,-0.49400000000000016,0.6940000000000001,1.1880000000000002,-1.0,-0.5940000000000001
0.308,0.1,1.0,0.0,-0.4919999999999998,0.6919999999999994,1.1839999999999993,1,3,-0.49199999999999966,0.6919999999999998,1.1839999999999995,-1.0,-0.5919999999999997
0.31,0.1,1.0,0.0,-0.48999999999999927,0.6899999999999995,1.1799999999999988,1,3,-0.4900000000000004,0.6900000000000004,1.1800000000000008,-1.0,-0.5900000000000004
0.312,0.1,1.0,0.0,-0.48799999999999993,0.688,1.176,1,3,-0.48800000000000004,0.6880000000000004,1.1760000000000004,-1.0,-0.5880000000000002
0.314,0.1,1.0,0.0,-0.48600000000000004,0.6859999999999999,1.172,1,2,-0.48599999999999977,0.6859999999999999,1.1719999999999997,-1.0,-0.5859999999999999
0.316,0.1,1.0,0.0,-0.48399999999999965,0.6839999999999998,1.1679999999999995,1,3,-0.48399999999999976,0.684,1.1679999999999997,-1.0,-0.5839999999999999
0.318,0.1,1.0,0.0,-0.4819999999999999,0.6819999999999998,1.1639999999999997,1,3,-0.48200000000000004,0.682,1.1640000000000001,-1.0,-0.5820000000000001
0.32,0.1,1.0,0.0,-0.47999999999999976,0.6799999999999996,1.1599999999999993,1,3,-0.47999999999999965,0.6799999999999999,1.1599999999999997,-1.0,-0.5799999999999998
0.322,0.1,1.0,0.0,-0.47799999999999954,0.6779999999999995,1.155999999999999,1,3,-0.4779999999999998,0.678,1.156,-1.0,-0.578
0.324,0.1,1.0,0.0,-0.4759999999999996,0.6759999999999997,1.1519999999999992,1,2,-0.4760000000000001,0.676,1.1520000000000001,-1.0,-0.5760000000000001
0.326,0.1,1.0,0.0,-0.47400000000000003,0.6739999999999994,1.1479999999999995,1,3,-0.47400000000000014,0.6739999999999998,1.148,-1.0,-0.574
0.328,0.1,1.0,0.0,-0.4719999999999998,0.6719999999999997,1.1439999999999995,1,2,-0.4720000000000003,0.6719999999999998,1.1440000000000001,-1.0,-0.5720000000000001
0.33,0.1,1.0,0.0,-0.4699999999999997,0.6699999999999995,1.1399999999999992,1,2,-0.4699999999999998,0.6699999999999999,1.1399999999999997,-1.0,-0.5699999999999998
0.332,0.1,1.0,0.0,-0.4680000000000002,0.6679999999999998,1.1360000000000001,1,3,-0.468,0.6680000000000001,1.1360000000000001,-1.0,-0.5680000000000001
0.334,0.1,1.0,0.0,-0.4659999999999996,0.6659999999999995,1.131999999999999,1,3,-0.46599999999999986,0.6659999999999998,1.1319999999999997,-1.0,-0.5659999999999998
0.336,0.1,1.0,0.0,-0.46399999999999997,0.6639999999999995,1.1279999999999994,1,2,-0.4639999999999997,0.6639999999999998,1.1279999999999994,-1.0,-0.5639999999999997
0.338,0.1,1.0,0.0,-0.46199999999999974,0.6619999999999999,1.1239999999999997,1,3,-0.462,0.6620000000000004,1.1240000000000003,-1.0,-0.5620000000000002
0.34,0.1,1.0,0.0,-0.4599999999999998,0.6599999999999999,1.1199999999999997,1,2,-0.45999999999999985,0.66,1.1199999999999999,-1.0,-0.5599999999999999
0.342,0.1,1.0,0.0,-0.45799999999999974,0.6579999999999997,1.1159999999999994,1,2,-0.4579999999999994,0.6579999999999994,1.1159999999999988,-1.0,-0.5579999999999994
0.34400000000000003,0.1,1.0,0.0,-0.4559999999999998,0.6559999999999999,1.1119999999999997,1,2,-0.45599999999999974,0.6559999999999994,1.1119999999999992,-1.0,-0.5559999999999996
0.34600000000000003,0.1,1.0,0.0,-0.4539999999999999,0.6539999999999998,1.1079999999999997,1,2,-0.4540000000000002,0.6539999999999997,1.1079999999999999,-1.0,-0.5539999999999999
0.34800000000000003,0.1,1.0,0.0,-0.4519999999999998,0.6519999999999997,1.1039999999999994,1,2,-0.4519999999999998,0.6519999999999999,1.1039999999999996,-1.0,-0.5519999999999998
0.35000000000000003,0.1,1.0,0.0,-0.45,0.6499999999999999,1.0999999999999999,1,3,-0.45000000000000007,0.6499999999999999,1.1,-1.0,-0.55
0.352,0.1,1.0,0.0,-0.44799999999999984,0.6479999999999997,1.0959999999999996,1,2,-0.4479999999999999,0.648,1.0959999999999999,-1.0,-0.5479999999999999
0.354,0.1,1.0,0.0,-0.4459999999999995,0.6459999999999996,1.0919999999999992,1,2,-0.4460000000000002,0.6459999999999999,1.092,-1.0,-0.546
0.356,0.1,1.0,0.0,-0.4439999999999995,0.6439999999999997,1.0879999999999992,1,2,-0.44400000000000045,0.6439999999999999,1.0880000000000003,-1.0,-0.5440000000000002
0.358,0.1,1.0,0.0,-0.44199999999999967,0.6419999999999998,1.0839999999999994,1,2,-0.44200000000000045,0.6419999999999999,1.0840000000000003,-1.0,-0.5420000000000001
0.36,0.1,1.0,0.0,-0.4399999999999995,0.6399999999999998,1.0799999999999992,1,3,-0.4400000000000001,0.6400000000000005,1.0800000000000005,-1.0,-0.5400000000000003
0.362,0.1,1.0,0.0,-0.43799999999999994,0.6379999999999999,1.0759999999999998,1,3,-0.438,0.6380000000000001,1.076,-1.0,-0.538
0.364,0.1,1.0,0.0,-0.43599999999999994,0.6359999999999996,1.0719999999999996,1,2,-0.4360000000000002,0.636,1.0720000000000003,-1.0,-0.5360000000000001
0.366,0.1,1.0,0.0,-0.4339999999999999,0.6339999999999998,1.0679999999999996,1,3,-0.4340000000000001,0.6340000000000006,1.0680000000000007,-1.0,-0.5340000000000004
0.368,0.1,1.0,0.0,-0.43199999999999983,0.6319999999999995,1.0639999999999992,1,3,-0.43200000000000005,0.6320000000000001,1.064,-1.0,-0.532
0.37,0.1,1.0,0.0,-0.4299999999999998,0.6299999999999998,1.0599999999999996,1,2,-0.42999999999999994,0.6299999999999997,1.0599999999999996,-1.0,-0.5299999999999998
0.372,0.1,1.0,0.0,-0.42799999999999994,0.6279999999999993,1.0559999999999992,1,3,-0.4280000000000001,0.6280000000000003,1.0560000000000005,-1.0,-0.5280000000000002
0.374,0.1,1.0,0.0,-0.42599999999999993,0.626,1.052,1,3,-0.4260000000000002,0.6260000000000003,1.0520000000000005,-1.0,-0.5260000000000002
0.376,0.1,1.0,0.0,-0.424,0.6239999999999997,1.0479999999999996,1,3,-0.4240000000000001,0.624,1.048,-1.0,-0.524
0.378,0.1,1.0,0.0,-0.422,0.6219999999999994,1.0439999999999994,1,2,-0.4220000000000002,0.6220000000000002,1.0440000000000005,-1.0,-0.5220000000000002
0.38,0.1,1.0,0.0,-0.4199999999999999,0.6199999999999999,1.0399999999999998,1,2,-0.41999999999999993,0.62,1.04,-1.0,-0.52
0.382,0.1,1.0,0.0,-0.4179999999999999,0.6179999999999994,1.0359999999999994,1,2,-0.4180000000000003,0.6179999999999999,1.0360000000000003,-1.0,-0.5180000000000001
0.384,0.1,1.0,0.0,-0.4160000000000001,0.616,1.032,1,2,-0.4160000000000002,0.616,1.0320000000000003,-1.0,-0.5160000000000001
0.386,0.1,1.0,0.0,-0.41399999999999976,0.6139999999999997,1.0279999999999994,1,3,-0.4140000000000001,0.6140000000000005,1.0280000000000007,-1.0,-0.5140000000000003
0.388,0.1,1.0,0.0,-0.4120000000000001,0.6119999999999995,1.0239999999999996,1,3,-0.41200000000000014,0.612,1.024,-1.0,-0.512
0.39,0.1,1.0,0.0,-0.4099999999999995,0.6099999999999998,1.0199999999999991,1,3,-0.40999999999999986,0.6100000000000003,1.0200000000000002,-1.0,-0.5100000000000001
0.392,0.1,1.0,0.0,-0.40799999999999964,0.6079999999999999,1.0159999999999996,1,3,-0.40800000000000014,0.6080000000000001,1.0160000000000002,-1.0,-0.5080000000000001
0.394,0.1,1.0,0.0,-0.4059999999999999,0.6059999999999997,1.0119999999999996,1,2,-0.4060000000000002,0.6060000000000002,1.0120000000000005,-1.0,-0.5060000000000002
0.396,0.1,1.0,0.0,-0.40399999999999975,0.6039999999999998,1.0079999999999996,1,3,-0.4039999999999997,0.6040000000000001,1.0079999999999998,-1.0,-0.5039999999999999
0.398,0.1,1.0,0.0,-0.4019999999999998,0.6019999999999998,1.0039999999999996,1,2,-0.40199999999999997,0.6020000000000001,1.004,-1.0,-0.502
0.4,0.1,1.0,0.0,-0.3999999999999999,0.5999999999999995,0.9999999999999994,1,2,-0.4000000000000002,0.5999999999999999,1.0,-1.0,-0.5
0.402,0.1,1.0,0.0,-0.3979999999999999,0.598,0.9959999999999999,1,2,-0.39800000000000013,0.598,0.9960000000000001,-1.0,-0.49800000000000005
0.404,0.1,1.0,0.0,-0.3959999999999998,0.5959999999999998,0.9919999999999995,1,3,-0.39599999999999985,0.596,0.9919999999999998,-1.0,-0.4959999999999999
0.406,0.1,1.0,0.0,-0.3939999999999999,0.5939999999999999,0.9879999999999998,1,3,-0.3939999999999998,0.5940000000000001,0.9879999999999999,-1.0,-0.49399999999999994
0.40800000000000003,0.1,1.0,0.0,-0.3919999999999999,0.5919999999999996,0.9839999999999995,1,2,-0.39200000000000024,0.592,0.9840000000000002,-1.0,-0.4920000000000001
0.41000000000000003,0.1,1.0,0.0,-0.39,0.5899999999999999,0.9799999999999999,1,3,-0.39000000000000007,0.5900000000000002,0.9800000000000002,-1.0,-0.4900000000000001
0.41200000000000003,0.1,1.0,0.0,-0.3880000000000003,0.5879999999999999,0.9760000000000002,1,2,-0.3879999999999998,0.588,0.9759999999999998,-1.0,-0.4879999999999999
0.41400000000000003,0.1,1.0,0.0,-0.3859999999999996,0.5859999999999997,0.9719999999999993,1,2,-0.3860000000000001,0.5859999999999999,0.972,-1.0,-0.486
0.41600000000000004,0.1,1.0,0.0,-0.384,0.5839999999999999,0.9679999999999999,1,3,-0.38400000000000023,0.5840000000000002,0.9680000000000004,-1.0,-0.4840000000000002
0.418,0.1,1.0,0.0,-0.38199999999999984,0.5819999999999993,0.9639999999999991,1,3,-0.3820000000000002,0.5820000000000001,0.9640000000000002,-1.0,-0.4820000000000001
0.42,0.1,1.0,0.0,-0.38,0.5799999999999998,0.9599999999999999,1,2,-0.3800000000000002,0.5800000000000001,0.9600000000000003,-1.0,-0.48000000000000015
0.422,0.1,1.0,0.0,-0.378,0.5779999999999998,0.9559999999999998,1,2,-0.3780000000000001,0.578,0.9560000000000001,-1.0,-0.47800000000000004
0.424,0.1,1.0,0.0,-0.3760000000000002,0.5759999999999998,0.9520000000000001,1,3,-0.3759999999999999,0.576,0.9519999999999998,-1.0,-0.4759999999999999
0.426,0.1,1.0,0.0,-0.3739999999999999,0.5739999999999997,0.9479999999999996,1,2,-0.37400000000000033,0.5740000000000001,0.9480000000000004,-1.0,-0.4740000000000002
0.428,0.1,1.0,0.0,-0.3719999999999999,0.572,0.9439999999999998,1,3,-0.37200000000000016,0.5720000000000004,0.9440000000000006,-1.0,-0.4720000000000003
0.43,0.1,1.0,0.0,-0.36999999999999966,0.5699999999999998,0.9399999999999995,1,2,-0.3700000000000006,0.57,0.9400000000000006,-1.0,-0.4700000000000003
0.432,0.1,1.0,0.0,-0.3679999999999998,0.5679999999999997,0.9359999999999995,1,2,-0.36800000000000016,0.5679999999999998,0.9359999999999999,-1.0,-0.46799999999999997
0.434,0.1,1.0,0.0,-0.3659999999999999,0.5659999999999998,0.9319999999999997,1,2,-0.3659999999999999,0.5659999999999996,0.9319999999999995,-1.0,-0.46599999999999975
0.436,0.1,1.0,0.0,-0.3639999999999999,0.5639999999999998,0.9279999999999997,1,2,-0.3639999999999998,0.564,0.9279999999999997,-1.0,-0.46399999999999986
0.438,0.1,1.0,0.0,-0.36200000000000004,0.562,0.9240000000000002,1,3,-0.36200000000000043,0.5620000000000003,0.9240000000000007,-1.0,-0.46200000000000035
0.44,0.1,1.0,0.0,-0.3599999999999999,0.5599999999999996,0.9199999999999995,1,3,-0.3599999999999999,0.5600000000000003,0.9200000000000002,-1.0,-0.4600000000000001
