point_id,v,t,lm,gap,chern,z2,edge_state,corner_state,Wilson_loop,z2_flip_axes,max_chern_delta,min_neighbor_abs_gap,is_chern_jump,phase_family,special_score
v_0p60_t_0p30_lm_0p10,0.6,0.3,0.1,1.3877787807814457e-16,5.332961463617704e-17,0,1,0,-0.4069149256249225,2,1.741687643735068e-16,0.19999999999999932,0,C1_critical_inversion_core,7.799999999999988
v_0p60_t_0p30_lm_0p20,0.6,0.3,0.2,0.19999999999999993,2.2749837900968383e-16,0,0,0,0.21484355578413028,2,3.582928517783505e-16,1.1670718467565813e-16,0,R0_robust_trivial,2.8000000000000003
v_0p60_t_0p30_lm_0p30,0.6,0.3,0.3,0.39999999999999936,-4.5931987224608936e-17,1,0,0,0.5404293904956085,2,2.7343036623429276e-16,0.19999999999999957,0,R1_robust_z2,3.4
v_0p60_t_0p30_lm_0p40,0.6,0.3,0.4,0.5999999999999999,2.2147930638464623e-16,0,0,0,-0.18273812735520498,3,4.945306396281753e-16,0.39999999999999936,0,R0_robust_trivial,4.199999999999999
v_0p60_t_0p30_lm_0p50,0.6,0.3,0.5,0.7661903789690592,1.620484626518529e-16,1,0,0,-0.9090440091116945,3,4.266238687596544e-16,0.4770329614268998,0,R1_robust_z2,4.799999999999999
v_0p60_t_0p30_lm_0p60,0.6,0.3,0.6,0.5999999999999994,-7.256028097665051e-17,1,0,0,0.9957607946119528,2,2.346087436285034e-16,0.3999999999999988,0,R1_robust_z2,3.4
v_0p60_t_0p30_lm_0p70,0.6,0.3,0.7,0.39999999999999913,-2.7119877098757423e-17,0,0,0,0.14767319264604226,3,2.5544612480023315e-16,0.19999999999999862,0,R0_robust_trivial,4.199999999999999
v_0p60_t_0p30_lm_0p80,0.6,0.3,0.8,0.19999999999999862,-4.51764739106101e-17,0,0,0,0.2835548598675727,2,3.1986337440848046e-16,5.351373934042006e-16,0,R0_robust_trivial,2.8
v_0p60_t_0p30_lm_0p90,0.6,0.3,0.9,-1.1934897514720433e-15,-5.205369807900991e-17,1,1,0,3.228180645570984,2,2.294273954574644e-16,0.19999999999999835,0,C1_critical_inversion_core,8.399999999999904
v_0p60_t_0p30_lm_1p00,0.6,0.3,1.0,-0.20000000000000162,-2.6845473871966403e-17,0,0,0,0.2712245995219735,2,3.775332348334239e-16,8.881784197001252e-16,0,P0_precursor_trivial,2.8
v_0p60_t_0p40_lm_0p00,0.6,0.4,0.0,-4.440892098500626e-16,6.051487780080031e-17,1,1,0,0.7593616784527636,2,3.056592534446903e-16,4.996003610813204e-16,0,C1_critical_inversion_core,8.399999999999965
v_0p60_t_0p40_lm_0p10,0.6,0.4,0.1,0.19999999999999993,1.74365413217077e-17,1,0,0,-0.5286273172720433,3,5.683546894663266e-16,1.1102230246251565e-16,0,R1_robust_z2,4.799999999999999
v_0p60_t_0p40_lm_0p20,0.6,0.4,0.2,0.39999999999999974,5.857912307880344e-16,0,0,0,0.45443192135497884,2,9.749663274800474e-16,0.19999999999999993,0,R0_robust_trivial,2.8000000000000007
v_0p60_t_0p40_lm_0p30,0.6,0.4,0.3,0.5999999999999992,-1.119242810738613e-16,0,0,0,1.991809142748784,3,6.977155118618957e-16,0.39999999999999936,0,R0_robust_trivial,4.199999999999999
v_0p60_t_0p40_lm_0p40,0.6,0.4,0.4,0.7999999999999996,2.6612035785884487e-17,1,0,0,-0.5224888797335681,2,3.5968209019161464e-16,0.5999999999999985,0,R1_robust_z2,3.4
v_0p60_t_0p40_lm_0p50,0.6,0.4,0.5,0.9999999999999989,-9.154007384504596e-17,0,0,0,-0.33506777481135175,2,4.818913361068321e-16,0.7661903789690592,0,R0_robust_trivial,2.8
v_0p60_t_0p40_lm_0p60,0.6,0.4,0.6,0.7999999999999987,-9.517136696356457e-17,1,0,0,-0.8418025283800766,2,3.6867134020767783e-16,0.5999999999999985,0,R1_robust_z2,3.4
v_0p60_t_0p40_lm_0p70,0.6,0.4,0.7,0.5999999999999992,-3.2374124597951986e-17,1,0,0,0.759752058430934,1,2.4703564376388387e-16,0.39999999999999886,0,R1_robust_z2,2.0
v_0p60_t_0p40_lm_0p80,0.6,0.4,0.8,0.39999999999999947,-1.564588429236691e-16,1,0,0,-1.4580087046044095,2,1.5970760325434383e-16,0.1999999999999985,0,R1_robust_z2,3.4
v_0p60_t_0p40_lm_0p90,0.6,0.4,0.9,0.19999999999999857,-2.8148109353647433e-16,1,0,0,1.3385861529887537,1,6.740824132662638e-16,1.1934897514720433e-15,0,R1_robust_z2,2.0000000000000004
v_0p60_t_0p40_lm_1p00,0.6,0.4,1.0,-1.3877787807814457e-15,-1.1513303492395867e-16,1,1,0,-0.5165862314902585,1,3.803463809465755e-16,0.1999999999999979,0,C1_critical_inversion_core,6.999999999999888
v_0p60_t_0p50_lm_0p00,0.6,0.5,0.0,-4.996003610813204e-16,-2.4514437564389e-16,0,1,0,-0.42169001340661405,3,4.0667578841674473e-16,4.440892098500626e-16,0,C1_critical_inversion_core,9.19999999999996
v_0p60_t_0p50_lm_0p10,0.6,0.5,0.1,0.21980390271855516,-8.419965748556982e-18,1,0,0,-0.6790388941782332,3,2.36724409895333e-16,4.996003610813204e-16,0,R1_robust_z2,4.799999999999999
v_0p60_t_0p50_lm_0p20,0.6,0.5,0.2,0.4770329614268995,1.2096020034714175e-16,1,0,0,0.6523086575420957,1,4.934186679470725e-16,0.21980390271855516,0,R1_robust_z2,2.0
v_0p60_t_0p50_lm_0p30,0.6,0.5,0.3,0.7661903789690597,1.2686432296998969e-16,1,0,0,-0.7630782322649544,2,4.599343773757199e-16,0.4770329614268995,0,R1_robust_z2,3.4
