ky,gap_center_mod,gap_center_unwrapped,largest_gap_size,largest_gap_index
0.0,0.9949314114175443,0.9949314114175443,0.5991323225404677,3
0.06283185307179587,0.003005544466265775,1.0030055444662658,0.555315625836365,3
0.12566370614359174,0.4993814091483596,1.4993814091483597,0.644523775711136,1
0.1884955592153876,0.9980563225659351,1.9980563225659353,0.4917138950246396,3
0.25132741228718347,0.48700030450878407,2.4870003045087845,0.613460271363439,1
0.3141592653589793,0.00046077459540661003,2.000460774595407,0.4610493303867811,3
0.3769911184307752,0.5003280596576611,2.5003280596576616,0.46720509094414947,1
0.4398229715025711,0.500102447738642,2.5001024477386427,0.37799605195176306,1
0.5026548245743669,0.5038943097077077,2.503894309707708,0.3679194123707481,1
0.5654866776461628,0.0004938577427897606,3.00049385774279,0.322249375706529,3
0.6283185307179586,0.5012095498828038,2.5012095498828044,0.30612641571765387,1
0.6911503837897546,0.9994365547376826,2.999436554737683,0.573121479891302,3
0.7539822368615504,0.9996134211138792,2.99961342111388,0.5229184764115489,3
0.8168140899333463,0.9987698898638617,2.9987698898638624,0.3794829883893467,3
0.8796459430051422,0.9966610216257454,2.996661021625746,0.39720031068538064,3
0.942477796076938,0.5016613963814482,2.501661396381449,0.5505479752168403,1
1.0053096491487339,0.5016188984051219,2.5016188984051224,0.5395174050066409,1
1.0681415022205298,0.49993266479739096,2.4999326647973916,0.43779724934888486,1
1.1309733552923256,0.0018752357735745129,2.001875235773575,0.5943733244167477,3
1.1938052083641215,0.4954635396702418,2.4954635396702423,0.5083654216289588,1
1.2566370614359172,0.49857484300245225,2.498574843002453,0.39539602147767305,1
1.3194689145077132,0.996157132618479,2.9961571326184795,0.4800743289512761,3
1.3823007675795091,0.49963816528311855,2.4996381652831188,0.48860617316427435,1
1.4451326206513049,0.49807603222022645,2.4980760322202267,0.5085972758979067,1
1.5079644737231008,0.5135232680348218,2.513523268034822,0.581935255276727,1
1.5707963267948968,0.00925864600988402,3.0092586460098842,0.520923904311791,3
1.6336281798666925,0.48640452484554053,3.4864045248455406,0.6338085426971054,1
1.6964600329384885,0.9987392905241046,2.998739290524105,0.48705311426624887,3
1.7592918860102844,0.5087088231936963,2.5087088231936967,0.45553071099991804,1
1.8221237390820801,0.9984530842111821,2.9984530842111825,0.3870285112131677,3
1.884955592153876,0.4964856977492774,3.4964856977492778,0.35011836030951016,1
1.9477874452256718,0.9894463803046142,3.9894463803046145,0.42483453583758224,3
2.0106192982974678,0.008841358319067849,4.008841358319068,0.47446883125431993,3
2.0734511513692637,0.5112309367266711,3.511230936726671,0.36891329507138093,1
2.1362830044410597,0.5009968612619771,3.500996861261977,0.595117975337347,1
2.199114857512855,0.25689221546371455,3.2568922154637145,0.26491383625456244,0
2.261946710584651,0.9959047817273041,2.995904781727304,0.49483235524562286,3
2.324778563656447,0.9987202365990355,2.9987202365990355,0.5784925479825356,3
2.387610416728243,0.0009796345664940809,3.000979634566494,0.505240470128463,3
2.450442269800039,0.49301978188295337,3.4930197818829534,0.6880115496438473,1
2.5132741228718345,0.9962729000291901,2.99627290002919,0.570359817752669,3
2.5761059759436304,0.9981341214060222,2.9981341214060224,0.4553742398016998,3
2.6389378290154264,0.004877512791935601,3.0048775127919356,0.6396041506808547,3
2.7017696820872223,0.5051456260640916,2.505145626064092,0.695699965711913,1
2.7646015351590183,0.49363132142893784,2.4936313214289383,0.5109585840833715,1
2.8274333882308142,0.9980006875691443,1.9980006875691447,0.30783101566060145,3
2.8902652413026098,0.4934810320981029,2.4934810320981033,0.5782534286744294,1
2.9530970943744057,0.9943825398413171,1.9943825398413175,0.3043987623709028,3
3.0159289474462017,0.4905163507264816,2.490516350726482,0.5688201412073459,1
3.0787608005179976,0.5024404793073133,2.502440479307314,0.5180435728062285,1
3.141592653589793,0.24099457493992782,2.2409945749399283,0.32608634973745154,0
