ky,gap_center_mod,gap_center_unwrapped,largest_gap_size,largest_gap_index
0.0,0.0003091852510663795,0.0003091852510663795,0.446677763433017,3
0.06283185307179587,0.9939185360342249,-0.006081463965775136,0.5724213117565062,3
0.12566370614359174,0.5057148584267558,-0.4942851415732442,0.40970613785526805,1
0.1884955592153876,0.5009127824753001,-0.49908721752469987,0.46082783556066875,1
0.25132741228718347,0.4970984707575947,-0.5029015292424053,0.45129458120604093,1
0.3141592653589793,0.0028641071463018086,-0.9971358928536982,0.4818771426319459,3
0.3769911184307752,0.0005903626190866262,-0.9994096373809134,0.4323410471725859,3
0.4398229715025711,0.5004680390839893,-0.4995319609160107,0.5295542602143697,1
0.5026548245743669,0.9994361800759534,-0.0005638199240466379,0.3937435183598834,3
0.5654866776461628,0.006762893735336117,0.006762893735336117,0.5851219132715819,3
0.6283185307179586,0.4986578975292646,0.4986578975292646,0.5700252246934814,1
0.6911503837897546,0.0007717477018105434,0.0007717477018105434,0.47590158781437086,3
0.7539822368615504,0.5048004160108248,-0.4951995839891752,0.5554069059620694,1
0.8168140899333463,0.9956275143048361,-0.004372485695163908,0.458525500657887,3
0.8796459430051422,0.005853051946905552,0.005853051946905552,0.41297213223293183,3
0.942477796076938,0.004701920379929447,0.004701920379929447,0.5121395813313026,3
1.0053096491487339,0.49607908314434845,0.49607908314434845,0.3756629424726783,1
1.0681415022205298,0.500912178671687,0.500912178671687,0.6231686250225238,1
1.1309733552923256,0.5015016687941258,0.5015016687941258,0.40498932103084195,1
1.1938052083641215,0.49543791292103767,0.49543791292103767,0.5019707276255454,1
1.2566370614359172,0.9982064431268209,-0.0017935568731790585,0.395856837866964,3
1.3194689145077132,0.9998297865758585,-0.00017021342414147433,0.4383127621994275,3
1.3823007675795091,0.9979405510987196,-0.002059448901280403,0.46393751258417826,3
1.4451326206513049,0.9977688783743589,-0.002231121625641097,0.3655910169122396,3
1.5079644737231008,0.0014703802803486266,0.0014703802803486266,0.32428462252967305,3
1.5707963267948968,0.9878108719350819,-0.01218912806491812,0.6697074229327329,3
1.6336281798666925,0.012453887604067404,0.012453887604067404,0.7539405280256747,3
1.6964600329384885,0.9992963595659659,-0.0007036404340341473,0.5345272418840818,3
1.7592918860102844,0.4947466958414795,0.49474669584147946,0.493207888072288,1
1.8221237390820801,0.004103738333791629,0.004103738333791573,0.3503241907360478,3
1.884955592153876,0.5087955064905747,-0.49120449350942536,0.5691800876791961,1
1.9477874452256718,0.0017942187948145616,0.001794218794814506,0.45078870462149023,3
2.0106192982974678,0.002810025440837638,0.0028100254408375824,0.5018836200657695,3
2.0734511513692637,0.4943233008586746,0.49432330085867454,0.3996521548576617,1
2.1362830044410597,0.49327908636203244,0.4932790863620324,0.44078846569987284,1
2.199114857512855,0.5070994450243362,0.5070994450243362,0.41790126818791573,1
2.261946710584651,0.4929053024813109,0.4929053024813109,0.5041054029150078,1
2.324778563656447,0.507684183607034,0.507684183607034,0.5352033327687735,1
2.387610416728243,0.010062360404175408,0.010062360404175408,0.4692667260946122,3
2.450442269800039,0.5050976314553255,0.5050976314553255,0.6223089019039851,1
2.5132741228718345,0.25854918302264496,0.25854918302264496,0.3571332974589949,0
2.5761059759436304,0.23101632795229532,0.23101632795229532,0.3184514225149717,0
2.6389378290154264,0.5030939790580058,0.5030939790580058,0.35475121113020347,1
2.7017696820872223,0.980182364706883,0.980182364706883,0.5799918329762508,3
2.7646015351590183,0.00013197180201940384,1.0001319718020194,0.3686117028446365,3
2.8274333882308142,0.5060690875813275,0.5060690875813275,0.465132740466337,1
2.8902652413026098,0.9970901170189503,0.9970901170189503,0.4262317325495393,3
2.9530970943744057,0.001151424334484119,1.0011514243344841,0.3454154458494796,3
3.0159289474462017,0.003075246609101079,1.003075246609101,0.5348982536236147,3
3.0787608005179976,0.9864658397643093,0.9864658397643093,0.3277541260405211,3
3.141592653589793,0.994620830008571,0.994620830008571,0.42237405940287287,3
