kz_frac,chern_slice,gap_slice,wilson_winding,z2
0.000000000000000000e+00,7.824221852993076842e-17,-1.999999999999997891e-01,2.597647849638799467e-01,0.000000000000000000e+00
4.761904761904761640e-02,4.417896810331040346e-17,-1.865969914701542387e-01,3.765309003182939485e-01,0.000000000000000000e+00
9.523809523809523281e-02,2.632020837367429761e-17,-1.466873669433696459e-01,3.103703612521482857e-01,0.000000000000000000e+00
1.428571428571428492e-01,-3.037198031918261515e-17,-8.116264148290303071e-02,1.348414666694203401e+00,1.000000000000000000e+00
1.904761904761904656e-01,-2.154920662813250007e-16,8.513470820805169037e-03,2.227609452958741534e-02,0.000000000000000000e+00
2.380952380952380820e-01,-6.422264934301626572e-17,1.203377538042078032e-01,-1.556130039699802570e+00,0.000000000000000000e+00
2.857142857142856984e-01,-8.369637289078485184e-17,2.518122377695189984e-01,1.874248036450447408e-01,0.000000000000000000e+00
3.333333333333333148e-01,-2.051628282659912098e-16,3.999999999999991340e-01,-1.826046818014755158e-01,0.000000000000000000e+00
3.809523809523809312e-01,-4.287760363799902616e-17,5.615907707603250421e-01,-8.237376596102079507e-01,1.000000000000000000e+00
4.285714285714285476e-01,1.005548537911689528e-16,7.329748792524222178e-01,1.652733100493093854e+00,0.000000000000000000e+00
4.761904761904761640e-01,-2.428987196778106276e-17,9.103238876962902459e-01,2.562744347254394262e-01,0.000000000000000000e+00
5.238095238095237249e-01,-1.615396283354437590e-16,9.103238876962909121e-01,-4.122322229295225515e-01,0.000000000000000000e+00
5.714285714285713969e-01,-1.335625592387392603e-17,7.329748792524224399e-01,5.785027733319859228e-02,0.000000000000000000e+00
6.190476190476190688e-01,1.411148107041427770e-16,5.615907707603249310e-01,-7.523632236248533056e-01,1.000000000000000000e+00
6.666666666666666297e-01,-2.007744285181325833e-17,3.999999999999996336e-01,1.073444230290585555e+00,1.000000000000000000e+00
7.142857142857141906e-01,-7.774316797026259507e-17,2.518122377695193315e-01,8.813168543570528701e-01,1.000000000000000000e+00
7.619047619047618625e-01,2.935339102198966365e-17,1.203377538042080808e-01,7.984225667351994016e-01,1.000000000000000000e+00
8.095238095238095344e-01,-8.337685862995420136e-17,8.513470820806001704e-03,-4.258307018373677644e-01,0.000000000000000000e+00
8.571428571428570953e-01,6.746157851290610702e-17,-8.116264148290341929e-02,-2.009117163787598859e+00,0.000000000000000000e+00
9.047619047619046562e-01,-1.154277652064121042e-16,-1.466873669433694793e-01,2.104579835307780922e+00,0.000000000000000000e+00
9.523809523809523281e-01,1.495451511899117940e-16,-1.865969914701540722e-01,-1.024918101695136086e+00,1.000000000000000000e+00
