kz_frac,chern_slice,gap_slice,wilson_winding,z2
0.000000000000000000e+00,2.123414708870848822e-16,4.770329614269000484e-01,-9.420731126361638896e-01,1.000000000000000000e+00
4.761904761904761640e-02,9.309452336276943063e-17,4.709140415410111302e-01,-2.754991340611609552e+00,1.000000000000000000e+00
9.523809523809523281e-02,1.669987440972785909e-16,4.527893036892719492e-01,3.939288587573766542e-01,0.000000000000000000e+00
1.428571428571428492e-01,7.943102630092144330e-17,4.233452999191369415e-01,6.104645845634079082e-01,1.000000000000000000e+00
1.904761904761904656e-01,3.050684977684779938e-17,3.836941054097145476e-01,-3.654319870323890496e-01,0.000000000000000000e+00
2.380952380952380820e-01,-5.527390781674500649e-19,3.353236263245955584e-01,2.108907437825864248e-02,0.000000000000000000e+00
2.857142857142856984e-01,-1.503095464942421868e-16,2.795435611106481533e-01,3.801310310149249583e-01,0.000000000000000000e+00
3.333333333333333148e-01,-2.938521121583696191e-17,1.859942816876156979e-01,2.335615117156697451e+00,0.000000000000000000e+00
3.809523809523809312e-01,-2.070887599627472813e-16,1.025018455539237622e-01,-1.972310817055701770e+00,0.000000000000000000e+00
4.285714285714285476e-01,6.138356259511886152e-17,3.899082840596389959e-02,1.389297551810432685e+00,1.000000000000000000e+00
4.761904761904761640e-01,-2.604008279874165936e-16,4.459518267293109510e-03,-1.186950237553919402e-01,0.000000000000000000e+00
5.238095238095237249e-01,6.135468907898090158e-17,4.459518267290851767e-03,1.283805374630536900e+00,1.000000000000000000e+00
5.714285714285713969e-01,2.458647290515764478e-16,3.899082840596641841e-02,1.344712664974778704e+00,1.000000000000000000e+00
6.190476190476190688e-01,-1.681121862980299294e-16,1.025018455539226520e-01,-1.200947941843292455e+00,1.000000000000000000e+00
6.666666666666666297e-01,1.028939670818156460e-16,1.859942816876163085e-01,2.242609057156189356e-01,0.000000000000000000e+00
7.142857142857141906e-01,-2.019892143855798061e-17,2.795435611106464879e-01,2.094255615786893010e+00,0.000000000000000000e+00
7.619047619047618625e-01,-1.067655596391082208e-16,3.353236263245955584e-01,-3.487027177698633906e-01,0.000000000000000000e+00
8.095238095238095344e-01,-1.362381496999672651e-16,3.836941054097144366e-01,-1.165249209375790601e-01,0.000000000000000000e+00
8.571428571428570953e-01,9.552213949080115108e-17,4.233452999191371080e-01,1.854763898409361955e+00,0.000000000000000000e+00
9.047619047619046562e-01,1.583074454582504775e-17,4.527893036892709500e-01,-3.871422697502489574e-01,0.000000000000000000e+00
9.523809523809523281e-01,-1.574476907072774985e-16,4.709140415410110747e-01,-5.871152500051460832e-01,1.000000000000000000e+00
