model,v,state_index,energy,abs_energy,energy_window,selection_mode
model_c_t34_soc34_only,0.1,376,-0.09999999999999973,0.09999999999999973,0.09999999999999973,window
model_c_t34_soc34_only,0.1,377,-0.09999999999999973,0.09999999999999973,0.09999999999999973,window
model_c_t34_soc34_only,0.1,378,-0.09999999999999967,0.09999999999999967,0.09999999999999973,window
model_c_t34_soc34_only,0.1,379,-0.09999999999999956,0.09999999999999956,0.09999999999999973,window
model_c_t34_soc34_only,0.1,380,-0.09999999999999937,0.09999999999999937,0.09999999999999973,window
model_c_t34_soc34_only,0.1,381,-0.09999999999999924,0.09999999999999924,0.09999999999999973,window
model_c_t34_soc34_only,0.1,382,-0.0985253729086217,0.0985253729086217,0.09999999999999973,window
model_c_t34_soc34_only,0.1,383,-0.09852537290862141,0.09852537290862141,0.09999999999999973,window
model_c_t34_soc34_only,0.1,384,-0.09849450459089167,0.09849450459089167,0.09999999999999973,window
model_c_t34_soc34_only,0.1,385,-0.09849450459089101,0.09849450459089101,0.09999999999999973,window
model_c_t34_soc34_only,0.1,386,-0.09844363308133872,0.09844363308133872,0.09999999999999973,window
model_c_t34_soc34_only,0.1,387,-0.09844363308133797,0.09844363308133797,0.09999999999999973,window
model_c_t34_soc34_only,0.1,388,-0.09837415391106837,0.09837415391106837,0.09999999999999973,window
model_c_t34_soc34_only,0.1,389,-0.0983741539110682,0.0983741539110682,0.09999999999999973,window
model_c_t34_soc34_only,0.1,390,-0.0982890991625277,0.0982890991625277,0.09999999999999973,window
model_c_t34_soc34_only,0.1,391,-0.09828909916252705,0.09828909916252705,0.09999999999999973,window
model_c_t34_soc34_only,0.1,392,-0.09819413234975086,0.09819413234975086,0.09999999999999973,window
model_c_t34_soc34_only,0.1,393,-0.09819413234975043,0.09819413234975043,0.09999999999999973,window
model_c_t34_soc34_only,0.1,394,-0.09809839689851708,0.09809839689851708,0.09999999999999973,window
model_c_t34_soc34_only,0.1,395,-0.09809839689851647,0.09809839689851647,0.09999999999999973,window
model_c_t34_soc34_only,0.1,396,-0.09801444407577549,0.09801444407577549,0.09999999999999973,window
model_c_t34_soc34_only,0.1,397,-0.0980144440757752,0.0980144440757752,0.09999999999999973,window
model_c_t34_soc34_only,0.1,398,-0.0979562904186993,0.0979562904186993,0.09999999999999973,window
model_c_t34_soc34_only,0.1,399,-0.0979562904186991,0.0979562904186991,0.09999999999999973,window
model_c_t34_soc34_only,0.1,400,0.09795629041869919,0.09795629041869919,0.09999999999999973,window
model_c_t34_soc34_only,0.1,401,0.09795629041869941,0.09795629041869941,0.09999999999999973,window
model_c_t34_soc34_only,0.1,402,0.09801444407577506,0.09801444407577506,0.09999999999999973,window
model_c_t34_soc34_only,0.1,403,0.09801444407577517,0.09801444407577517,0.09999999999999973,window
model_c_t34_soc34_only,0.1,404,0.09809839689851621,0.09809839689851621,0.09999999999999973,window
model_c_t34_soc34_only,0.1,405,0.09809839689851675,0.09809839689851675,0.09999999999999973,window
model_c_t34_soc34_only,0.1,406,0.09819413234975,0.09819413234975,0.09999999999999973,window
model_c_t34_soc34_only,0.1,407,0.09819413234975011,0.09819413234975011,0.09999999999999973,window
model_c_t34_soc34_only,0.1,408,0.09828909916252668,0.09828909916252668,0.09999999999999973,window
model_c_t34_soc34_only,0.1,409,0.09828909916252676,0.09828909916252676,0.09999999999999973,window
model_c_t34_soc34_only,0.1,410,0.09837415391106775,0.09837415391106775,0.09999999999999973,window
model_c_t34_soc34_only,0.1,411,0.09837415391106821,0.09837415391106821,0.09999999999999973,window
model_c_t34_soc34_only,0.1,412,0.09844363308133786,0.09844363308133786,0.09999999999999973,window
model_c_t34_soc34_only,0.1,413,0.09844363308133787,0.09844363308133787,0.09999999999999973,window
model_c_t34_soc34_only,0.1,414,0.09849450459089054,0.09849450459089054,0.09999999999999973,window
model_c_t34_soc34_only,0.1,415,0.09849450459089078,0.09849450459089078,0.09999999999999973,window
model_c_t34_soc34_only,0.1,416,0.0985253729086211,0.0985253729086211,0.09999999999999973,window
model_c_t34_soc34_only,0.1,417,0.09852537290862133,0.09852537290862133,0.09999999999999973,window
model_c_t34_soc34_only,0.1,418,0.09999999999999931,0.09999999999999931,0.09999999999999973,window
model_c_t34_soc34_only,0.1,419,0.09999999999999949,0.09999999999999949,0.09999999999999973,window
