v,Lx,Ly,bulk_gap,energy_window,state_index,energy,abs_energy
0.6,10,10,0.5440047606874248,0.16320142820622743,398,-4.7370918409889015e-05,4.7370918409889015e-05
0.6,10,10,0.5440047606874248,0.16320142820622743,399,-4.737091840966625e-05,4.737091840966625e-05
0.6,10,10,0.5440047606874248,0.16320142820622743,400,4.7370918409789654e-05,4.7370918409789654e-05
0.6,10,10,0.5440047606874248,0.16320142820622743,401,4.737091840999387e-05,4.737091840999387e-05
0.6,10,10,0.5440047606874248,0.16320142820622743,402,0.0032449514149953144,0.0032449514149953144
0.6,10,10,0.5440047606874248,0.16320142820622743,403,0.0032449514149954528,0.0032449514149954528
0.6,10,10,0.5440047606874248,0.16320142820622743,404,0.0032449514149956835,0.0032449514149956835
0.6,10,10,0.5440047606874248,0.16320142820622743,405,0.0032449514149959498,0.0032449514149959498
0.6,10,10,0.5440047606874248,0.16320142820622743,406,0.0034899353133254086,0.0034899353133254086
0.6,10,10,0.5440047606874248,0.16320142820622743,407,0.0034899353133256102,0.0034899353133256102
0.6,10,10,0.5440047606874248,0.16320142820622743,408,0.0034899353133257794,0.0034899353133257794
0.6,10,10,0.5440047606874248,0.16320142820622743,409,0.003489935313325925,0.003489935313325925
0.6,10,10,0.5440047606874248,0.16320142820622743,410,0.003626480811067841,0.003626480811067841
0.6,10,10,0.5440047606874248,0.16320142820622743,411,0.0036264808110683714,0.0036264808110683714
0.6,10,10,0.5440047606874248,0.16320142820622743,412,0.003626480811068423,0.003626480811068423
0.7,10,10,0.3620052322956887,0.10860156968870661,388,-0.01358760767032381,0.01358760767032381
0.7,10,10,0.3620052322956887,0.10860156968870661,389,-0.013587607670323541,0.013587607670323541
0.7,10,10,0.3620052322956887,0.10860156968870661,390,-0.013006910602738212,0.013006910602738212
0.7,10,10,0.3620052322956887,0.10860156968870661,391,-0.013006910602738212,0.013006910602738212
0.7,10,10,0.3620052322956887,0.10860156968870661,392,-0.013006910602738203,0.013006910602738203
0.7,10,10,0.3620052322956887,0.10860156968870661,393,-0.013006910602737926,0.013006910602737926
0.7,10,10,0.3620052322956887,0.10860156968870661,394,-0.011689144866553912,0.011689144866553912
0.7,10,10,0.3620052322956887,0.10860156968870661,395,-0.011689144866553756,0.011689144866553756
0.7,10,10,0.3620052322956887,0.10860156968870661,396,-0.011689144866553057,0.011689144866553057
0.7,10,10,0.3620052322956887,0.10860156968870661,397,-0.011689144866552965,0.011689144866552965
0.7,10,10,0.3620052322956887,0.10860156968870661,398,-0.0006598064499968975,0.0006598064499968975
0.7,10,10,0.3620052322956887,0.10860156968870661,399,-0.0006598064499958367,0.0006598064499958367
0.7,10,10,0.3620052322956887,0.10860156968870661,400,0.0006598064499955345,0.0006598064499955345
0.7,10,10,0.3620052322956887,0.10860156968870661,401,0.0006598064499959448,0.0006598064499959448
0.7,10,10,0.3620052322956887,0.10860156968870661,402,0.011689144866553522,0.011689144866553522
0.7,10,10,0.3620052322956887,0.10860156968870661,403,0.011689144866553546,0.011689144866553546
0.7,10,10,0.3620052322956887,0.10860156968870661,404,0.011689144866553872,0.011689144866553872
0.7,10,10,0.3620052322956887,0.10860156968870661,405,0.011689144866554162,0.011689144866554162
0.7,10,10,0.3620052322956887,0.10860156968870661,406,0.013006910602737964,0.013006910602737964
0.7,10,10,0.3620052322956887,0.10860156968870661,407,0.013006910602738028,0.013006910602738028
0.7,10,10,0.3620052322956887,0.10860156968870661,408,0.013006910602738219,0.013006910602738219
0.7,10,10,0.3620052322956887,0.10860156968870661,409,0.013006910602738396,0.013006910602738396
0.7,10,10,0.3620052322956887,0.10860156968870661,410,0.013587607670323359,0.013587607670323359
0.7,10,10,0.3620052322956887,0.10860156968870661,411,0.013587607670323631,0.013587607670323631
0.8,10,10,0.19367418534244046,0.058102255602732134,388,-0.03785476541095651,0.03785476541095651
0.8,10,10,0.19367418534244046,0.058102255602732134,389,-0.037854765410956254,0.037854765410956254
0.8,10,10,0.19367418534244046,0.058102255602732134,390,-0.0361841227014774,0.0361841227014774
0.8,10,10,0.19367418534244046,0.058102255602732134,391,-0.03618412270147729,0.03618412270147729
0.8,10,10,0.19367418534244046,0.058102255602732134,392,-0.036184122701477237,0.036184122701477237
0.8,10,10,0.19367418534244046,0.058102255602732134,393,-0.03618412270147689,0.03618412270147689
0.8,10,10,0.19367418534244046,0.058102255602732134,394,-0.031690860539050535,0.031690860539050535
0.8,10,10,0.19367418534244046,0.058102255602732134,395,-0.03169086053904943,0.03169086053904943
