state_index,energy
0,-1.4696792101470202
1,-1.4594208366228099
2,-1.4594208366228092
3,-1.4581516643154369
4,-1.4581516643154364
5,-1.4578007045130688
6,-1.4578007045130688
7,-1.447600147865333
8,-1.4476001478653318
9,-1.4264979640851887
10,-1.3847939465356107
11,-1.3558664165896246
12,-1.355866416589624
13,-1.348384100127909
14,-1.3483841001279084
15,-1.2979533490047508
16,-1.2979533490047508
17,-1.2885132587768866
18,-1.2885132587768857
19,-1.2652810063375097
20,-1.2261867381704563
21,-1.2261867381704554
22,-1.211777290262078
23,-1.1504734700986565
24,-1.0772915545300195
25,-1.0772915545300186
26,-1.072175364961569
27,-1.0721753649615684
28,-1.015026424459076
29,-1.0150264244590759
30,-0.8725006727236351
31,-0.8493319797888151
32,-0.8493319797888145
33,-0.8479648348928435
34,-0.8479648348928434
35,-0.7701838518783007
36,-0.7701838518783004
37,-0.6476514149140136
38,-0.6476514149140136
39,-0.43324797958397226
40,-0.3003072001497373
41,-0.3000024773174658
42,-0.3000024773174649
43,-0.2996927998502637
44,-0.11207206454988869
45,-0.11207206454988841
46,-0.09697773547521589
47,-0.09697773547521565
48,-0.08645976074693985
49,-0.08645976074693922
50,-0.06686096883006099
51,-0.0668609688300603
52,-0.018250525318511394
53,-0.018250525318511103
54,0.016475724407005773
55,0.016475724407006783
56,0.153973366962774
57,0.23036240491457616
58,0.2303624049145765
59,0.4460266330372258
60,0.5504734700986565
61,0.577558840310581
62,0.577558840310581
63,0.5859713045116997
64,0.5859713045116999
65,0.5889553892730458
66,0.5889553892730475
67,0.6652810063375098
68,0.7086238029447417
69,0.708623802944742
70,0.7269070783942926
71,0.7269070783942929
72,0.7847939465356103
73,0.8212912697993674
74,0.8212912697993675
75,0.8654031448886298
76,0.8654031448886301
77,0.8696792101470198
78,1.033247979583973
79,1.19655407109306
80,1.1965540710930607
81,1.2949664921231747
82,1.2949664921231747
83,1.4583338509820074
84,1.4583338509820085
85,1.4725006727236352
86,1.5308154855122442
87,1.5308154855122447
88,1.6256694125898359
89,1.6256694125898365
90,1.6616646555968906
91,1.6616646555968912
92,1.687422542860235
93,1.6874225428602354
94,1.7972247297907946
95,1.797224729790795
96,1.8117772902620792
97,1.9259259736568004
98,1.9259259736568013
99,2.0264979640851903
