ky,branch_1,branch_2,branch_3,branch_4
0.0,0.29449757268777815,0.33817640541126404,0.6719607717536471,0.6953652501473104
0.06283185307179587,0.28066335738444814,0.3196908022970204,0.7253477315480832,0.6742981087704487
0.12566370614359174,-0.1609343919588344,-0.17835670299607242,1.1621715736621154,0.17711952129279168
0.1884955592153876,0.24391327007825503,-0.5932148833445564,0.7521993750536153,0.597102238212686
0.25132741228718347,0.1802701688270646,-0.11556608361307119,0.7937304401905035,0.14156547459550256
0.3141592653589793,0.31760989858338584,-0.3185314477741982,0.7699361094020161,0.2309854397887971
0.3769911184307752,0.10120163220010076,-0.10185775151542398,0.7339306051297358,0.2667255141855864
0.4398229715025711,0.07631590013857753,-0.07652079561586134,0.6891004737145235,0.3111044217627605
0.5026548245743669,-0.31214598410691835,0.3199346035223336,1.165245507601012,-0.17303412701642712
0.5654866776461628,-0.6254846889380626,0.6244969734524837,0.8393691698895251,0.1616185455960541
0.6283185307179586,-0.6518536579760232,0.6542727577416306,1.1463896828299438,-0.14880878259555091
0.6911503837897546,-0.39385994463710583,0.3949868351617406,0.7128758147920315,0.2859972946833335
0.7539822368615504,-0.6732207655864675,0.6739939233587096,0.7381541829081046,0.2610726593196536
0.8168140899333463,-0.3807195473235595,0.38317976759583594,0.8090283956691884,0.18851138405853507
0.8796459430051422,-0.6592544034161576,0.6659323601646661,0.7980608662830552,0.1952611769684358
0.942477796076938,-0.7736125912269719,0.7769353839898684,1.0908157477999776,-0.0941385405628743
1.0053096491487339,-0.8221829310834303,0.818945134273186,0.7713776009084423,0.2318601959018014
1.0681415022205298,-1.2811687105281666,1.2810340401229485,1.1490335917687737,-0.14889892136355543
1.1309733552923256,-1.2953114264347994,1.2990618979819484,1.4246836320635037,-0.4284341036106518
1.1938052083641215,-1.1111738083759566,1.120246729035473,1.7496462504847212,-0.7587191711442376
1.2566370614359172,-1.3037271462587112,1.3008768322636157,1.807112585569131,-0.8042622715740352
1.3194689145077132,-1.3765491117055453,1.384234846468587,1.756119968142841,-0.7638057029058828
1.3823007675795091,-1.2560587481347443,1.2553350787009814,1.8354028922102117,-0.834679222776449
1.4451326206513049,-1.2476253298308202,1.243777394271273,2.1684594822583407,-1.1646115466987932
1.5079644737231008,-1.1955091043268147,1.2225556403964584,1.885476458269114,-0.9125229943387569
1.5707963267948968,-1.2512033061460115,1.2697205981657795,2.3302829861712926,-1.3488002781910604
1.6336281798666925,-1.09409585595628,1.1695002534969878,2.1212868062651986,-1.1966912038059068
1.6964600329384885,-0.7419719569111457,1.242265847657229,1.7552127333909802,-1.2555066241370638
1.7592918860102844,-1.221938883809781,1.7364741786936553,2.204521237422389,-1.7190565323062628
1.8221237390820801,-1.1950611713954018,1.3268931250202303,2.191967339817766,-1.3237992934425937
1.884955592153876,-1.6785734824054777,1.1733247866825212,2.6715448779040325,-1.1662961821810751
1.9477874452256718,-1.7981363517765947,1.4057354724225093,2.777029112385823,-1.3846282330317368
2.0106192982974678,-1.4011198250043022,1.7716069426919079,2.383437108366167,-1.7539242260537722
2.0734511513692637,-1.6732257108090194,2.1681865633511856,2.6956875842623615,-2.190648436804528
2.1362830044410597,-2.149989957113166,2.2034378735933036,3.1479962345892125,-2.2014441510693494
2.199114857512855,-2.1295100527743944,2.3893491335909958,3.1244352973364333,-2.3842743781530342
2.261946710584651,-2.2515113958955073,2.7013691538490723,3.2433209593501156,-2.6931787173036796
2.324778563656447,-2.321526345910095,2.2879665105903033,3.324085872712024,-2.2905260373922323
2.387610416728243,-2.7464001303692744,2.409525969324741,3.7483593995022626,-2.411485238457729
2.450442269800039,-3.162974443295123,2.883914202532617,4.130046233701476,-2.8509859929389703
2.5132741228718345,-3.6283707522936623,2.7110929911528556,4.281452808905525,-2.364175047764718
2.5761059759436304,-3.774178758693128,2.542300898561265,4.46143085862669,-2.2295529984948277
2.6389378290154264,-3.3825354264171263,2.324679588132363,4.685075437451508,-2.6272195991667453
2.7017696820872223,-3.842704356791865,1.852995608920048,5.068045624536634,-3.078336876664818
2.7646015351590183,-3.761847970612748,1.7491106134706236,5.111570287603462,-3.0988329304613385
2.8274333882308142,-3.848083804600555,1.8440851797388436,4.618483056412384,-2.6144844315506734
2.8902652413026098,-4.217392253564682,2.204354317760888,4.159010764254049,-2.145972828450255
2.9530970943744057,-4.157816841344134,2.1465819210267685,4.38289258919809,-2.371657668880726
3.0159289474462017,-3.7938937198771914,1.7749264213301545,3.9017940185618185,-1.882826720014784
3.0787608005179976,-3.756581307095801,1.7614622657104275,3.864292361519458,-1.8691733201340868
3.141592653589793,-3.922048599928798,1.9173846657549867,3.4040377498086536,-1.3993738156348439
