v,lm,delta_chi_mean,delta_chi_max,r_break_mean,r_break_max,comment
0.25,0.1,0.5690757845233114,0.7242859683401482,0.2845378922616557,0.3621429841700741,No near-exact chiral candidate found; treating Gamma as approximate.
0.26,0.1,0.5685260263573196,0.7314680299682985,0.2842630131786598,0.36573401498414926,No near-exact chiral candidate found; treating Gamma as approximate.
0.27,0.1,0.5679597366623681,0.738767250272401,0.28397986833118405,0.3693836251362005,No near-exact chiral candidate found; treating Gamma as approximate.
0.28,0.1,0.5673769436140017,0.7461855486748754,0.28368847180700085,0.3730927743374377,No near-exact chiral candidate found; treating Gamma as approximate.
0.29,0.1,0.5667776732849487,0.7537248317520897,0.28338883664247433,0.37686241587604485,No near-exact chiral candidate found; treating Gamma as approximate.
0.3,0.1,0.5661619493699215,0.761386987626881,0.28308097468496074,0.3806934938134405,No near-exact chiral candidate found; treating Gamma as approximate.
0.31,0.1,0.5655297929058536,0.7691738797754365,0.2827648964529268,0.38458693988771825,No near-exact chiral candidate found; treating Gamma as approximate.
0.32,0.1,0.5648812219881263,0.7770873402002615,0.28244061099406315,0.38854367010013074,No near-exact chiral candidate found; treating Gamma as approximate.
0.33,0.1,0.5642162514833678,0.7851291619178468,0.2821081257416839,0.3925645809589234,No near-exact chiral candidate found; treating Gamma as approximate.
0.34,0.1,0.5635348927394501,0.793301090706453,0.28176744636972506,0.3966505453532265,No near-exact chiral candidate found; treating Gamma as approximate.
0.35,0.1,0.562837153293345,0.8016048160562023,0.2814185766466725,0.40080240802810113,No near-exact chiral candidate found; treating Gamma as approximate.
0.36,0.1,0.5621230365775544,0.810041961260418,0.2810615182887772,0.405020980630209,No near-exact chiral candidate found; treating Gamma as approximate.
0.37,0.1,0.5613925416258794,0.8186140725839421,0.2806962708129397,0.40930703629197107,No near-exact chiral candidate found; treating Gamma as approximate.
0.38,0.1,0.5606456627793617,0.8273226074410305,0.28032283138968084,0.41366130372051524,No near-exact chiral candidate found; treating Gamma as approximate.
0.39,0.1,0.5598823893932933,0.836168921512435,0.27994119469664663,0.4180844607562175,No near-exact chiral candidate found; treating Gamma as approximate.
0.4,0.1,0.5591027055462795,0.8451542547285167,0.27955135277313975,0.42257712736425834,No near-exact chiral candidate found; treating Gamma as approximate.
0.41,0.1,0.5583065897524189,0.854279716042766,0.27915329487620943,0.427139858021383,No near-exact chiral candidate found; treating Gamma as approximate.
0.42,0.1,0.557494014677775,0.8635462669180661,0.2787470073388875,0.43177313345903306,No near-exact chiral candidate found; treating Gamma as approximate.
0.43,0.1,0.5566649468624182,0.8729547034465102,0.2783324734312091,0.4364773517232551,No near-exact chiral candidate found; treating Gamma as approximate.
0.44,0.1,0.5558193464494426,0.8825056370227596,0.2779096732247213,0.4412528185113798,No near-exact chiral candidate found; treating Gamma as approximate.
0.45,0.1,0.5549571669225043,0.8921994734909411,0.27747858346125215,0.44609973674547054,No near-exact chiral candidate found; treating Gamma as approximate.
0.46,0.1,0.5540783548535707,0.9020363906861243,0.27703917742678535,0.45101819534306214,No near-exact chiral candidate found; treating Gamma as approximate.
0.47,0.1,0.5531828496627453,0.9120163142937464,0.27659142483137267,0.4560081571468732,No near-exact chiral candidate found; treating Gamma as approximate.
0.48,0.1,0.5522705833922074,0.9221388919541468,0.2761352916961037,0.4610694459770734,No near-exact chiral candidate found; treating Gamma as approximate.
0.49,0.1,0.5513414804965061,0.932403465544993,0.27567074024825305,0.4662017327724965,No near-exact chiral candidate found; treating Gamma as approximate.
