v,t,lm,gap,chern,Wilson_loop,Z2_topology,edge_state,corner_state,is_small_gap,is_chern_jump,chern_jump_axes,max_chern_delta,selection_reason
0.6,0.5,0.0,-4.996003610813204e-16,-2.4514437564389e-16,-0.42169001340661405,0,1,0,1,0,0,4.0667578841674473e-16,small_gap
0.6,0.6,0.0,-1.3877787807814457e-15,-2.6171372035029086e-16,0.45365071444897404,0,1,0,1,0,0,8.759035447287903e-16,small_gap
0.6,0.6,1.0,-9.43689570931383e-16,0.0,0.8551648141889268,1,1,0,1,0,0,4.1715413891841863e-16,small_gap
0.6,0.7,0.1,-9.159339953157541e-16,1.936427217662501e-16,0.38538699645335966,0,1,0,1,0,0,1.8965773551451147e-16,small_gap
0.6,0.7,0.8,0.19999999999999818,-1.085612355553791e-16,-2.593442676710203,1,1,0,0,1,1,0.9999999999999999,chern_jump
0.6,0.7,0.9,-4.440892098500626e-16,0.0,3.1816010872945792,1,1,0,1,0,0,4.1715413891841863e-16,small_gap
0.6,0.8,0.2,-9.37134072845097e-16,1.7713859267096528e-16,-1.1321708640158634,1,1,0,1,0,0,7.094331735063156e-16,small_gap
0.6,0.8,0.7,0.19999999999999915,-3.1971525503537066e-16,0.6610045921129727,1,1,0,0,1,1,0.9999999999999997,chern_jump
0.6,0.8,0.8,-6.220887844026741e-17,-1.0,0.45801966592985316,0,1,1,1,1,3,1.0,small_gap+chern_jump+corner_candidate
0.6,0.8,0.9,0.19999999999999818,4.137577168517274e-17,0.2946757502694115,0,1,0,0,1,1,1.0,chern_jump
0.6,0.9,0.3,-7.771561172376096e-16,-1.9869455938283346e-16,0.054533664760822005,0,1,0,1,0,0,3.5380118253389246e-16,small_gap
0.6,0.9,0.6,0.1999999999999981,-9.818978985465882e-17,-0.45607014261663154,0,1,1,0,1,2,0.9999999999999999,chern_jump+corner_candidate
0.6,0.9,0.7,-2.220446049250313e-16,5.300924469105861e-17,-1.4596657037973344,1,1,0,1,0,0,3.9759806721363683e-16,small_gap
0.6,0.9,0.8,0.1999999999999992,9.16608158838692e-17,2.625927065950196,1,1,0,0,1,1,1.0,chern_jump
0.6,1.0,0.4,-1.27675647831893e-15,1.1826235604156152e-16,-0.12003683498304722,0,1,0,1,0,0,4.484331795157598e-16,small_gap
0.6,1.0,0.5,0.19999999999999796,-3.301708234741983e-16,0.5112458677232689,1,1,0,0,1,1,0.9999999999999997,chern_jump
0.6,1.0,0.6,-1.6653345369377348e-16,-1.0,1.5643258555604818,0,1,1,1,1,3,1.0000000000000002,small_gap+chern_jump+corner_candidate
0.6,1.0,0.7,0.19999999999999776,2.294091614051643e-17,0.489518444868789,0,1,0,0,1,1,1.0,chern_jump
0.7,0.0,0.3,-4.440892098500626e-16,-2.0812116808346046e-16,-1.5901815944577715,0,1,0,1,0,0,4.105704472921048e-16,small_gap
0.7,0.0,0.4,-6.661338147750939e-16,-9.92752844604879e-17,0.3558741808751658,0,1,0,1,0,0,1.667215592937916e-16,small_gap
0.7,0.0,0.5,-8.326672684688674e-16,4.762640718839429e-17,-2.085499887409109,0,1,0,1,0,0,2.4261607753540507e-16,small_gap
0.7,0.0,0.6,-7.216449660063518e-16,-1.717514334751394e-16,-0.3520102941989821,0,1,0,1,0,0,2.9943738418811754e-16,small_gap
0.7,0.0,0.7,-1.942890293094024e-15,1.2768595071297816e-16,-1.5827986580809417,0,1,0,1,0,0,2.9943738418811754e-16,small_gap
0.7,0.1,0.2,5.551115123125783e-17,-5.1336644736553374e-17,-0.04885824807903968,0,1,0,1,0,0,2.59191283680653e-16,small_gap
0.7,0.1,0.8,-8.743006318923108e-16,-5.262393530779544e-16,-2.261441271506318,0,1,0,1,0,0,7.639105505589132e-16,small_gap
0.7,0.2,0.1,1.942890293094024e-16,-1.13522648262488e-16,-0.9277798696832731,1,1,0,1,0,0,2.1048286467110357e-16,small_gap
0.7,0.2,0.9,-1.27675647831893e-15,1.8706018607565934e-16,-0.25992595055872236,0,1,0,1,0,0,3.28495124462059e-16,small_gap
0.7,0.3,0.0,-7.216449660063518e-16,4.3889115773649306e-16,0.9283804282379002,1,1,0,1,0,0,6.191241868018211e-16,small_gap
0.7,0.3,1.0,-8.881784197001252e-16,3.506877609614575e-16,-0.192645815083146,0,1,0,1,0,0,3.775332348334239e-16,small_gap
0.7,0.4,0.0,-5.551115123125783e-16,1.5228246583746013e-17,1.4308925627988232,1,1,0,1,0,0,4.2366291115274704e-16,small_gap
0.7,0.5,0.0,-8.881784197001252e-16,1.6153141277285476e-16,-1.0026865537205718,1,1,0,1,0,0,4.526584116056447e-16,small_gap
0.7,0.6,0.0,-7.771561172376096e-16,6.141898243784994e-16,0.5031636330045214,1,1,0,1,0,0,8.759035447287903e-16,small_gap
0.7,0.7,0.0,-1.7763568394002505e-15,-5.4874675039082136e-17,-0.6283958019646501,1,1,0,1,0,0,6.690644994175816e-16,small_gap
0.7,0.7,1.0,0.0,5.300924469105862e-16,-0.2543330457303079,0,1,0,1,0,0,9.472465858290048e-16,small_gap
0.7,0.8,0.1,-1.2628786905111156e-15,-5.752401597354513e-17,-0.19416820990379546,0,1,0,1,0,0,4.747705648618052e-16,small_gap
0.7,0.8,0.8,0.1999999999999975,-3.0929330352364295e-18,0.7847981536077279,1,1,0,0,1,1,1.0,chern_jump
0.7,0.8,0.9,-3.7470027081099033e-16,-3.533949646070574e-17,-0.1957628679542833,0,1,0,1,0,0,2.456645242608593e-16,small_gap
0.7,0.9,0.2,-1.817990202823694e-15,-2.843698943749124e-16,0.42407010429594144,0,1,0,1,0,0,3.0370247025677495e-16,small_gap
0.7,0.9,0.8,-1.3877787807814457e-16,1.0601848938211722e-16,1.959267700995808,0,1,0,1,0,0,4.506073119046955e-16,small_gap
0.7,0.9,0.9,0.19999999999999796,-5.3152283786816286e-17,2.3174621213076754,0,1,0,0,1,1,1.0000000000000002,chern_jump
0.7,1.0,0.3,-1.2212453270876722e-15,2.3360618552531948e-17,-0.8562327923984007,1,1,0,1,0,0,2.5856532273292063e-16,small_gap
0.7,1.0,0.6,0.19999999999999857,2.664869479133782e-16,0.9586924445508647,1,1,0,0,1,1,1.0000000000000002,chern_jump
0.7,1.0,0.7,-5.551115123125783e-17,4.240739575284689e-16,-0.5368837390515563,1,1,0,1,0,0,7.686627800510471e-16,small_gap
0.8,0.0,0.2,-8.049116928532385e-16,-1.4627321252900486e-17,-0.014116653106355341,0,1,0,1,0,0,2.1412760601557561e-16,small_gap
0.8,0.0,0.3,-4.996003610813204e-16,-1.7793594301279705e-17,2.3388946258629706,0,1,0,1,0,0,2.7274466701403877e-16,small_gap
0.8,0.0,0.4,-6.38378239159465e-16,-2.5284283532996543e-17,-0.00811275262569183,0,1,0,1,0,0,1.6345157990615122e-16,small_gap
0.8,0.0,0.5,-4.996003610813204e-16,-1.845015307106896e-17,1.311454001163768,1,1,0,1,0,0,6.607656025946325e-17,small_gap
0.8,0.0,0.6,-1.6375789613221059e-15,-5.465411768747999e-17,-0.056329918066124,0,1,0,1,0,0,1.3140916319935128e-16,small_gap
0.8,0.0,0.7,-1.1379786002407855e-15,7.67550455118713e-17,-0.2650548854255514,0,1,0,1,0,0,1.3140916319935128e-16,small_gap
0.8,0.0,0.8,-2.7755575615628914e-15,1.4425819140120522e-16,-0.2928680413946509,0,1,0,1,0,0,4.362725828675095e-16,small_gap
0.8,0.1,0.1,1.3603833764214585e-16,-1.1950378368665615e-16,0.9592106007324835,1,1,0,1,0,0,2.164640000952717e-16,small_gap
0.8,0.1,0.9,-7.544304331421308e-16,-2.0625110279005984e-16,0.73705120023344,1,1,0,1,0,0,4.553120430484333e-16,small_gap
0.8,0.2,0.0,-3.3306690738754696e-16,4.5999925350465777e-17,-0.38390528807470603,0,1,0,1,0,0,3.5337310641353416e-16,small_gap
0.8,0.2,1.0,-6.38378239159465e-16,-4.66528722067532e-16,0.4910781480127441,0,1,0,1,0,0,7.588452268703236e-16,small_gap
0.8,0.3,0.0,-3.0531133177191805e-16,4.670475818587163e-17,-1.0754643244637911,1,1,0,1,0,0,3.921863995506214e-16,small_gap
0.8,0.4,0.0,-6.38378239159465e-16,1.5437411282557695e-16,0.7109753065298412,1,1,0,1,0,0,3.6091069717922786e-16,small_gap
0.8,0.5,0.0,-7.216449660063518e-16,-5.7970175639206365e-18,-2.707761297949091,1,1,0,1,0,0,2.56593402080825e-16,small_gap
0.8,0.6,0.0,-9.159339953157541e-16,-2.2655273178109706e-16,0.4882370413701724,0,1,0,1,0,0,8.407425561595965e-16,small_gap
0.8,0.7,0.0,-1.1379786002407855e-15,1.302768566534716e-16,-2.0027497300043806,0,1,0,1,0,0,3.5682958843456864e-16,small_gap
0.8,0.8,0.0,-1.5543122344752192e-15,2.0696289704236955e-16,1.0363639443748187,1,1,0,1,0,0,2.8808902631804896e-16,small_gap
0.8,0.8,0.9,0.19999999999999793,2.1032502780015355e-16,-0.2755770785907373,0,1,0,0,1,1,1.0000000000000004,chern_jump
0.8,0.8,1.0,-1.942890293094024e-16,-3.533949646070574e-17,-0.49282159008192233,0,1,0,1,0,0,2.456645242608593e-16,small_gap
0.8,0.9,0.1,-1.5176776157363357e-15,-3.04841538189121e-16,-1.8372383373361163,0,1,0,1,0,0,4.3733548799571186e-16,small_gap
0.8,0.9,0.8,0.19999999999999712,-1.270000316049396e-16,0.5534351366922081,1,1,0,0,1,1,1.0,chern_jump
0.8,0.9,0.9,-4.2774418918664897e-16,-1.0000000000000002,-1.3289575134521954,1,1,1,1,1,3,1.0000000000000004,small_gap+chern_jump+corner_candidate
0.8,0.9,1.0,0.19999999999999674,-1.2614283596712818e-16,-2.2414266917632295,0,1,1,0,1,2,1.0000000000000004,chern_jump+corner_candidate
0.8,1.0,0.2,-5.551115123125783e-16,2.357149967769883e-16,0.40416264817474234,0,1,0,1,0,0,5.489900457585336e-16,small_gap
0.8,1.0,0.8,-4.163336342344337e-16,-2.473764752249402e-16,2.5744145255792623,1,1,0,1,0,0,3.6848157111279277e-16,small_gap
0.8,1.0,0.9,0.19999999999999754,3.807112396086007e-17,0.39241543277850793,0,1,0,0,1,1,1.0000000000000002,chern_jump
0.9,0.0,0.1,-3.191891195797325e-16,1.208650526163028e-16,0.12782881569634505,0,1,0,1,0,0,3.4961997988477893e-16,small_gap
0.9,0.0,0.2,-7.632783294297951e-16,-1.7819880767328282e-16,-1.4658763781838098,1,1,0,1,0,0,4.3314988038604187e-16,small_gap
0.9,0.0,0.3,-7.355227538141662e-16,2.5495107271275908e-16,-0.8178224172519556,1,1,0,1,0,0,4.4368693615190685e-16,small_gap
0.9,0.0,0.4,-3.7470027081099033e-16,-1.8873586343914777e-16,-0.16693951170962462,0,1,0,1,0,0,4.4368693615190685e-16,small_gap
0.9,0.0,0.5,-8.326672684688674e-16,1.2614937904987861e-17,-0.2138142528826975,0,1,0,1,0,0,2.0135080134413565e-16,small_gap
0.9,0.0,0.6,-8.187894806610529e-16,-3.213178600730663e-17,0.2919896155399719,0,1,0,1,0,0,2.4065363262413097e-16,small_gap
0.9,0.0,0.7,-8.604228440844963e-16,-2.546380472186288e-17,1.437983627365035,1,1,0,1,0,0,2.665505867444414e-16,small_gap
0.9,0.0,0.8,-1.4988010832439613e-15,-2.9201439146630426e-16,-0.06436560205722669,0,1,0,1,0,0,7.80430254036479e-16,small_gap
0.9,0.0,0.9,-2.400857290751901e-15,2.3008560248935645e-16,3.498138695646322,1,1,0,1,0,0,5.856202760543585e-16,small_gap
0.9,0.1,0.0,-7.216449660063518e-16,-3.0660718911324144e-16,0.00616174494251593,0,1,0,1,0,0,7.059802208772414e-16,small_gap
0.9,0.1,1.0,-1.0130785099704553e-15,1.4752391682644839e-16,0.2503051913133804,0,1,0,1,0,0,3.7369591179950856e-16,small_gap
0.9,0.2,0.0,-6.661338147750939e-16,3.9937303176399994e-16,-1.4813234619509341,1,1,0,1,0,0,7.059802208772414e-16,small_gap
0.9,0.3,0.0,-8.743006318923108e-16,-3.2012993866468766e-17,0.027541677764226346,0,1,0,1,0,0,4.313860256304687e-16,small_gap
0.9,0.4,0.0,-1.2351231148954867e-15,5.680758807858279e-17,-0.5070646025237461,1,1,0,1,0,0,2.7260019769911273e-16,small_gap
0.9,0.5,0.0,-5.273559366969494e-16,-2.1579260962052995e-16,0.4082482092049265,0,1,0,1,0,0,4.454210984527286e-16,small_gap
0.9,0.6,0.0,-8.881784197001252e-16,9.122652724085402e-17,-1.4953988170121355,1,1,0,1,0,0,3.1777925902195106e-16,small_gap
0.9,0.7,0.0,-6.661338147750939e-16,2.0378477851311292e-16,-0.049145296708689036,0,1,0,1,0,0,4.869701909921623e-16,small_gap
0.9,0.8,0.0,-9.298117831235686e-16,3.8183529561314473e-17,-0.5321659743448468,1,1,0,1,0,0,2.9483120870344797e-16,small_gap
0.9,0.8,1.0,0.19999999999999876,-2.2469375276741066e-16,-0.19344937948027435,0,1,0,0,1,1,1.0000000000000004,chern_jump
0.9,0.9,0.0,-1.887379141862766e-15,3.3301473826476243e-16,0.9550210844530321,1,1,0,1,0,0,6.81396408760458e-16,small_gap
0.9,0.9,0.9,0.19999999999999818,1.541951812228325e-16,-0.4587961497401989,0,1,1,0,1,2,1.0000000000000004,chern_jump+corner_candidate
0.9,0.9,1.0,-3.191891195797325e-16,1.0000000000000002,-1.16611008619477,1,1,1,1,1,3,1.0000000000000004,small_gap+chern_jump+corner_candidate
0.9,1.0,0.1,-9.43689570931383e-16,-2.555800346119745e-16,-0.16303894048393833,0,1,0,1,0,0,4.907161574204196e-16,small_gap
0.9,1.0,0.9,-6.938893903907228e-17,-2.8271597168564594e-16,-0.24985596830836007,0,1,0,1,0,0,4.707060013032405e-16,small_gap
0.9,1.0,1.0,0.1999999999999986,1.8799002961759454e-16,-0.6050411533823233,1,1,0,0,1,1,1.0,chern_jump
1.0,0.0,0.0,2.4492935982947064e-16,1.5475413386756328e-49,0.0,0,1,0,1,0,0,3.3907115480398734e-16,small_gap
1.0,0.0,0.1,-7.429307571348453e-16,1.881636058389601e-16,0.9631742665653173,1,1,0,1,0,0,4.513814591049057e-16,small_gap
1.0,0.0,0.2,-6.865422774492489e-16,-1.3708772256869178e-16,-0.10829309828967583,0,1,0,1,0,0,3.4675882886968415e-16,small_gap
1.0,0.0,0.3,-9.09692284145483e-16,-4.5249720429948363e-17,-1.673925917834175,0,1,0,1,0,0,3.0020079314270744e-16,small_gap
1.0,0.0,0.4,-9.7269394824695e-16,-1.5613581547154367e-16,-2.3399719558532652,0,1,0,1,0,0,1.9491135395836974e-16,small_gap
1.0,0.0,0.5,-4.1614915653858935e-16,3.877553848682606e-17,1.3603182530467908,1,1,0,1,0,0,1.9491135395836974e-16,small_gap
1.0,0.0,0.6,-4.640391712057785e-16,5.852899566998692e-17,1.1260025321279274,1,1,0,1,0,0,5.059019637905181e-16,small_gap
1.0,0.0,0.7,-7.038226125893085e-16,-1.066165254546645e-16,0.7734501596619435,1,1,0,1,0,0,5.950323880248392e-16,small_gap
1.0,0.0,0.8,-7.104171596280987e-16,4.884158625701747e-16,-1.775741280880431,0,1,0,1,0,0,8.439505361351767e-16,small_gap
1.0,0.0,0.9,-9.120177270343084e-16,-3.5553467356500204e-16,0.9229645622996576,1,1,0,1,0,0,8.439505361351767e-16,small_gap
1.0,0.0,1.0,-1.6134352437965543e-15,4.2380701680329196e-17,-1.4680345630914116,1,1,0,1,0,0,3.979153752453312e-16,small_gap
1.0,0.1,0.0,-5.54295646180894e-16,3.3907115480398734e-16,-0.11949792319103987,0,1,0,1,0,0,6.456783439172288e-16,small_gap
1.0,0.1,0.1,0.039607805437112675,-2.6321785326594564e-16,-1.261160419254661,1,1,0,1,0,0,6.02289008069933e-16,small_gap
1.0,0.1,0.2,0.09683686414545647,2.0967110630099235e-16,1.5612064890670776,0,1,0,1,0,0,4.72888959566938e-16,small_gap
1.0,0.2,0.0,-6.891672339936243e-16,-9.869479837492373e-17,-0.9424324289898589,1,1,0,1,0,0,4.980678301389237e-16,small_gap
1.0,0.2,0.1,0.09683686414545645,-1.3023130977485429e-17,1.977006461334442,0,1,0,1,0,0,2.6580765799070077e-16,small_gap
1.0,0.3,0.0,-1.1171472287445201e-15,3.388730695558961e-16,0.4646955864038049,0,1,0,1,0,0,6.177038585240823e-16,small_gap
1.0,0.4,0.0,-8.601939595808942e-16,1.1824177682921008e-16,0.48558071262077385,0,1,0,1,0,0,2.4385390786363845e-16,small_gap
1.0,0.5,0.0,-6.021041009493909e-16,6.36737338195123e-17,-0.9617199024770835,1,1,0,1,0,0,2.7946634344004225e-16,small_gap
1.0,0.6,0.0,-8.87510917483128e-16,-8.665495927340718e-17,-0.5037041323606156,1,1,0,1,0,0,1.778814865142612e-16,small_gap
1.0,0.7,0.0,-4.975965660219753e-16,8.51637342035346e-17,2.1924079077375125,0,1,0,1,0,0,1.718186934769418e-16,small_gap
1.0,0.8,0.0,-8.740307258812979e-16,-9.324628819772821e-18,0.358716975370197,0,1,0,1,0,0,2.322322369626843e-16,small_gap
1.0,0.9,0.0,-8.914367605520554e-16,1.694333489439809e-17,0.29904337214709675,0,1,0,1,0,0,3.6850096682290175e-16,small_gap
1.0,0.9,1.0,0.19999999999999915,-5.710858317661645e-20,0.8228248978390801,1,1,0,0,1,1,1.0000000000000002,chern_jump
1.0,1.0,0.0,-1.872445951057756e-15,3.854443017172998e-16,-1.9342329596902175,0,1,0,1,0,0,3.6850096682290175e-16,small_gap
1.0,1.0,1.0,1.2367404674373022e-16,0.0,-0.26302735249950354,0,1,0,1,0,0,1.8799002961759454e-16,small_gap
