point_id,group_id,dim,E_min,E_max,delta_E,best_edge_projection_after,best_corner_projection_after
v_0p60_t_0p80_lm_0p70,17,2,-0.3058156806100446,-0.30581568061003966,4.9404924595819466e-15,0.154350228719366,0.012972166278574303
v_0p60_t_0p80_lm_0p70,18,2,-0.2895183946545563,-0.28951839465455165,4.6629367034256575e-15,0.4859350135603283,0.18173838273307044
v_0p60_t_0p80_lm_0p70,19,2,-0.2723621888549742,-0.2723621888549709,3.3306690738754696e-15,0.5464816959603588,0.09421026224549908
v_0p60_t_0p80_lm_0p70,20,2,-0.24651068345192087,-0.24651068345191932,1.5543122344752192e-15,0.3013632415046244,0.10148734497725007
v_0p60_t_0p80_lm_0p70,21,2,-0.2210498173675581,-0.22104981736755702,1.0824674490095276e-15,0.7092922549664088,0.15529488549010687
v_0p60_t_0p80_lm_0p70,22,2,-0.17691843884496578,-0.17691843884496528,4.996003610813204e-16,0.6892485199214667,0.12782219853229684
v_0p60_t_0p80_lm_0p70,23,2,-0.12817374288505756,-0.12817374288505654,1.0269562977782698e-15,0.6291959143272401,0.10694866831079264
v_0p60_t_0p80_lm_0p70,24,2,-0.07140111464094707,-0.07140111464094681,2.636779683484747e-16,0.6156478317210508,0.10462815158901667
v_0p60_t_0p80_lm_0p70,25,2,-0.022333804045046337,-0.022333804045046278,5.898059818321144e-17,0.7490558346037666,0.13889171416131532
v_0p60_t_0p80_lm_0p70,26,2,0.022273882093551134,0.022273882093551176,4.163336342344337e-17,0.9670523900292098,0.211988496673363
v_0p60_t_0p80_lm_0p70,27,2,0.047383086267864555,0.04738308626786466,1.0408340855860843e-16,0.3042533252593073,0.10287581626709588
v_0p60_t_0p80_lm_0p70,28,2,0.07412463534470205,0.07412463534470216,1.1102230246251565e-16,0.6014611158833074,0.10541368136579225
v_0p60_t_0p80_lm_0p70,29,2,0.09130739235777083,0.09130739235777133,4.996003610813204e-16,0.4800912267331148,0.18085635050839707
v_0p60_t_0p80_lm_0p70,30,2,0.10740155534822343,0.10740155534822356,1.249000902703301e-16,0.16900057047495032,0.014036766208415251
v_0p60_t_0p80_lm_0p70,31,4,0.1277658277842131,0.1279221349363515,0.00015630715213837965,0.48506995361798694,0.2156405027315459
v_0p60_t_0p80_lm_0p70,32,2,0.1611446539368604,0.16114465393686295,2.55351295663786e-15,0.35550552287632997,0.03705384715628223
v_0p60_t_0p80_lm_0p70,33,4,0.17070202028519704,0.17131624414322322,0.000614223858026175,0.5745437493954867,0.2590555227331247
v_0p60_t_0p80_lm_0p70,34,2,0.18304003145765876,0.18304003145766168,2.914335439641036e-15,0.34273942289061293,0.02820414894529929
v_0p60_t_0p80_lm_0p70,35,2,0.19715375763686868,0.1971537576368702,1.5265566588595902e-15,0.2597096052848113,0.05623231903105618
v_0p60_t_0p80_lm_0p70,36,2,0.21393383654131218,0.21393383654131518,2.9976021664879227e-15,0.5975168610945647,0.25833985786244207
v_0p60_t_0p80_lm_0p70,37,2,0.22461079804441808,0.22461079804441889,8.049116928532385e-16,0.4244027831949045,0.037369079606676986
v_0p60_t_0p80_lm_0p70,38,2,0.23605120143443414,0.23605120143443648,2.3314683517128287e-15,0.3177410929905237,0.10037934649952611
v_0p60_t_0p80_lm_0p70,39,2,0.24287467974026858,0.242874679740269,4.163336342344337e-16,0.2439489150306687,0.023050876843955143
v_0p60_t_0p80_lm_0p70,40,2,0.25056440794079565,0.2505644079407976,1.942890293094024e-15,0.3541870285649054,0.030094675821369897
v_0p60_t_0p80_lm_0p70,41,2,0.25578806091289497,0.25578806091289785,2.886579864025407e-15,0.32660421563864117,0.16133979763687423
v_0p60_t_0p80_lm_0p70,42,2,0.2606288219630507,0.2606288219630516,8.881784197001252e-16,0.5354324293260153,0.18959620287562004
v_0p60_t_0p80_lm_0p70,43,2,0.28098826925018244,0.28098826925018455,2.1094237467877974e-15,0.377503525272487,0.02504103679990722
v_0p60_t_0p80_lm_0p70,44,2,0.2902152241132645,0.2902152241132697,5.218048215738236e-15,0.3660583400063798,0.11363178597330233
