v,Lx,Ly,state_index,energy,abs_energy,W_corner,W_edge,W_bulk,classification
0.1,10,10,414,9.416804099719224e-11,9.416804099719224e-11,0.41945189359087387,0.5804902874412017,5.781896792472544e-05,bulk_or_mixed_state
0.1,10,10,415,9.416805322102557e-11,9.416805322102557e-11,0.4195405989993296,0.5804015516835781,5.784931709227933e-05,bulk_or_mixed_state
0.1,10,10,416,9.416819311325308e-11,9.416819311325308e-11,0.41936803956218394,0.5805734799400055,5.848049781007127e-05,bulk_or_mixed_state
0.1,10,10,417,9.416835282386363e-11,9.416835282386363e-11,0.4195306375836184,0.5804113193381726,5.804307820909592e-05,bulk_or_mixed_state
0.1,10,10,418,9.444353093479845e-11,9.444353093479845e-11,0.39999974082716605,0.5999402635532622,5.999561957256092e-05,bulk_or_mixed_state
0.1,10,10,419,9.444364856724721e-11,9.444364856724721e-11,0.3999626306239264,0.5999773695071744,5.9999868898194246e-05,bulk_or_mixed_state
0.1,10,10,420,9.444377713177363e-11,9.444377713177363e-11,0.3998665011885564,0.6000734892968252,6.0009514617420645e-05,edge_state
0.1,10,10,421,9.4443891106683e-11,9.4443891106683e-11,0.4002568259621167,0.5996832037225849,5.9970315298321926e-05,bulk_or_mixed_state
0.1,10,10,422,9.468791810912652e-11,9.468791810912652e-11,0.44163093203090986,0.5583137236684048,5.5344300685126975e-05,bulk_or_mixed_state
0.1,10,10,423,9.468808988518512e-11,9.468808988518512e-11,0.4417932389756323,0.5581514559098006,5.530511456710032e-05,bulk_or_mixed_state
0.1,10,10,424,9.468818925499708e-11,9.468818925499708e-11,0.4422220417839471,0.5577221852499643,5.577296608791545e-05,bulk_or_mixed_state
0.1,10,10,425,9.46882096864019e-11,9.46882096864019e-11,0.441886303646002,0.5580568872104661,5.6809143532012215e-05,bulk_or_mixed_state
0.1,10,10,426,9.488605660633199e-11,9.488605660633199e-11,0.4543084579888051,0.5456370617745488,5.448023664558911e-05,bulk_or_mixed_state
0.1,10,10,427,9.488609498272224e-11,9.488609498272224e-11,0.4538970314500712,0.5460483617168017,5.460683312651868e-05,bulk_or_mixed_state
0.1,10,10,428,9.488611046297693e-11,9.488611046297693e-11,0.45418299215385893,0.5457632638869592,5.374395918135782e-05,bulk_or_mixed_state
0.1,10,10,429,9.488618300425868e-11,9.488618300425868e-11,0.45395954965002516,0.5459849357523974,5.551459757590184e-05,bulk_or_mixed_state
0.1,10,10,430,9.503031724486591e-11,9.503031724486591e-11,0.3240349799583688,0.675897428910732,6.759113089826632e-05,edge_state
0.1,10,10,431,9.50303800946188e-11,9.50303800946188e-11,0.3236896269129407,0.6762437419844134,6.663110264557863e-05,edge_state
0.1,10,10,432,9.503042887389084e-11,9.503042887389084e-11,0.3243164040229016,0.675616459779619,6.71361974807806e-05,edge_state
0.1,10,10,433,9.503043869117524e-11,9.503043869117524e-11,0.32384955123047504,0.6760814118539045,6.903691561982625e-05,edge_state
0.1,10,10,434,9.511723235469663e-11,9.511723235469663e-11,0.10793147701279462,0.8919788244985909,8.969848861457998e-05,edge_state
0.1,10,10,435,9.51172795395105e-11,9.51172795395105e-11,0.10838828496264027,0.8915224525105339,8.926252682616928e-05,edge_state
0.1,10,10,436,9.511728043962203e-11,9.511728043962203e-11,0.10820172944058284,0.8917096839345331,8.858662488309451e-05,edge_state
0.1,10,10,437,9.511736777405269e-11,9.511736777405269e-11,0.10786691183587097,0.8920438777894324,8.921037469678702e-05,edge_state
0.1,10,10,438,0.31622776601683844,0.31622776601683844,0.9998000100000014,0.00019997999999980017,9.999999999980973e-09,corner_state
0.1,10,10,439,0.3162277660168387,0.3162277660168387,0.9998000100000006,0.00019997999999980012,9.99999999996775e-09,corner_state
0.2,10,10,360,-0.3162277660168687,0.3162277660168687,0.9968025600133266,0.0031948799866947306,2.5599999786431718e-06,corner_state
0.2,10,10,361,-0.3162277660168681,0.3162277660168681,0.9968025600133295,0.003194879986694736,2.559999978643207e-06,corner_state
0.2,10,10,362,-9.501761194267922e-08,9.501761194267922e-08,0.10907242273542202,0.8895023728732274,0.0014252043913518886,edge_state
0.2,10,10,363,-9.501761186366813e-08,9.501761186366813e-08,0.10906054748605289,0.8895255993049016,0.0014138532090469877,edge_state
0.2,10,10,364,-9.501761176605865e-08,9.501761176605865e-08,0.1090848398523604,0.8894773796530607,0.0014377804945787727,edge_state
0.2,10,10,365,-9.501761151127489e-08,9.501761151127489e-08,0.10907148861389168,0.8895045311036389,0.0014239802824698334,edge_state
0.2,10,10,366,-9.489181739523984e-08,9.489181739523984e-08,0.3287765818734807,0.670150303722036,0.001073114404484835,edge_state
0.2,10,10,367,-9.489181721933567e-08,9.489181721933567e-08,0.3287880540371446,0.6701276675249972,0.0010842784378595706,edge_state
0.2,10,10,368,-9.489181708955899e-08,9.489181708955899e-08,0.32876366483596586,0.6701758942688102,0.0010604408952252118,edge_state
