mode_index,energy,abs_energy
0,-2.384048799443655,2.384048799443655
1,-2.3840487994436548,2.3840487994436548
2,-2.3610437329934477,2.3610437329934477
3,-2.3610437329934473,2.3610437329934473
4,-2.3607622358302227,2.3607622358302227
5,-2.360762235830221,2.360762235830221
6,-2.3366446517929873,2.3366446517929873
7,-2.336644651792987,2.336644651792987
8,-2.3255088949768283,2.3255088949768283
9,-2.3255088949768283,2.3255088949768283
10,-2.325491800685752,2.325491800685752
11,-2.325491800685751,2.325491800685751
12,-2.300141541745882,2.300141541745882
13,-2.300141541745881,2.300141541745881
14,-2.298644158740777,2.298644158740777
15,-2.2986441587407755,2.2986441587407755
16,-2.282436479332155,2.282436479332155
17,-2.282436479332155,2.282436479332155
18,-2.2822250158219766,2.2822250158219766
19,-2.282225015821976,2.282225015821976
20,-2.2595646654407533,2.2595646654407533
21,-2.259564665440753,2.259564665440753
22,-2.2538076968598237,2.2538076968598237
23,-2.2538076968598237,2.2538076968598237
24,-2.25322677389184,2.25322677389184
25,-2.2532267738918397,2.2532267738918397
26,-2.2367678581250225,2.2367678581250225
27,-2.236767858125022,2.236767858125022
28,-2.2367280978101594,2.2367280978101594
29,-2.236728097810158,2.236728097810158
30,-2.211732965836137,2.211732965836137
31,-2.211732965836135,2.211732965836135
32,-2.2083929528658466,2.2083929528658466
33,-2.2083929528658466,2.2083929528658466
34,-2.204609985050185,2.204609985050185
35,-2.2046099850501832,2.2046099850501832
36,-2.20457775065039,2.20457775065039
37,-2.2045777506503894,2.2045777506503894
38,-2.1938214832752188,2.1938214832752188
39,-2.193821483275217,2.193821483275217
40,-2.1936722220429954,2.1936722220429954
41,-2.193672222042994,2.193672222042994
42,-2.161349897583105,2.161349897583105
43,-2.1613498975831047,2.1613498975831047
44,-2.1608282289325933,2.1608282289325933
45,-2.160828228932593,2.160828228932593
46,-2.158694456113713,2.158694456113713
47,-2.1586944561137127,2.1586944561137127
48,-2.1568648844846487,2.1568648844846487
49,-2.1568648844846487,2.1568648844846487
50,-2.156235147972095,2.156235147972095
51,-2.156235147972095,2.156235147972095
52,-2.154297802812942,2.154297802812942
53,-2.154297802812942,2.154297802812942
54,-2.1501203049116246,2.1501203049116246
55,-2.1501203049116246,2.1501203049116246
56,-2.1276216002766164,2.1276216002766164
57,-2.1276216002766155,2.1276216002766155
58,-2.1275360642624817,2.1275360642624817
59,-2.127536064262481,2.127536064262481
60,-2.120921626559243,2.120921626559243
61,-2.120921626559243,2.120921626559243
62,-2.120433431837816,2.120433431837816
63,-2.120433431837816,2.120433431837816
64,-2.1066175444599127,2.1066175444599127
65,-2.1066175444599127,2.1066175444599127
66,-2.10554073778744,2.10554073778744
67,-2.1055407377874396,2.1055407377874396
68,-2.105256644141707,2.105256644141707
69,-2.1052566441417055,2.1052566441417055
70,-2.1052498285456847,2.1052498285456847
71,-2.105249828545684,2.105249828545684
72,-2.095531505776922,2.095531505776922
73,-2.095531505776921,2.095531505776921
74,-2.0894654455034183,2.0894654455034183
75,-2.0894654455034183,2.0894654455034183
76,-2.089383411358937,2.089383411358937
77,-2.0893834113589356,2.0893834113589356
78,-2.089362326400488,2.089362326400488
79,-2.0893623264004875,2.0893623264004875
