mode_index,energy,abs_energy
0,-0.1793423916344295,0.1793423916344295
1,-0.17934239163442892,0.17934239163442892
2,-0.17934239163442867,0.17934239163442867
3,-0.17934239163442856,0.17934239163442856
4,-0.1791252470557439,0.1791252470557439
5,-0.1791252470557438,0.1791252470557438
6,-0.1791252470557437,0.1791252470557437
7,-0.17912524705574304,0.17912524705574304
8,-0.16727186686847098,0.16727186686847098
9,-0.16727186686847093,0.16727186686847093
10,-0.1672718668684709,0.1672718668684709
11,-0.1672718668684707,0.1672718668684707
12,-0.1644886569425801,0.1644886569425801
13,-0.1644886569425795,0.1644886569425795
14,-0.1644886569425794,0.1644886569425794
15,-0.16448865694257855,0.16448865694257855
16,-0.16418485874505198,0.16418485874505198
17,-0.1641848587450516,0.1641848587450516
18,-0.164184858745051,0.164184858745051
19,-0.16418485874505095,0.16418485874505095
20,-0.16370237761762155,0.16370237761762155
21,-0.16370237761762105,0.16370237761762105
22,-0.16370237761762071,0.16370237761762071
23,-0.16370237761762066,0.16370237761762066
24,-0.1452336230055951,0.1452336230055951
25,-0.14523362300559436,0.14523362300559436
26,-0.14523362300559417,0.14523362300559417
27,-0.1452336230055937,0.1452336230055937
28,-0.1447723821296252,0.1447723821296252
29,-0.14477238212962487,0.14477238212962487
30,-0.14477238212962415,0.14477238212962415
31,-0.1447723821296238,0.1447723821296238
32,-0.12024963390816339,0.12024963390816339
33,-0.12024963390816226,0.12024963390816226
34,-0.12024963390816217,0.12024963390816217
35,-0.12024963390816211,0.12024963390816211
36,-0.11947937308577015,0.11947937308577015
37,-0.11947937308576992,0.11947937308576992
38,-0.11947937308576961,0.11947937308576961
39,-0.11947937308576927,0.11947937308576927
40,-0.08931903873806142,0.08931903873806142
41,-0.08931903873806141,0.08931903873806141
42,-0.08931903873806102,0.08931903873806102
43,-0.08931903873806098,0.08931903873806098
44,-0.08804035557428269,0.08804035557428269
45,-0.08804035557428268,0.08804035557428268
46,-0.0880403555742825,0.0880403555742825
47,-0.08804035557428197,0.08804035557428197
48,-0.0866170753285139,0.0866170753285139
49,-0.08661707532851363,0.08661707532851363
50,-0.08661707532851354,0.08661707532851354
51,-0.08661707532851243,0.08661707532851243
52,-0.08626103507906689,0.08626103507906689
53,-0.08626103507906654,0.08626103507906654
54,-0.04733284422546236,0.04733284422546236
55,-0.047332844225462356,0.047332844225462356
56,-0.04733284422546203,0.04733284422546203
57,-0.04733284422546187,0.04733284422546187
58,-0.04446566830594726,0.04446566830594726
59,-0.04446566830594698,0.04446566830594698
60,-0.044465668305946934,0.044465668305946934
61,-0.044465668305946844,0.044465668305946844
62,-0.013610774638830713,0.013610774638830713
63,-0.013610774638830606,0.013610774638830606
64,-0.013610774638830595,0.013610774638830595
65,-0.013610774638830588,0.013610774638830588
66,0.0020326530985048676,0.0020326530985048676
67,0.002032653098504872,0.002032653098504872
68,0.002032653098504875,0.002032653098504875
69,0.0020326530985048776,0.0020326530985048776
70,0.007989789153788396,0.007989789153788396
71,0.007989789153788425,0.007989789153788425
72,0.007989789153788443,0.007989789153788443
73,0.007989789153788455,0.007989789153788455
74,0.05505032050773689,0.05505032050773689
75,0.055050320507737324,0.055050320507737324
76,0.057693417073720055,0.057693417073720055
77,0.05769341707372017,0.05769341707372017
78,0.05769341707372039,0.05769341707372039
79,0.05769341707372061,0.05769341707372061
80,0.06916807469480094,0.06916807469480094
81,0.0691680746948013,0.0691680746948013
82,0.06916807469480132,0.06916807469480132
83,0.06916807469480186,0.06916807469480186
84,0.11348327502296249,0.11348327502296249
85,0.1134832750229627,0.1134832750229627
86,0.1134832750229628,0.1134832750229628
87,0.11348327502296326,0.11348327502296326
88,0.13163000078047984,0.13163000078047984
89,0.13163000078048145,0.13163000078048145
90,0.1316300007804819,0.1316300007804819
91,0.13163000078048245,0.13163000078048245
92,0.15993086166443737,0.15993086166443737
93,0.15993086166443946,0.15993086166443946
94,0.18086360467659018,0.18086360467659018
95,0.18086360467659102,0.18086360467659102
