v,termination,Lx,Ly,state_index,energy,abs_energy,W_corner,W_edge,W_bulk,classification,bulk_gap_used,in_gap_window
0.5,B,10,10,391,-0.002414386703244619,0.002414386703244619,0.353966535990741,0.613025105460083,0.03300835854917725,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,392,0.0016750011640139506,0.0016750011640139506,0.37929743749516553,0.6121060033588261,0.008596559146009068,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,393,0.001675001164014343,0.001675001164014343,0.37929743749515976,0.6121060033588305,0.008596559146009475,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,394,0.002437125073810492,0.002437125073810492,0.2748560850900629,0.7200799934318152,0.005063921478120651,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,395,0.002437125073810604,0.002437125073810604,0.2748560850900614,0.7200799934318146,0.005063921478123993,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,396,0.0046145139291567695,0.0046145139291567695,0.3910491481939671,0.5777302565990822,0.031220595206950072,bulk_or_mixed_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,397,0.0046145139291570835,0.0046145139291570835,0.3910491481939995,0.5777302565990493,0.031220595206951286,bulk_or_mixed_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,398,0.007216624937217422,0.007216624937217422,0.39123493281574684,0.6061384930660993,0.002626574118154577,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,399,0.007216624937217692,0.007216624937217692,0.3912349328157383,0.606138493066108,0.0026265741181541384,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,400,0.008616403432519845,0.008616403432519845,0.332916888963427,0.6309120334636571,0.036171077572914476,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,401,0.008616403432520275,0.008616403432520275,0.33291688896341565,0.6309120334636706,0.03617107757291405,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,402,0.009963492376040559,0.009963492376040559,0.4719870640794124,0.5265836332155627,0.001429302705026451,bulk_or_mixed_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,403,0.00996349237604075,0.00996349237604075,0.47198706407941365,0.5265836332155631,0.001429302705024233,bulk_or_mixed_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,404,0.010944369677066535,0.010944369677066535,0.22422309221879366,0.733189901441647,0.04258700633955944,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,405,0.01094436967706703,0.01094436967706703,0.22422309221877565,0.733189901441665,0.04258700633955734,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,406,0.011590033818692669,0.011590033818692669,0.4254360683143812,0.5733609069202983,0.0012030247653184482,bulk_or_mixed_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,407,0.011590033818692853,0.011590033818692853,0.42543606831440206,0.5733609069202781,0.0012030247653196198,bulk_or_mixed_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,408,0.012307510557925627,0.012307510557925627,0.10943666561745713,0.8414560712584406,0.049107263124102386,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,409,0.012307510557925644,0.012307510557925644,0.10943666561747231,0.8414560712584261,0.04910726312410275,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,410,0.012541821977333573,0.012541821977333573,0.25672834973250824,0.7411161941617724,0.002155456105719918,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,411,0.012541821977333702,0.012541821977333702,0.2567283497325842,0.741116194161707,0.0021554561057098,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,412,0.01274918630560799,0.01274918630560799,0.11503176982097335,0.8382370796917203,0.046731150487306965,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,413,0.012749186305607995,0.012749186305607995,0.11503176982090613,0.838237079691776,0.04673115048731745,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,414,0.013058344504117548,0.013058344504117548,0.08065353178237644,0.9187803774390543,0.0005660907785676042,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,415,0.013058344504117875,0.013058344504117875,0.0806535317823819,0.9187803774390485,0.000566090778571621,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,416,0.013665558726755409,0.013665558726755409,0.28529896149995754,0.6815373810423058,0.033163657457737104,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,417,0.013665558726755575,0.013665558726755575,0.2852989614999546,0.6815373810423109,0.03316365745773505,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,418,0.01672749166847911,0.01672749166847911,0.3991767086680591,0.5912357431209572,0.00958754821098242,bulk_or_mixed_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,419,0.016727491668479564,0.016727491668479564,0.3991767086680579,0.5912357431209596,0.009587548210983197,bulk_or_mixed_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,420,0.028273953906492823,0.028273953906492823,0.3076476875168088,0.6689837886549056,0.02336852382828617,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,421,0.028273953906493215,0.028273953906493215,0.3076476875168137,0.6689837886549044,0.02336852382828234,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,422,0.0308502438158859,0.0308502438158859,0.34775836908954394,0.6383151601394437,0.013926470771013938,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,423,0.030850243815886927,0.030850243815886927,0.3477583690895498,0.6383151601394383,0.0139264707710103,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,424,0.04254552733021943,0.04254552733021943,0.20992147915553727,0.7708891873246388,0.01918933351982369,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,425,0.04254552733021958,0.04254552733021958,0.20992147915553144,0.7708891873246433,0.019189333519824672,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,426,0.04450461396311647,0.04450461396311647,0.24401958203304835,0.7348534137058355,0.021127004261117792,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,427,0.04450461396311653,0.04450461396311653,0.24401958203305127,0.7348534137058322,0.02112700426111668,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,428,0.055114570915161296,0.055114570915161296,0.07840583066593651,0.9054476363502901,0.016146532983773377,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,429,0.05511457091516135,0.05511457091516135,0.07840583066593723,0.9054476363502888,0.016146532983773908,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,430,0.056025923117845065,0.056025923117845065,0.09531462940164553,0.8757302910569672,0.02895507954138692,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,431,0.05602592311784512,0.05602592311784512,0.09531462940164571,0.8757302910569666,0.028955079541387492,edge_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,432,0.09995808846825045,0.09995808846825045,0.9585409473916744,0.04105599347895743,0.00040305912936832594,corner_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,433,0.09995808846825081,0.09995808846825081,0.9585409473918302,0.04105599347880704,0.0004030591293641961,corner_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,434,0.09999971300388717,0.09999971300388717,0.9358161232758921,0.06406297430075034,0.00012090242335948834,corner_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,435,0.09999971300388778,0.09999971300388778,0.9358161232758914,0.06406297430074895,0.00012090242335963129,corner_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,436,0.10004197271944341,0.10004197271944341,0.9597243994635405,0.039881109829582415,0.0003944907068769887,corner_state,0.6254680554388378,0.25018722217553513
0.5,B,10,10,437,0.10004197271944383,0.10004197271944383,0.9597243994633843,0.039881109829734855,0.00039449070688095817,corner_state,0.6254680554388378,0.25018722217553513
