model,v,bulk_gap,energy_window_raw,energy_window_cap,energy_window,num_states_summed,min_abs_energy_in_window,max_abs_energy_in_window,W_corner_sum,W_edge_sum,W_bulk_sum,selection_mode
model_a_full_t_full_soc,0.1,0.8000000000000005,0.25600000000000017,0.2,0.19972841695621765,48,0.0002715830437820799,0.19972841695621765,0.29285116932232497,0.7061287065927255,0.0010201240849494995,window_with_jump_cut
model_a_full_t_full_soc,0.2,0.6000000000000004,0.19200000000000014,0.19200000000000014,0.02,6,0.001210354951461509,0.01177068198969359,0.3080796363889047,0.6888956295139431,0.0030247340971520983,window_with_jump_cut
model_a_full_t_full_soc,0.3,0.39999999999999986,0.12799999999999995,0.12799999999999995,0.04591238617877682,21,0.001492965853547179,0.04591238617877682,0.27338964046937564,0.7191060513667098,0.007504308163914699,window_with_jump_cut
model_a_full_t_full_soc,0.4,0.1999999999999998,0.06399999999999993,0.06399999999999993,0.06264425445320981,24,0.0008159624891038662,0.06264425445320981,0.2631238684107803,0.6867445484170553,0.05013158317216452,window_with_jump_cut
model_a_full_t_full_soc,0.5,5.273559366969494e-16,0.02,0.02,0.02,7,0.002959824044249389,0.01751983304061155,0.3835209669036641,0.5760301313755538,0.04044890172078213,window_with_jump_cut
model_a_full_t_full_soc,0.6,0.015712502193025252,0.02,0.02,0.02,9,0.0026137231791231955,0.01817907706575472,0.3678463257200918,0.5635104123598365,0.06864326192007178,window_with_jump_cut
model_a_full_t_full_soc,0.7,1.3877787807814457e-16,0.02,0.02,0.02,10,0.00416508126092232,0.017795250520490417,0.3523747661493325,0.5547759955588184,0.09284923829184895,window_with_jump_cut
model_a_full_t_full_soc,0.8,0.13712487756528574,0.04387996082089144,0.04387996082089144,0.043801727903374145,20,0.0004851720815352844,0.043801727903374145,0.2671450200451418,0.5560758148671842,0.17677916508767408,window_with_jump_cut
model_a_full_t_full_soc,0.9,0.14200418485276606,0.04544133915288514,0.04544133915288514,0.04270785199028979,14,0.0008586873005135328,0.04270785199028979,0.2500241315991295,0.5458763231897485,0.20409954521112195,window_with_jump_cut
model_a_full_t_full_soc,1.0,0.0004003524023465377,0.02,0.02,0.02,2,0.002842722512924824,0.00893833642175368,0.3150137137861754,0.49511178050842525,0.1898745057053994,window_with_jump_cut
model_a_full_t_full_soc,1.1,0.00027947357334108525,0.02,0.02,0.022099660879877202,2,0.016131167205971905,0.022099660879877202,0.28744197959381707,0.492832117897904,0.219725902508279,window
model_a_full_t_full_soc,1.2,0.014006976189459466,0.02,0.02,0.02,2,0.004643891997057016,0.006020126066096316,0.12423639872170317,0.4698176535050698,0.4059459477732271,window_with_jump_cut
model_a_full_t_full_soc,1.3,2.498001805406602e-16,0.02,0.02,0.02,2,0.00900948443410032,0.010835934093133702,0.154332668590854,0.5028548949949478,0.34281243641419823,window_with_jump_cut
model_a_full_t_full_soc,1.4,0.015863283656721322,0.02,0.02,0.02,2,0.028847622136509526,0.03564232970797377,0.11987895600580037,0.4565124832027164,0.423608560791483,fallback_two_closest
model_a_full_t_full_soc,1.5,3.3306690738754696e-16,0.02,0.02,0.02,2,0.032797057854009756,0.03577899050588685,0.13385830526092882,0.5129575403121551,0.35318415442691614,fallback_two_closest
model_a_full_t_full_soc,1.6,0.20000000000000037,0.06400000000000013,0.06400000000000013,0.11188282563813184,2,0.0007288768207848018,0.11188282563813184,0.09139986243626266,0.44571115713574117,0.4628889804279964,window
