point_id,v,t,lm,w,z2,chern,wilson,ribbon_classification,has_connecting_edge_branch,has_isolated_state,band_window_width,in_window_edge_state_count,span_ratio,min_abs_energy,obc_gap,count_absE_le_0p02,special_score,special_rank,category,physical_score,rationale
v_1p20_t_0p50_lm_0p10,1.2,0.5,0.1,0.8,1,-7.237263273900457e-18,-1.1446069243425794,isolated_midgap_state,0,1,0.17537887487646744,40,0.892585960055872,0.0019279302626961676,0.005982193077310935,50,254.52272352882014,7,transition_core_or_precursor,0.344605,小隙/近零能聚集/高 special_rank，属于相变核心或前驱
v_1p20_t_0p50_lm_0p20,1.2,0.5,0.2,0.8,1,-2.227876895073707e-16,0.8882516494576871,isolated_midgap_state,0,1,0.22494796151351348,40,0.846856149709447,0.00038685246948217794,0.00204007342886897,56,536.1530025821315,4,transition_core_or_precursor,0.347325,小隙/近零能聚集/高 special_rank，属于相变核心或前驱
v_1p20_t_0p50_lm_0p30,1.2,0.5,0.3,0.8,1,1.6372119972193936e-16,1.4393534743819818,isolated_midgap_state,0,1,0.11937515251342934,20,0.8057002864644149,0.002806568560985787,0.006157321548527571,18,147.24788223069194,12,ambiguous_need_review,0.269882,指标互相竞争，需结合波函数和更大尺寸复核
v_1p20_t_0p50_lm_0p40,1.2,0.5,0.4,0.8,0,3.114432866523564e-16,-0.12340629232523903,empty_gap,0,0,0.01199569738504469,0,0.0,0.001627631322203003,0.012010822609645325,10,103.14361338271385,9999,transition_core_or_precursor,0.020189,小隙/近零能聚集/高 special_rank，属于相变核心或前驱
v_1p20_t_0p50_lm_0p50,1.2,0.5,0.5,0.8,0,-3.7381320361700496e-17,0.4682418922670692,empty_gap,0,0,0.16124969497313763,0,0.0,0.014218217963957832,0.02843643592791684,8,43.736506229282625,9999,ambiguous_need_review,0.03435,指标互相竞争，需结合波函数和更大尺寸复核
v_1p30_t_0p50_lm_0p00,1.3,0.5,0.0,0.7,0,-1.8162164841133095e-16,-0.023670575320475774,empty_gap,0,0,0.20000000000000007,0,0.0,0.00013532055488271548,0.015302276554757155,20,698.6732280944523,3,transition_core_or_precursor,0.0615,小隙/近零能聚集/高 special_rank，属于相变核心或前驱
v_1p30_t_0p50_lm_0p10,1.3,0.5,0.1,0.7,1,-2.0459753621882465e-16,0.9521596417230569,empty_gap,0,0,2.220446049250313e-16,0,0.0,0.0056997654853307225,0.012679379939205884,18,121.76747422253446,16,transition_core_or_precursor,0.15375,小隙/近零能聚集/高 special_rank，属于相变核心或前驱
v_1p30_t_0p50_lm_0p20,1.3,0.5,0.2,0.7,1,-2.6027060978553727e-17,-0.7039065586404538,isolated_midgap_state,0,1,0.19999999999999954,44,0.9060694145903853,0.0058632097872437896,0.011975366109973563,18,117.65441416422401,17,ambiguous_need_review,0.311586,指标互相竞争，需结合波函数和更大尺寸复核
v_1p30_t_0p50_lm_0p30,1.3,0.5,0.3,0.7,1,-2.8891352868332274e-17,0.9991949528989268,isolated_midgap_state,0,1,0.37804555427071107,84,0.9525265969272793,0.0031571647328235575,0.008994027440951926,14,111.00940792474944,19,bulk_mixed_nontrivial,0.364798,Z2 非平庸但 ribbon 未形成连接边界分支，边界性被弱化
v_1p30_t_0p50_lm_0p40,1.3,0.5,0.4,0.7,0,-3.3377219606136665e-17,1.6081180892091533,isolated_midgap_state,0,1,0.31632985715316325,60,0.9540865829658126,0.012790440303870906,0.031098801316587918,4,26.18395101679267,9999,ambiguous_need_review,0.111186,指标互相竞争，需结合波函数和更大尺寸复核
v_1p30_t_0p50_lm_0p50,1.3,0.5,0.5,0.7,1,2.30603843469205e-16,-1.3613199227308943,isolated_midgap_state,0,1,0.15868887685325883,24,0.6745498691491093,0.016095365444402352,0.032190730888807764,4,24.834228781653042,9999,ambiguous_need_review,0.22549,指标互相竞争，需结合波函数和更大尺寸复核
v_1p40_t_0p50_lm_0p00,1.4,0.5,0.0,0.6000000000000001,0,-9.0727258835146e-18,-0.3985399316271235,empty_gap,0,0,0.5999999999999985,0,0.0,0.005992562449850663,0.014213290500888508,14,82.57103035427595,9999,ambiguous_need_review,0.09825,指标互相竞争，需结合波函数和更大尺寸复核
v_1p40_t_0p50_lm_0p10,1.4,0.5,0.1,0.6000000000000001,0,-1.440042295013636e-16,0.35726493121321107,empty_gap,0,0,0.39999999999999925,0,0.0,0.002336213200752525,0.014483237581269164,14,103.38467586090343,9999,ambiguous_need_review,0.07425,指标互相竞争，需结合波函数和更大尺寸复核
v_1p40_t_0p50_lm_0p20,1.4,0.5,0.2,0.6000000000000001,1,1.2755529084183112e-16,-0.565531653451043,empty_gap,0,0,0.19999999999999882,0,0.0,0.005922156558446284,0.016190257359956897,12,81.2142740096928,9999,ambiguous_need_review,0.1665,指标互相竞争，需结合波函数和更大尺寸复核
v_1p40_t_0p50_lm_0p30,1.4,0.5,0.3,0.6000000000000001,0,-2.751522846880535e-18,-0.13156730135869954,empty_gap,0,0,1.3877787807814457e-16,0,0.0,0.002576558793240262,0.01487488732203994,12,91.0815772145994,9999,transition_core_or_precursor,0.0225,小隙/近零能聚集/高 special_rank，属于相变核心或前驱
v_1p40_t_0p50_lm_0p40,1.4,0.5,0.4,0.6000000000000001,0,-1.4566418629894913e-17,-0.031084304014728916,isolated_midgap_state,0,1,0.20000000000000057,56,0.9869645372050339,0.0018422029034959521,0.017684416022606213,6,75.81671098859255,9999,transition_core_or_precursor,0.093261,小隙/近零能聚集/高 special_rank，属于相变核心或前驱
v_1p40_t_0p50_lm_0p50,1.4,0.5,0.5,0.6000000000000001,1,-3.2411212523553904e-16,-1.2598529993380503,isolated_midgap_state,0,1,0.39999999999999974,120,0.9876631318209127,0.013567775530957856,0.02713555106191711,4,26.107393843986692,9999,bulk_mixed_nontrivial,0.365686,Z2 非平庸但 ribbon 未形成连接边界分支，边界性被弱化
v_1p50_t_0p50_lm_0p00,1.5,0.5,0.0,0.5,1,1.9409014262666627e-16,-1.3336566549675153,empty_gap,0,0,0.9999999999999988,0,0.0,0.010095075859156496,1.0172952513393592,2,24.983557077606974,9999,ambiguous_need_review,0.24375,指标互相竞争，需结合波函数和更大尺寸复核
v_1p50_t_0p50_lm_0p10,1.5,0.5,0.1,0.5,0,1.7401332954944107e-16,-0.04165673791217984,empty_gap,0,0,0.8000000000000005,0,0.0,0.010258965459797494,0.8195243401932953,2,24.871194432215095,9999,ambiguous_need_review,0.09975,指标互相竞争，需结合波函数和更大尺寸复核
v_1p50_t_0p50_lm_0p20,1.5,0.5,0.2,0.5,1,2.1044978027133175e-16,2.5022424495553617,empty_gap,0,0,0.5999999999999995,0,0.0,0.010829729678156019,0.6209933041012331,2,24.483623831388154,9999,ambiguous_need_review,0.19575,指标互相竞争，需结合波函数和更大尺寸复核
v_1p50_t_0p50_lm_0p30,1.5,0.5,0.3,0.5,1,-5.927792097005161e-17,0.7519065928456917,empty_gap,0,0,0.3999999999999987,0,0.0,0.0121614199072057,0.42392871536706433,2,19.719658348703124,9999,ambiguous_need_review,0.17175,指标互相竞争，需结合波函数和更大尺寸复核
v_1p50_t_0p50_lm_0p40,1.5,0.5,0.4,0.5,0,3.341444406200986e-17,0.35760552146820224,empty_gap,0,0,0.19999999999999962,0,0.0,0.015697194746108825,0.23123399518880722,2,16.355896866749077,9999,ambiguous_need_review,0.02775,指标互相竞争，需结合波函数和更大尺寸复核
v_1p50_t_0p50_lm_0p50,1.5,0.5,0.5,0.5,1,-6.445021713378665e-17,-1.4886418178510477,empty_gap,0,0,3.5823483842684384e-16,0,0.0,0.03228598281324467,0.06457196562649042,0,7.407042195115506,9999,transition_core_or_precursor,0.12,小隙/近零能聚集/高 special_rank，属于相变核心或前驱
v_1p60_t_0p50_lm_0p00,1.6,0.5,0.0,0.3999999999999999,1,-1.223387171502701e-16,-1.4878728958564347,empty_gap,0,0,1.3999999999999992,0,0.0,0.20662701796995206,1.4120167447936944,0,0.42966327593867,9999,ambiguous_need_review,0.24,指标互相竞争，需结合波函数和更大尺寸复核
v_1p60_t_0p50_lm_0p10,1.6,0.5,0.1,0.3999999999999999,0,2.5635820843000568e-17,-0.37857492665004666,empty_gap,0,0,1.2000000000000002,0,0.0,0.2066687847713679,1.21288624242541,0,0.43656139332180766,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p60_t_0p50_lm_0p20,1.6,0.5,0.2,0.3999999999999999,1,-3.7046554286763076e-17,1.100066946243967,empty_gap,0,0,1.0,0,0.0,0.20680433410646668,1.0132910916854687,0,0.44605188975894305,9999,ambiguous_need_review,0.24,指标互相竞争，需结合波函数和更大尺寸复核
v_1p60_t_0p50_lm_0p30,1.6,0.5,0.3,0.3999999999999999,0,3.20524886559622e-16,0.3046352423998209,empty_gap,0,0,0.7999999999999997,0,0.0,0.2070713792992377,0.8139420178070188,0,0.46005533812144034,9999,trivial_gapped,0.096,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p60_t_0p50_lm_0p40,1.6,0.5,0.4,0.3999999999999999,1,-1.2858937300726046e-16,0.9613945389371923,empty_gap,0,0,0.5999999999999995,0,0.0,0.20756642295006517,0.6150373938526044,0,0.4829736344559826,9999,ambiguous_need_review,0.192,指标互相竞争，需结合波函数和更大尺寸复核
v_1p60_t_0p50_lm_0p50,1.6,0.5,0.5,0.3999999999999999,0,1.5242982539210442e-16,0.4997603941514083,empty_gap,0,0,0.3999999999999999,0,0.0,0.20856427484751539,0.4171285496950323,0,0.5274151315268888,9999,trivial_gapped,0.048,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p70_t_0p50_lm_0p00,1.7,0.5,0.0,0.30000000000000004,1,4.869230660554911e-17,1.011000959764715,empty_gap,0,0,1.799999999999999,0,0.0,0.4043201052881178,1.808138818119935,0,0.23104626934892372,9999,ambiguous_need_review,0.24,指标互相竞争，需结合波函数和更大尺寸复核
v_1p70_t_0p50_lm_0p10,1.7,0.5,0.1,0.30000000000000004,0,1.0448383671742011e-16,2.3911873657103957,empty_gap,0,0,1.599999999999999,0,0.0,0.40433172403444995,1.6084748198704755,0,0.23515970819704698,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p70_t_0p50_lm_0p20,1.7,0.5,0.2,0.30000000000000004,0,2.148877908191263e-16,-1.8404704567511203,empty_gap,0,0,1.4000000000000004,0,0.0,0.4043683113862062,1.4086010259501403,0,0.24043484121635508,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p70_t_0p50_lm_0p30,1.7,0.5,0.3,0.30000000000000004,0,-6.73775406971343e-18,-0.3217563996252791,empty_gap,0,0,1.1999999999999993,0,0.0,0.40443574708442775,1.2087839839892696,0,0.24744305881668235,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p70_t_0p50_lm_0p40,1.7,0.5,0.4,0.30000000000000004,1,7.384636353399224e-17,-0.6367229165274345,empty_gap,0,0,0.9999999999999978,0,0.0,0.4045466774536092,1.009050657730196,0,0.2572139877413247,9999,ambiguous_need_review,0.24,指标互相竞争，需结合波函数和更大尺寸复核
v_1p70_t_0p50_lm_0p50,1.7,0.5,0.5,0.30000000000000004,0,-2.1852558786246046e-17,-0.04666487724240866,empty_gap,0,0,0.799999999999999,0,0.0,0.4047275799508609,0.8094551599017242,0,0.27178769616041953,9999,trivial_gapped,0.096,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p80_t_0p50_lm_0p00,1.8,0.5,0.0,0.19999999999999996,0,1.6130613177481157e-16,0.03081270648951006,empty_gap,0,0,2.1999999999999993,0,0.0,0.6025921496849866,2.2050154370925554,0,0.15997044855983097,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p80_t_0p50_lm_0p10,1.8,0.5,0.1,0.19999999999999996,1,1.5131074351800816e-16,2.8281027979996027,empty_gap,0,0,1.9999999999999991,0,0.0,0.6025950694891447,2.0051254512274133,0,0.16268242593148213,9999,ambiguous_need_review,0.24,指标互相竞争，需结合波函数和更大尺寸复核
v_1p80_t_0p50_lm_0p20,1.8,0.5,0.2,0.19999999999999996,0,1.738693263038742e-16,1.5056300095491195,empty_gap,0,0,1.8000000000000003,0,0.0,0.6026041214492958,1.8051611848367806,0,0.16599514570428292,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p80_t_0p50_lm_0p30,1.8,0.5,0.3,0.19999999999999996,0,-2.43439039665773e-17,0.48122745628085734,empty_gap,0,0,1.6000000000000005,0,0.0,0.6026202596460583,1.6052098423343715,0,0.17013185149608767,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p80_t_0p50_lm_0p40,1.8,0.5,0.4,0.19999999999999996,0,-1.2694554110068292e-16,4.4174370575882155e-17,empty_gap,0,0,1.4000000000000008,0,0.0,0.6026453686866482,1.405275628206533,0,0.17544427935174725,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p80_t_0p50_lm_0p50,1.8,0.5,0.5,0.19999999999999996,0,-1.444723947902268e-16,-8.834874115176499e-18,empty_gap,0,0,1.2,0,0.0,0.6026828803955653,1.205365760791134,0,0.18251718742194004,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p90_t_0p50_lm_0p00,1.9,0.5,0.0,0.10000000000000009,0,2.5881336988175605e-16,-1.5422322900346006,empty_gap,0,0,2.5999999999999988,0,0.0,0.8011935785495454,2.602353982847273,0,0.12290706023663918,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p90_t_0p50_lm_0p10,1.9,0.5,0.1,0.10000000000000009,0,-2.651219881779624e-16,-2.1105201324149525,empty_gap,0,0,2.399999999999999,0,0.0,0.8011940306325207,2.402375204603553,0,0.12482623785088894,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p90_t_0p50_lm_0p20,1.9,0.5,0.2,0.10000000000000009,1,-8.371419608968088e-17,-0.587875176833691,empty_gap,0,0,2.199999999999998,0,0.0,0.8011954194473309,2.202381416253266,0,0.1270940193269756,9999,ambiguous_need_review,0.24,指标互相竞争，需结合波函数和更大尺寸复核
v_1p90_t_0p50_lm_0p30,1.9,0.5,0.3,0.10000000000000009,0,2.6496842470147303e-16,0.48122745628085717,empty_gap,0,0,1.9999999999999982,0,0.0,0.801197848737326,2.002389518639706,0,0.12981467880037265,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p90_t_0p50_lm_0p40,1.9,0.5,0.4,0.10000000000000009,0,1.2315761470562253e-16,-0.2845693257651557,empty_gap,0,0,1.7999999999999972,0,0.0,0.8012015137502816,1.8023999698576931,0,0.1331389703274458,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_1p90_t_0p50_lm_0p50,1.9,0.5,0.5,0.10000000000000009,0,5.715805062646694e-17,-1.4135798584282297e-16,empty_gap,0,0,1.5999999999999994,0,0.0,0.8012067437691849,1.6024134875383722,0,0.13729288850641055,9999,trivial_gapped,0.12,边界分支缺失且近零态缺失，平庸绝缘体特征明显
v_2p00_t_0p50_lm_0p00,2.0,0.5,0.0,0.0,0,0.0,0.0,connecting_edge_branch,1,0,2.9999999999999987,484,0.9999999999999997,0.9999999999999999,2.9999999999999987,0,0.09999999133333418,9999,ambiguous_need_review,0.7,指标互相竞争，需结合波函数和更大尺寸复核
v_2p00_t_0p50_lm_0p10,2.0,0.5,0.1,0.0,0,0.0,0.0,connecting_edge_branch,1,0,2.799999999999999,363,0.9999999999999993,0.9999999999999989,2.7999999999999985,0,0.10142856266326622,9999,ambiguous_need_review,0.7,指标互相竞争，需结合波函数和更大尺寸复核
v_2p00_t_0p50_lm_0p20,2.0,0.5,0.2,0.0,0,0.0,0.0,connecting_edge_branch,1,0,2.5999999999999996,847,0.9999999999999997,0.9999999999999983,2.599999999999997,0,0.10307691418935011,9999,ambiguous_need_review,0.7,指标互相竞争，需结合波函数和更大尺寸复核
v_2p00_t_0p50_lm_0p30,2.0,0.5,0.3,0.0,0,0.0,0.0,isolated_midgap_state,0,1,2.399999999999999,242,0.0,0.9999999999999998,2.399999999999999,0,0.1049999909583342,9999,ambiguous_need_review,0.21075,指标互相竞争，需结合波函数和更大尺寸复核
v_2p00_t_0p50_lm_0p40,2.0,0.5,0.4,0.0,0,0.0,0.0,isolated_midgap_state,0,1,2.1999999999999966,242,0.0,0.9999999999999973,2.199999999999995,0,0.10727271803305898,9999,ambiguous_need_review,0.21075,指标互相竞争，需结合波函数和更大尺寸复核
v_2p00_t_0p50_lm_0p50,2.0,0.5,0.5,0.0,0,0.0,0.0,connecting_edge_branch,1,0,2.000000000000001,1089,0.9999999999999996,0.9999999999999997,1.9999999999999996,0,0.10999999050000092,9999,ambiguous_need_review,0.7,指标互相竞争，需结合波函数和更大尺寸复核
