point_label,v,lm,direction,scan_param,center_index,wannier_center
F,0.6,0.1,kx_scan_ky,0.0,0,0.09800027259546909
F,0.6,0.1,kx_scan_ky,0.0,1,0.17681284501127012
F,0.6,0.1,kx_scan_ky,0.0,2,0.6660892246938267
F,0.6,0.1,kx_scan_ky,0.0,3,0.9871450039559938
F,0.6,0.1,kx_scan_ky,0.012345679012345678,0,0.31780401021751903
F,0.6,0.1,kx_scan_ky,0.012345679012345678,1,0.43038960131547466
F,0.6,0.1,kx_scan_ky,0.012345679012345678,2,0.6755797003442721
F,0.6,0.1,kx_scan_ky,0.012345679012345678,3,0.9242693257868735
F,0.6,0.1,kx_scan_ky,0.024691358024691357,0,0.09395290700920172
F,0.6,0.1,kx_scan_ky,0.024691358024691357,1,0.2944056875413345
F,0.6,0.1,kx_scan_ky,0.024691358024691357,2,0.6707356853558829
F,0.6,0.1,kx_scan_ky,0.024691358024691357,3,0.8941861671074035
F,0.6,0.1,kx_scan_ky,0.037037037037037035,0,0.11554930116156788
F,0.6,0.1,kx_scan_ky,0.037037037037037035,1,0.17123387280101227
F,0.6,0.1,kx_scan_ky,0.037037037037037035,2,0.3015817050504461
F,0.6,0.1,kx_scan_ky,0.037037037037037035,3,0.6914947826911306
F,0.6,0.1,kx_scan_ky,0.04938271604938271,0,0.16429468450354
F,0.6,0.1,kx_scan_ky,0.04938271604938271,1,0.5366157029688476
F,0.6,0.1,kx_scan_ky,0.04938271604938271,2,0.7212690576435021
F,0.6,0.1,kx_scan_ky,0.04938271604938271,3,0.9669228156987674
F,0.6,0.1,kx_scan_ky,0.06172839506172839,0,0.034303129213923304
F,0.6,0.1,kx_scan_ky,0.06172839506172839,1,0.45361608340590803
F,0.6,0.1,kx_scan_ky,0.06172839506172839,2,0.6710270108784807
F,0.6,0.1,kx_scan_ky,0.06172839506172839,3,0.9809655487145935
F,0.6,0.1,kx_scan_ky,0.07407407407407407,0,0.14692050937308765
F,0.6,0.1,kx_scan_ky,0.07407407407407407,1,0.25645763616781025
F,0.6,0.1,kx_scan_ky,0.07407407407407407,2,0.5733792539431768
F,0.6,0.1,kx_scan_ky,0.07407407407407407,3,0.6068782216922541
F,0.6,0.1,kx_scan_ky,0.08641975308641975,0,0.09529250737964988
F,0.6,0.1,kx_scan_ky,0.08641975308641975,1,0.2200720527299959
F,0.6,0.1,kx_scan_ky,0.08641975308641975,2,0.470653852816049
F,0.6,0.1,kx_scan_ky,0.08641975308641975,3,0.8470584953816516
F,0.6,0.1,kx_scan_ky,0.09876543209876543,0,0.16037310398085045
F,0.6,0.1,kx_scan_ky,0.09876543209876543,1,0.5237247470601482
F,0.6,0.1,kx_scan_ky,0.09876543209876543,2,0.8222876181019709
F,0.6,0.1,kx_scan_ky,0.09876543209876543,3,0.9212230532256984
F,0.6,0.1,kx_scan_ky,0.1111111111111111,0,0.17605773565041893
F,0.6,0.1,kx_scan_ky,0.1111111111111111,1,0.29749767474791866
F,0.6,0.1,kx_scan_ky,0.1111111111111111,2,0.5176944411576718
F,0.6,0.1,kx_scan_ky,0.1111111111111111,3,0.6645670142306872
F,0.6,0.1,kx_scan_ky,0.12345679012345678,0,0.10467712185962505
F,0.6,0.1,kx_scan_ky,0.12345679012345678,1,0.680436693411447
F,0.6,0.1,kx_scan_ky,0.12345679012345678,2,0.8271505428659771
F,0.6,0.1,kx_scan_ky,0.12345679012345678,3,0.9251532126030593
F,0.6,0.1,kx_scan_ky,0.13580246913580246,0,0.14191414683062195
F,0.6,0.1,kx_scan_ky,0.13580246913580246,1,0.30880013071507867
F,0.6,0.1,kx_scan_ky,0.13580246913580246,2,0.6578781224079088
F,0.6,0.1,kx_scan_ky,0.13580246913580246,3,0.8322099360887609
F,0.6,0.1,kx_scan_ky,0.14814814814814814,0,0.3442772202530838
F,0.6,0.1,kx_scan_ky,0.14814814814814814,1,0.5396494098622582
F,0.6,0.1,kx_scan_ky,0.14814814814814814,2,0.6472601937756395
F,0.6,0.1,kx_scan_ky,0.14814814814814814,3,0.9337036545201102
F,0.6,0.1,kx_scan_ky,0.16049382716049382,0,0.16085845087584538
F,0.6,0.1,kx_scan_ky,0.16049382716049382,1,0.32387022771491064
F,0.6,0.1,kx_scan_ky,0.16049382716049382,2,0.5798229030408806
