point_label,v,lm,direction,scan_param,center_index,wannier_center
A,0.1,0.1,kx_scan_ky,0.0,0,0.0840835578674314
A,0.1,0.1,kx_scan_ky,0.0,1,0.3722579449177841
A,0.1,0.1,kx_scan_ky,0.0,2,0.5561607531362507
A,0.1,0.1,kx_scan_ky,0.0,3,0.8719550276700644
A,0.1,0.1,kx_scan_ky,0.012345679012345678,0,0.22921532953449852
A,0.1,0.1,kx_scan_ky,0.012345679012345678,1,0.29238471817175504
A,0.1,0.1,kx_scan_ky,0.012345679012345678,2,0.5284965258364331
A,0.1,0.1,kx_scan_ky,0.012345679012345678,3,0.5982526779292195
A,0.1,0.1,kx_scan_ky,0.024691358024691357,0,0.07975545366194062
A,0.1,0.1,kx_scan_ky,0.024691358024691357,1,0.30758716303405176
A,0.1,0.1,kx_scan_ky,0.024691358024691357,2,0.353912760733536
A,0.1,0.1,kx_scan_ky,0.024691358024691357,3,0.8501607544850317
A,0.1,0.1,kx_scan_ky,0.037037037037037035,0,0.0797243020393476
A,0.1,0.1,kx_scan_ky,0.037037037037037035,1,0.1780834426697595
A,0.1,0.1,kx_scan_ky,0.037037037037037035,2,0.6968472091285253
A,0.1,0.1,kx_scan_ky,0.037037037037037035,3,0.8553599522186719
A,0.1,0.1,kx_scan_ky,0.04938271604938271,0,0.19912070993043407
A,0.1,0.1,kx_scan_ky,0.04938271604938271,1,0.2898461644061522
A,0.1,0.1,kx_scan_ky,0.04938271604938271,2,0.8453402433790116
A,0.1,0.1,kx_scan_ky,0.04938271604938271,3,0.9323093984241253
A,0.1,0.1,kx_scan_ky,0.06172839506172839,0,0.43729080639574475
A,0.1,0.1,kx_scan_ky,0.06172839506172839,1,0.5285045518689376
A,0.1,0.1,kx_scan_ky,0.06172839506172839,2,0.6508649698055453
A,0.1,0.1,kx_scan_ky,0.06172839506172839,3,0.9982944406196176
A,0.1,0.1,kx_scan_ky,0.07407407407407407,0,0.2788781003335333
A,0.1,0.1,kx_scan_ky,0.07407407407407407,1,0.4090020487326955
A,0.1,0.1,kx_scan_ky,0.07407407407407407,2,0.9002711723753319
A,0.1,0.1,kx_scan_ky,0.07407407407407407,3,0.9941897580783747
A,0.1,0.1,kx_scan_ky,0.08641975308641975,0,0.19157923881451017
A,0.1,0.1,kx_scan_ky,0.08641975308641975,1,0.2284577731781085
A,0.1,0.1,kx_scan_ky,0.08641975308641975,2,0.7068039487739656
A,0.1,0.1,kx_scan_ky,0.08641975308641975,3,0.9013906008942029
A,0.1,0.1,kx_scan_ky,0.09876543209876543,0,0.13118160540269672
A,0.1,0.1,kx_scan_ky,0.09876543209876543,1,0.42980681269093035
