point_label,v,lm,direction,scan_param,center_index,wannier_center
D,0.8,0.1,kx_scan_ky,0.0,0,0.011042804740734753
D,0.8,0.1,kx_scan_ky,0.0,1,0.3953231672781783
D,0.8,0.1,kx_scan_ky,0.0,2,0.5177116760562677
D,0.8,0.1,kx_scan_ky,0.0,3,0.7241537976835541
D,0.8,0.1,kx_scan_ky,0.012345679012345678,0,0.26727784950315436
D,0.8,0.1,kx_scan_ky,0.012345679012345678,1,0.47861578328269583
D,0.8,0.1,kx_scan_ky,0.012345679012345678,2,0.881969303089567
D,0.8,0.1,kx_scan_ky,0.012345679012345678,3,0.9766866299424262
D,0.8,0.1,kx_scan_ky,0.024691358024691357,0,0.13390060511861404
D,0.8,0.1,kx_scan_ky,0.024691358024691357,1,0.3659277893419593
D,0.8,0.1,kx_scan_ky,0.024691358024691357,2,0.5186605821900162
D,0.8,0.1,kx_scan_ky,0.024691358024691357,3,0.982463503957601
D,0.8,0.1,kx_scan_ky,0.037037037037037035,0,0.018473407151938678
D,0.8,0.1,kx_scan_ky,0.037037037037037035,1,0.23177333732852573
D,0.8,0.1,kx_scan_ky,0.037037037037037035,2,0.5379022937929119
D,0.8,0.1,kx_scan_ky,0.037037037037037035,3,0.6993909387082511
D,0.8,0.1,kx_scan_ky,0.04938271604938271,0,0.4083709025480276
D,0.8,0.1,kx_scan_ky,0.04938271604938271,1,0.6025746394275946
D,0.8,0.1,kx_scan_ky,0.04938271604938271,2,0.8817690374576889
D,0.8,0.1,kx_scan_ky,0.04938271604938271,3,0.9361696909021884
D,0.8,0.1,kx_scan_ky,0.06172839506172839,0,0.1016792416812806
D,0.8,0.1,kx_scan_ky,0.06172839506172839,1,0.32811267399758864
D,0.8,0.1,kx_scan_ky,0.06172839506172839,2,0.653621046685513
D,0.8,0.1,kx_scan_ky,0.06172839506172839,3,0.8754477701820662
D,0.8,0.1,kx_scan_ky,0.07407407407407407,0,0.1906018959155652
D,0.8,0.1,kx_scan_ky,0.07407407407407407,1,0.2895711003800576
D,0.8,0.1,kx_scan_ky,0.07407407407407407,2,0.37192886268257513
D,0.8,0.1,kx_scan_ky,0.07407407407407407,3,0.624597876221892
D,0.8,0.1,kx_scan_ky,0.08641975308641975,0,0.04188321570212901
D,0.8,0.1,kx_scan_ky,0.08641975308641975,1,0.360668566822577
D,0.8,0.1,kx_scan_ky,0.08641975308641975,2,0.48986693300330447
D,0.8,0.1,kx_scan_ky,0.08641975308641975,3,0.9515058175914499
D,0.8,0.1,kx_scan_ky,0.09876543209876543,0,0.08818459692893826
D,0.8,0.1,kx_scan_ky,0.09876543209876543,1,0.38874641376301167
D,0.8,0.1,kx_scan_ky,0.09876543209876543,2,0.5405271669216453
D,0.8,0.1,kx_scan_ky,0.09876543209876543,3,0.9760247686536936
D,0.8,0.1,kx_scan_ky,0.1111111111111111,0,0.5935773066010364
D,0.8,0.1,kx_scan_ky,0.1111111111111111,1,0.640931826500839
D,0.8,0.1,kx_scan_ky,0.1111111111111111,2,0.8247117543675404
D,0.8,0.1,kx_scan_ky,0.1111111111111111,3,0.8553841251940901
D,0.8,0.1,kx_scan_ky,0.12345679012345678,0,0.14347238476911484
D,0.8,0.1,kx_scan_ky,0.12345679012345678,1,0.3148966927547119
D,0.8,0.1,kx_scan_ky,0.12345679012345678,2,0.6893788388811957
D,0.8,0.1,kx_scan_ky,0.12345679012345678,3,0.8317882661656788
D,0.8,0.1,kx_scan_ky,0.13580246913580246,0,0.11246460353249046
