point_label,v,lm,direction,scan_param,center_index,wannier_center
G,1.092,0.1,kx_scan_ky,0.0,0,0.33920699239015145
G,1.092,0.1,kx_scan_ky,0.0,1,0.4282955161387152
G,1.092,0.1,kx_scan_ky,0.0,2,0.5570100975669755
G,1.092,0.1,kx_scan_ky,0.0,3,0.6371565386127984
G,1.092,0.1,kx_scan_ky,0.012345679012345678,0,0.2750560897750941
G,1.092,0.1,kx_scan_ky,0.012345679012345678,1,0.32567621917220596
G,1.092,0.1,kx_scan_ky,0.012345679012345678,2,0.7567580605539752
G,1.092,0.1,kx_scan_ky,0.012345679012345678,3,0.8051936074030526
G,1.092,0.1,kx_scan_ky,0.024691358024691357,0,0.19256968065242797
G,1.092,0.1,kx_scan_ky,0.024691358024691357,1,0.31765219354457325
G,1.092,0.1,kx_scan_ky,0.024691358024691357,2,0.5868543852526614
G,1.092,0.1,kx_scan_ky,0.024691358024691357,3,0.9420864345185547
G,1.092,0.1,kx_scan_ky,0.037037037037037035,0,0.09944131610345396
G,1.092,0.1,kx_scan_ky,0.037037037037037035,1,0.1829529707968774
G,1.092,0.1,kx_scan_ky,0.037037037037037035,2,0.37807394237417996
G,1.092,0.1,kx_scan_ky,0.037037037037037035,3,0.8309961127542332
G,1.092,0.1,kx_scan_ky,0.04938271604938271,0,0.013981813577781008
G,1.092,0.1,kx_scan_ky,0.04938271604938271,1,0.0867921831233637
G,1.092,0.1,kx_scan_ky,0.04938271604938271,2,0.4747397264837966
G,1.092,0.1,kx_scan_ky,0.04938271604938271,3,0.5479342429945939
G,1.092,0.1,kx_scan_ky,0.06172839506172839,0,0.23021014714372146
G,1.092,0.1,kx_scan_ky,0.06172839506172839,1,0.2475637110176962
G,1.092,0.1,kx_scan_ky,0.06172839506172839,2,0.6890355949358301
G,1.092,0.1,kx_scan_ky,0.06172839506172839,3,0.7596715639507947
G,1.092,0.1,kx_scan_ky,0.07407407407407407,0,0.2640252420853414
G,1.092,0.1,kx_scan_ky,0.07407407407407407,1,0.3213045678947077
G,1.092,0.1,kx_scan_ky,0.07407407407407407,2,0.6963800191922391
G,1.092,0.1,kx_scan_ky,0.07407407407407407,3,0.7606984736048606
G,1.092,0.1,kx_scan_ky,0.08641975308641975,0,0.16383536719625805
G,1.092,0.1,kx_scan_ky,0.08641975308641975,1,0.2616129354975167
G,1.092,0.1,kx_scan_ky,0.08641975308641975,2,0.3313574961205924
G,1.092,0.1,kx_scan_ky,0.08641975308641975,3,0.8651064345233848
G,1.092,0.1,kx_scan_ky,0.09876543209876543,0,0.03970332772675868
G,1.092,0.1,kx_scan_ky,0.09876543209876543,1,0.1468452805455847
G,1.092,0.1,kx_scan_ky,0.09876543209876543,2,0.4068836690386586
G,1.092,0.1,kx_scan_ky,0.09876543209876543,3,0.4362904441403575
G,1.092,0.1,kx_scan_ky,0.1111111111111111,0,0.15419642483815454
G,1.092,0.1,kx_scan_ky,0.1111111111111111,1,0.30850060306061755
G,1.092,0.1,kx_scan_ky,0.1111111111111111,2,0.4869966368765528
G,1.092,0.1,kx_scan_ky,0.1111111111111111,3,0.856102339696755
G,1.092,0.1,kx_scan_ky,0.12345679012345678,0,0.24088566870187691
G,1.092,0.1,kx_scan_ky,0.12345679012345678,1,0.462534796660599
G,1.092,0.1,kx_scan_ky,0.12345679012345678,2,0.6243165525717451
G,1.092,0.1,kx_scan_ky,0.12345679012345678,3,0.9893957971076466
G,1.092,0.1,kx_scan_ky,0.13580246913580246,0,0.06171651887517728
G,1.092,0.1,kx_scan_ky,0.13580246913580246,1,0.144923544824997
G,1.092,0.1,kx_scan_ky,0.13580246913580246,2,0.4061911029300516
G,1.092,0.1,kx_scan_ky,0.13580246913580246,3,0.6896847755460378
G,1.092,0.1,kx_scan_ky,0.14814814814814814,0,0.3114128294028052
G,1.092,0.1,kx_scan_ky,0.14814814814814814,1,0.5342136368301081
G,1.092,0.1,kx_scan_ky,0.14814814814814814,2,0.7104164994867809
G,1.092,0.1,kx_scan_ky,0.14814814814814814,3,0.8640281807331959
G,1.092,0.1,kx_scan_ky,0.16049382716049382,0,0.005730101017747009
G,1.092,0.1,kx_scan_ky,0.16049382716049382,1,0.5048486369178642
G,1.092,0.1,kx_scan_ky,0.16049382716049382,2,0.6732190890294663
G,1.092,0.1,kx_scan_ky,0.16049382716049382,3,0.8700557889156177
G,1.092,0.1,kx_scan_ky,0.1728395061728395,0,0.1283969245267713
G,1.092,0.1,kx_scan_ky,0.1728395061728395,1,0.5594976638047311
G,1.092,0.1,kx_scan_ky,0.1728395061728395,2,0.7275903895653437
G,1.092,0.1,kx_scan_ky,0.1728395061728395,3,0.8506982127046588
G,1.092,0.1,kx_scan_ky,0.18518518518518517,0,0.069539417665861
G,1.092,0.1,kx_scan_ky,0.18518518518518517,1,0.2721605602981679
G,1.092,0.1,kx_scan_ky,0.18518518518518517,2,0.46538800495802163
G,1.092,0.1,kx_scan_ky,0.18518518518518517,3,0.8201778220906286
G,1.092,0.1,kx_scan_ky,0.19753086419753085,0,0.15430219466285183
G,1.092,0.1,kx_scan_ky,0.19753086419753085,1,0.38024894959367556
G,1.092,0.1,kx_scan_ky,0.19753086419753085,2,0.571794526027203
G,1.092,0.1,kx_scan_ky,0.19753086419753085,3,0.8060273492193932
G,1.092,0.1,kx_scan_ky,0.20987654320987653,0,0.36780094111578915
G,1.092,0.1,kx_scan_ky,0.20987654320987653,1,0.3951301957503583
G,1.092,0.1,kx_scan_ky,0.20987654320987653,2,0.73260986672174
G,1.092,0.1,kx_scan_ky,0.20987654320987653,3,0.8001897974016993
G,1.092,0.1,kx_scan_ky,0.2222222222222222,0,0.1361286494556751
G,1.092,0.1,kx_scan_ky,0.2222222222222222,1,0.2921865805583066
G,1.092,0.1,kx_scan_ky,0.2222222222222222,2,0.3528389428860709
G,1.092,0.1,kx_scan_ky,0.2222222222222222,3,0.7474396445781162
G,1.092,0.1,kx_scan_ky,0.2345679012345679,0,0.11667859167690829
